oracle,generated_summary
The students today found the complex logic aspects of the lecture interesting as well as applications to english and real world examples. A student enjoyed the bitwise coding portion of the class and some students enjoyed making truth tables.,"There seems to be no confusion related to the material covered in class. Students enjoyed learning about propositional logic and truth tables. Along with that, they also enjoyed working with propositional sentences and learning about the real world examples."
"The small amount of students today found mostly the translation of English to logic statements quite confusing. Other students wanted more review on compound propositions, as well as conditional statements in natural language. Some students wanted more practice with complex logic problems as well.",There seems to be a lot of confusion related to the material covered in class. Students would like more clarity related to translating English sentences into propositional sentences and negations. I would suggest going over these topics at the beginning of next lecture.
"The students today found logic, propositional logic, statements, and equivalence confusing. There was also a student in today's lecture that found contrapositives confusing. They found the puzzles given to them confusing as well.","There seems to be a lot of confusion related to the material covered in class. Students would like more clarity related to propositional logic, propositional equivalence, and logic puzzles. I would suggest going over these at the beginning of next lecture."
"Students learned about probability in general during this lecture. Students found the general topic very interesting, especially the more specific poker hands problems. They enjoyed calculating the probability of drawing certain hands using combinations and permutations.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about probability and combinatorics. Along with that, they also enjoyed the poker hands shown in class as it helped them further deepen their understanding of probability."
"Students learned about countability as well as modular arithmetic in this class. They learned how hash functions utilized modular arithmetic, and also learned about the division algorithm. Students were particularly intrigued by the real-world applications of said content.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about modular arithmetic and hash tables. Along with that, they also enjoyed the real world examples of hash tables and modulo."
"Students were mainly confused by when to use combinations and permutations in this lecture after testing their knowledge using Top Hat. Students also had trouble with combinations in general, whether it was with semantics or the binomial theorem.",There is a lot of confusion related to the material covered in class. Students would like more clarity related to combinations and permutations. I would suggest going over these topics at the beginning of next lecture.
"In this lecture, students learned about Bayes' theorem and its various applications. The main application focused on in class was the drug efficacy problem. Some students were unsure when to apply the theorem, but otherwise most understood the content.","There seems to be confusion related to the material covered in class. Students would like more clarity related to Bayes' theorem, probability, and the drug problem. I would suggest going over these topics at the beginning of next lecture."
In this lecture students were confused with implications. Students were also confused with different propositions. Students were also confuse on the order of preference. Students also expressed that it was hard to hear on zoom when questions were asked.,"There seems to be a lot of confusion related to the material covered in class. Students would like more clarity related to implication, propositional logic, and prepositional types. I would suggest going over these topics at the beginning of next lecture."
"In this lecture the students were interested in learning syllogisms. Students were also interested in learning about how propositions with quantifiers can effectively translate English to logic,and change an expression into a proposition. The students also liked learning about logical equivalences and how they can reduce the amount of computation. ","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about propositions and quantifiers. Along with that, they also enjoyed working with implication and disjunction. I would suggest going over these topics at the beginning of next lecture."
In this lecture students were intersted in learning about the rules of inference. Students also found proving compound propositions without truth tables very interesting. They were also intersted in learning about using different logical operators. Students were also interested in learning the different pathways to prove proofs.,"There seems to be no confusion related to the material covered in class. Students really enjoyed learning about the rules of inference. Along with that, they also enjoyed working with compound propositions and proving them to be true. I would suggest going over these topics at the beginning of next lecture."
"Students enjoyed walking through the code and understanding the functionality of it. Along with that, students also enjoyed learning about Binary Trees and their purpose. There was a question related to a tree example shown in class, so I would suggest going over that at the beginning of next lecture. ","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about binary trees. They also enjoyed walking through actual code and drawing it out. Along with that, they also liked learning about tail-recursion."
"Students enjoyed learning about the how to calculate time complexity and runtime of different algorithms. Few students enjoyed learning about the pruning. There seems to be a little confusion related to the Boggle Problem, so I would suggest going over that problem at the beginning of next lecture.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about pruning. Along with that, they also enjoyed the tree representation of the Boggle Problem and the tilde approximation."
Students were interested in learning about the LZW Compression algorithm. Some of the students enjoyed going through the examples of LZW Compression. A few enjoyed learning about processes and methods of the LZW algorithm.,"There seems to be no confusion related to the material covered in class. Students enjoyed learning about the LZW Compression Algorithm. Along with that, they also enjoyed going through examples of the compression and extension techniques."
"There seems to be a lot of confusion related to the Red & Black Search Tree covered in class. Along with that there is confusion related to the removal of nodes in general, especially related to the removal of the root node. I would suggest going over these topics at the beginnning of next lecture to clarify these doubts.",There is a lot of confusion related to the material covered in class. Students would like more clarity related to deleting a node and the red and black search tree. I would suggest going over these topics at the beginning of next class.
A few of the students had no confusion over the material covered in class. A few had confusion over the Huffman Compression algorithm. Along with that there was also confusion over the usage of RST. I would suggest quickly going over these topics to help clarify these doubts.,"In this lecture, students found the Huffman Compression Algorithm most confusing. They also found it confusing to learn about Huffman's Compression and how to construct a Huffman Tree. Students also found the buffer to process bits confusing as there are multiple ways to construct it. Lastly, students were confused about how to implement an RST in Huffman Trees."
"The students were confused about two topics, mostly. First, there  was some confusion over larger branching ties or branching factors. The seconf point of confusion was about DST and RST. There was also some confusion about runtimes, but not as much as the first two topics. The other two subjects that confused students were structure and implementation.","In this lecture, students were confused by the difference between larger branching and RSTs. They were also confused by runtimes for each of the trees/trie covered in class. They also were confused on the differences between RST runtime vs DST runtime. Students also found it confusing when to use each new data structure and when to indicate a value in a DST or RST. Lastly, they were confused about the implementation concerns of these structures."
"Many students are interested in the different types of trees. Specifically, students mentioned the binary trees and the applications that are useful to them. Tree transversals were also mentioned by the students and seemed to hold their interest. One student mentioned 'TreeADT' which is not something the reviewer understands, but hopes is helpful to the instructor. The other two subjects that the students mentioned were backtracking and tail recursion.","There seems to be no confusion related to the material covered in class. Students enjoyed learning about the different types of trees and how they are structured. Along with that, they also liked learning about tree traversals and backtracking."
"Students were interested in learning how to correct and fix violations in a red-black BST. There was also some discussion of the general methods and organization of red-black BST's, and Red-Black Trees in general. ColorFlip was also mentioned by some students, as well as operations in general.","There seems to be no confusion related to the material covered in class. Students enjoyed learning about the different ways to fix red and black trees. Along with that, they also enjoyed the color flip idea and the red black bst. I would suggest going over these concepts at the beginning of next class."
"In this lecture, students found BFS most confusing, specifically its code, runtime, and traversal. Students also were interested in the differences between BFS and DFS, as well as the entropy equation and its application.","There seems to be confusion related to BFS and DFS. Students would like more clarity related to runtime of BFS. Along with that, they would also like clarity over adjacency tables and entropy equations. I would suggest going over these topics at the beginning of next lecture."
"In this lecture, students found adaptive huffman and huffman implementation most confusing. A few students also found run length encoding confusing, as well as Binary I/O and the logic for the Assignment 2 collect method logic.",There seems to be no confusion related to the material covered in class. Students enjoyed learning about run length encoding and the Huffman Compression algorithm. I would suggest going over these topics at the beginning of next class.
"In this lecture students were confused with negation of different parts. Also with the nested section, and nested quantifiers. Students were also confused with the concept of trying to prove that two quantifiers are logically equivalent. Students were also confused with the syntax surrounding reading things. Students also need furth explanation of proofs.  ","There seems to be a lot of confusion related to the material covered in class. Students would like more clarity related to proofs, negating logical quantifiers, and reading things including quantifiers. I would suggest going over these topics at the beginning of next class."
In this lecture students were most confused with the concept of the big O family and it's members.Students feel they would benefit from having more examples which explain the big O family. Students also had questions regarding how to solve for runtime.,"There seems to be a lot of confusion related to the Big O Family. Students would like more clarity related to it. Along with that, they would also like more examples related to asymptotic analysis. I would suggest going over these at the beginning of next lecture."
It seems students are very confused about RST and DST. They didn't mention specifcally what was confusing so it sounds like the entire topic itself is confusing. Computing the average runtime seems to be confusing as well.,There seems to be a lot of confusion related to the material covered in class. Students would like more clarity related to DST and BST. I would suggest going over these topics at the beginning of next lecture.
"Students were intrigued by combinatorics in this lecture, and enjoyed working through the problems in class. They worked through examples such as password combinations and number theory problems. Students also touched up on binary trees and induction.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about combinatorics. Along with that, they also enjoyed working with binary trees and the product rule. I would suggest going over these topics at the beginning of next lecture."
"In this lecture, students found huffman compression very interesting. Some also mentioned interest in compression, such as black and white image compression and how to represent tries during compression. Students were also interested in the pros and cons of different implementations and how bits are inserted.",There seems to be no confusion related to the material covered in class. Students enjoyed learning about Huffman Compression and Hoffman Trees. I would suggest going over these topics at the beginning of next class.
"Students seemed to have some confusion about the in-class activity, specifically with the weighted decision matrix. There was a lot of confusion about the metrics and criteria aspect of the matrix. In addition, the due dates might need to be reviewed.","Some students had no confusion related to the material covered in class. Other students would like more clarity related to weighted decision matrices, the in-class activity, and the WDM. I would suggest going over these topics at the beginning of next lecture."
"Students were very interested in learning about linear regression, especially within Excel. Students found the variables r and r^2 to be interesting, as well. Students are enjoying the in-class activities and working in their small groups, which is good to keep in mind for future lectures.","There seems to be no confusion related to the material covered in class. Students really enjoyed working on their assignments. Along with that, they also enjoyed the in-class activity and breakout rooms. They also enjoyed learning about regression and using it to find regressions."
"It seems that students had some confusion about the deliverables, and what was to be submitted both for activities and assignments. In addition, there were some issues with the Skittles activity. It would be good to review this, z-distributions, standard deviation, and Excel.",There is a lot of confusion related to the Skittles Activity and Assignment 8. Students would like more clarity related to what to do and when to do it. I would suggest going over these topics at the beginning of next lecture.
"There seems to be a lot of confusion regarding what deliverables are due when, along with some of the instructions for assignments and activities. Some students are also concerned about a project, and about some feedback portion of thier work. There is also some concern about Assignment 17 and about prototyping.","Some students had no confusion related to the material covered in class. Other students would like more clarity related to assignment 17, feedback, and idea generation techniques. I would suggest going over these topics at the beginning of next lecture."
"Most of the confusion from the lecture came from details regarding assignments, mainly Assignment 10. Many students asked for more details, feedback, or guidance regarding some of the activities they were asked to do. In addition, some students are still having issues in regards to citations and/or setting up their profiles to conduct scholarly work. There were consistent issues when it came to due dates, which ties back heavily to Assignment 10. It would be good to clarify this. Lastly, some students are still having issues with some of the equations and calculations that they were asked to do.",There is a lot of confusion related to Assignment 10. Students would like more clarity related to the due dates and assignments. I would suggest going over these topics at the beginning of next lecture.
"Students found several aspects of the economic content interesting, including pay back time and capital investment. They are also happy with having time to work on assignment 13, and being able to do so in their groups.","There seems to be no confusion related to the material covered in class. Students really enjoyed working on A13. Along with that, they also enjoyed learning about payback periods and calculating them."
"Students seems interested in the presentation of the projects. Students also liked the exam prep portion of the lecture, as well as working in their teams and on the design project. There were a few students that also mentioned that they enjoyed 3D modeling.","There seems to be no confusion related to the material covered in class. Students really enjoyed working on their video presentations. Along with that, they also enjoyed the in-class activity and the practice exam."
"Students have a lot of questions regarding Assignments 10 and 11. This mainly has to do with data analysis and regression, and when to use specific analytical variables (e.g. SSE, SST, r, and r^2). There is also some confusion about the laminar approach, and it might be useful to review this again.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to assignment 10, the laminar approach, and regression. I would suggest going over these topics at the beginning of next lecture."
Students were heavily interested in learning about z-scores and probability. Some students really enjoyed using the Skittles activity as a way to learn or review this content. Histograms were also an interesting topic. Many students found it helpful that they had time to go into breakout rooms. Some students also found it helpful that the due dates were covered.,"There seems to be no confusion related to the material covered in class. Students really enjoyed learning about z-scores and histograms. Along with that, they also enjoyed working with their groups on Assignment 8."
"Many students still have some anxieties and questions regarding the exam. It might be helpful to set out a reminder email highlighting the specifics before the exam period. Students are also confused about some aspects of the in-class assignment and some of the formulas and equations that needed to be used to calculate properties. Lastly, there are still some students who are having issues with Excel.","There is a lot of confusion related to the exam. Students would like more clarity related to it. Along with that, they would also like more details related to engineering discipline training, the in-class activity, and the assignment. I would suggest going over these topics at the beginning of next lecture."
"In this lecture, students were interested in histograms; specifically, they enjoyed learning how to create, edit, and manipulate histograms, as well as the purpose of histograms and when/how they should be used. Additionally, students enjoyed learning about which chart they should use depending on the situation and variables. Students also were interested in working with Excel to create histograms and develop their skills. Finally, students enjoyed the breakout rooms and time for group work.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about histograms. They also enjoyed working in breakout rooms. Along with that, they also enjoyed the in class assignment."
"The students seem very interested in the Tom Sauk reservoir, and learning about hydroelectric power. Students also seemed to like working in groups, and playing with mathematical models. Some students also seemed to enjoy learning about citations and how to find sources.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about the Taum Sauk Reservoir. They also enjoyed the in-class activity and working on the project. Along with that, they also enjoyed learning more about hydroelectric power and reservoirs."
"A vast majority of the students found the discussion about engineering failures particularly interesting. Several students pointed specifically to the Tom Sauk Reservoir and also related it to the ""real-world."" Some students also found that the assignment was interesting, and others also wanted to continue pointing out that they liked working in their groups.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about engineering failures and the Taum Sauk Reservoir. Along with that, they also enjoyed working on Assignment 12."
"Many students are confused about Assignment 10. It would be useful to go over the details and the expectations of the Assignment. There also appears to be some issues with the activity regarding citations scholarly work. Lastly, the Tom Sauk Reservoir activity seemed to confuse some students. ","Some students had no confusion related to the material covered in class. Other students would like more clarity related to assignment 10, the in-class activity, and the Laminar Approach. I would suggest going over these topics at the beginning of next lecture."
"Students are interested in many of the economic concepts of the project. The two most interesting concepts seem to be payback period and capital investment, as these were talked about specifically. They also are enjoying working in their groups, and learning about the different types of energy.","There seems to be no confusion related to the material covered in class. Students really enjoyed the in-class activity and breakout rooms. Along with that, they also enjoyed calculating the payback period."
"In this lecture, students were interested in the background information about the upcoming project. In particuar, students enjoyed learning about the Taum Sauk Reservoir. They also liked learning about how hydroelectric dams work and how hydroelectric power is used. In general, students were excited to start a new project/assignment. In addition, students thought the information about reliable resources and how to cite them was useful. Finally, students enjoyed working with their teammates and learning to properly evaluate them.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about the Taum Sauk Reservoir. They also enjoyed the in-class activity and working on the project. Along with that, they also enjoyed learning more about hydroelectric power and reservoirs."
"In this lecture, students mentioned the most confusion around the Taum Salk reservoir activity. They struggled with developing mathematical models and working with the laminar approach and power equation. Students also had general confusion about A10 details and the participation activity.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to modeling, calculating Ph, and assignment 10. I would suggest going over these topics at the beginning of next lecture."
"In this lecture, a majority of students found learning about r-squared and linear regression interesting. They also enjoyed working in groups and discussing assignments 10 and 11. Students also found the Taum Salk reservoir work and the graph for the in-class activity interesting.","There seems to be no confusion related to the material covered in class. Students really enjoyed working on the in-class activity. Along with that, they also enjoyed working in groups and working on their projects. They also enjoyed learning about regression and correlation."
"In this lecture, students found calculating power in the Taum Salk reservoir activity to be very interesting. They also enjoyed learning about mathematical modeling and the Laminar approach to it. Students also enjoyed spending time working in groups and the over-all real world application of the lecture content.","There seems to be no confusion related to the material covered in class. Students really enjoyed the in-class activity and working on the project. Along with that, they also enjoyed working with mathematical models."
"In this lecture, students were confused about the instructions for Assignment 8, especially how to address the missing data. Some students also struggled with Assignment 5. Furthermore, students expressed confusion about how to find and use z-scores and what they meant. Students also think they would benefit from more practice with probability. Finally, students were confused about the directions for the in class work and how to complete and submit the Skittles assignment.","There is a lot of confusion related to Assignment 8 and Assignment 5. Students would like more clarity related to probability, z-scores, and assignment 8. I would suggest going over these topics at the beginning of next lecture."
"In this lecture, students found working with excel very interesting. They also enjoyed being able to work with peers, especially on the Bike Share assignment and coming up with the problem statement. Students also enjoyed working with the data for the assignment in excel.","There seems to be no confusion related to the material covered in class. Students really enjoyed working on the problem statement and working with Excel. Along with that, they also enjoyed the breakout rooms. They were really helpful in getting to know other classmates and to collaborate with them"
"In this lecture, students were confused about how to complete assignment A10. Additionally and more specifically, students were confused by how to use the Laminar approach and how to employ mathematical models in this assignment. Similarly, students were confused about how to complete the in-class activity and what was being asked; some needed more time. Students also had questions about how to find and cite reliable sources and what sources are acceptable for use. Finally, students wanted more background on the Taum Sauk reservoir and how hydroelectric dams work in general.","Some students had no confusion related to the material covered in class. Other students would like more clarity related to assignment 10, the in-class activity, and the Laminar Approach. I would suggest going over these topics at the beginning of next lecture."
"In this lecture, students found meeting their group members very interesting. They also enjoyed learning about excel functions such as how to make pivot tables and calculate outliers. Students also enjoyed the soap dispenser example as well as learning about the usefulness of each type of average.","There seems to be no confusion related to the material covered in class. Students really enjoyed meeting with their new groups and working with them. Along with that, they also enjoyed learning about the different tools for interpreting data in Excel. They also enjoyed working with pivot tables and filters."
"Many students today seemed to be confused by their assignment 16 and its requirements, while other students were confused about the project that they had to complete. Some complained about the workload of the project. There were other students that were confused by certain concepts, such as stakeholders, criteria and constraints, and scoping. Some students also wanted more guidance on in class quizzes.","Some students had no confusion related to the material covered in class. Other students would like more clarity related to Assignment 16, the project, and stakeholders. I would suggest going over these topics at the beginning of next lecture."
"In this lecture, students were most interested in learning about z-scores, especially the z-score chart. Students were also interested in how to find probabilities using z-scores, histograms, or from real data. Additionally, students enjoyed the Skittles assignmenet and getting to apply concepts to real data. Furthermore, students liked time spent working in teams. Finally, students were interested in how to normalize/standardize data, uses of normalized data, and how to convert this data back to frequencies.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about z-scores and histograms. Along with that, they also enjoyed the Skittles activity and breakout rooms."
"In this lecture, many students were confused about the difference between data types like categorical and numerical, ordinal and nominal, and discrete and continuous. Many students also expressed confusion about how to format histogram bins properly. Additionally, some students were confused about how to make a histogram in general; students particularly noted that they’d like more instruction on how to construct histograms in Excel on Mac. A few students wanted more clarification on what graph to use to represent certain data types. Some also expressed that they didn’t have enough time to fully understand the material.",There is a lot of confusion related to histograms and the in-class activity. Students would like more clarity related to the material covered in class. I would suggest going over these topics at the beginning of next lecture.
"In this lecture, students were interested in working on the project with their teams. Students were also interested in the data that was used on the quiz. They thought the quiz was interesting but it was a time challenge.","There seems to be no confusion related to the material covered in class. Students really enjoyed working on Assignment 5 and the quiz. Along with that, they also enjoyed learning about Co2 emissions and usage of units in technical briefs."
"In this lecture, students were interested the design process and how problem scoping works in a team setting. The students were also interested in learning about the various criteria and constraints for the project. The students were also interested in the activity because it related to a real-world issue. ","There seems to be no confusion related to the material covered in class. Students really enjoyed working on the new project. Along with that, they also enjoyed learning about the design process and how problem scoping works in a team setting. They also enjoyed the in-class activity and the video shown at the beginning of class."
"In this lecture, students were interested by working with excel. They found the many features useful to analyze data. Students also found the equation to find delta v pretty interesting. Students also found it intereesting to customize graphs.","There seems to be no confusion related to the material covered in class. Students really enjoyed working with Excel. They also enjoyed working on the homework problems and working with graphs. Along with that, they also enjoyed learning about the different types of excel functions and how to use them."
"In this lecture, students were confused by bin range calculations. They were also confused by the number of bins for the histograms. Students were also a bit confused by the equation need to calculate z-score. Certain  aspects of creating histograms in Excel were slightly confusing for the students. Students were also confused by the underflow bin value and overflow bin value.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to histograms, bin width, and z-scores. I would suggest going over these at the beginning of next lecture."
"Most students found the new project and working with a team for the project interesting. Some students were interested in the video on enzymes and calculations of velocity. A few students were interested in the problem statement and criteria, and non-linear regression. ","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about enzymes and working on their projects. Along with that, they also enjoyed working with their teams and writing their problem statements."
"Most students were interested in coding out their solutions and using different models in their code. Some students were also interested in learning how to write technical reports with a professional language. Some students were interested in being done with the SSE error calculations, while one student was interested in how to lower error percentage while another was interested in improving their graphs.","There seems to be no confusion related to the material covered in class. Students really enjoyed working on their algorithms and working with their TA. Along with that, they also enjoyed the free time given to them."
"In this lecture students were confused by for loops and require futher explanation. Students were also confused with user defined functions, paticularly how to call or save them. Students were also confused with gradscope submision as some recieved error messages. Students were also confused by A09 and require further instruction. Students would also appreciate some more details regarding their quiz.","There seems to be a lot of confusion related to the material covered in class. Students would like more clarity related to functions, for loops, and assignments. I would suggest going over these topics at the beginning of next lecture."
"In this lecture, students were interested in hearing advice from 2021 students. The students also thought the heat map of where everyone was from was interesting. Students were also interested in working on A04. They also were interested in working in matlab more and how gradescope was used together. ","There seems to be no confusion related to the material covered in class. Students really enjoyed working with MatLab. Along with that, they also enjoyed learning about people from different parts of the world. They also enjoyed starting to work in MatLab and submitting assignments."
"There is a lot of confusion related to the quiz. Some of the students didn't know there was a quiz today. Along with that, students were also confused with the weighted decision matrix. I would suggest going over these at the beginning of next class to clear any doubts among students.","There seems to be confusion related to the material covered in class. Students would like more clarity related to weighted decision matrices, detailed design, and the quiz. I would suggest going over these topics at the beginning of next lecture."
Few of the students had no confusion related to the material covered in class. There is some confusion related to the upcoming project and also few of the questions on the quiz. I would suggest going over these at the beginning of next lecture to clear any doubts among the students.,"There is a lot of confusion related to the material covered in class. Students would like more clarity related to quiz, the upcoming project, and constraint vs criteria. I would suggest going over these at the beginning of next lecture."
"There seems to be confusion related to the creation of histograms. Along with that there is also confusion related Z-Scores, Z-Values, and Z-Tables. I would suggest going over these topics at the beginning of next class to clear any doubts among the students.","There seems to be confusion related to the material covered in class. Students would like more clarity related to histograms, pivot tables, and z-values. I would suggest going over these topics at the beginning of next class."
Most of the students had no confusion related to the material covered in class. Few of the students would like more clarity on the assignments. There was also confusion related to the topic of bridges and engineering failures. I would suggest going over these topics at the beginning of next lecture to clear any doubts among students.,"There seems to be confusion related to the material covered in class. Students would like more clarity related to assignment A14, the Indiana highway failure, and the code of cooperation. I would suggest going over these topics at the beginning of next lecture."
In this lecture students were confused on the difference between constraint and criteria. Students were also confused by assignment 4 and doing the environmental calculations. Students were also confused on the project. Students also were confused by the equation for payback period.,"Some students had no confusion related to the material covered in class. Other students would like more clarity related to Assignment 4, the solar project, and the difference between constraints and criteria. I would suggest going over these topics at the beginning of next lecture."
"In this lecture students were confused by pivot tables, regarding how to create and use them. Students were also confused on how to find outliers for the project. Students also required further instruction on assignments 6 and 8. They were also confused with histograms and creating bins.","Some students had no confusion related to the material covered in class. Other students would like more clarity related to pivot tables, project A08, and outlier calculations. I would suggest going over these topics at the beginning of next lecture."
There seems to be no confusion related to the material covered in class. Students enjoyed meeting with their teammates and working on the assignment. A few enjoyed working with logical operators and while loops and others enjoyed learning about structures.,"There seems to be no confusion related to the material covered in class. Students enjoyed learning about selection structures. Along with that, they also enjoyed meeting with their teammates and working on the assignment."
Students enjoyed learning about the concepts behind main and sub functions. They also enjoyed implementing them and understanding how main and sub functions work. Along with that they also enjoyed learning about other types of functions such as user defined functions.,"There seems to be no confusion related to the material covered in class. Students really enjoyed learning about functions and working with them in MatLab. Along with that, they also enjoyed working on the A10 team assignment."
"There seems to be no confusion related to the material covered in class. Students enjoyed learning about nested loops, complex loops, and other types of loops. Along with that students also enjoyed going over A11 Part 3 as there was a lot of confusion related to it last lecture. ","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about loops and the concepts related to them. Along with that, they also enjoyed the in-class activity and the hotmap used in Part 3."
There seems to be no confusion related to the material covered in class. Students enjoyed working with their and code and also working with the data that was provided. Students also enjoyed working in groups for the assignments. Few of the students didn't find the material covered in class interesting.,"There seems to be no confusion related to the material covered in class. Students really enjoyed working on their assignments and learning about the different ways to improve their code. Along with that, they also enjoyed debugging their code and removing errors from their data."
Some of the students had no confusion related to the material covered in class. There is a lot of confusion related to assignments and their deadlines. Along with that students enjoyed the studio time given during class. A few students had doubts related to how to calculate v0.,"There seems to be a lot of confusion related to the material covered in class. Students would like more clarity related to M1, the project, and the upcoming quiz. I would suggest going over these topics at the beginning of next lecture."
Few of the students had no confusion related to the material covered in class. There is a bit of confusion related to Assignment A05 and the In-Class Assignment. Along with that there were a few questions related to opening scripts.,"There seems to be a lot of confusion related to the material covered in class. Students would like more clarity related to Assignment 5, the in-class assignment, and debugging. I would suggest going over these topics at the beginning of next lecture."
Students really enjoyed working with MatLab. They liked implementing the concepts that they learned in class through MatLab. They also liked solving problems through MatLab. There seems to be no confusion about the material covered in class.,"There seems to be no confusion related to the material covered in class. Students really enjoyed learning about MatLab and working with matrices and arrays. Along with that, they also enjoyed solving the problems on MatLab."
