oracle,inst_gpt
"While the students were confused by the DST and RST portion of the lecture, they also found it the most interesting. One student specifically stated that they found it interesting to learn about the differences in add and search time between the two. There was also some interest in the binary number example and learning where to place the values and nodes. The other subjects that students found interesting included information storage, abstract type tree, and runtime variations.","
Students found the different types of trees and tries, such as DSTs and RSTs, and the analysis of the runtimes and performances interesting. They also found it interesting to populate the different trees, learning where to place values/nodes according to binary code, and the example with binary numbers."
"In this lecture, students found adjacency matrixes and lists very interesting, especially the latter. They also found pace versus time in terms of lists and matrices interesting. They also found BFS and DFS very interesting.","
In this lecture, students found the usefulness of adjacency lists and matrices, BFS and DFS traversal, and the differences between them interesting. They also found the differences between using adjacency lists and matrices interesting."
"In this lecture, students found working with amortized time interesting. They also found prims algorithm array and the articulation point algorithm interesting. Finally, they expressed interest in the heap structure: heap removal, heap runtime, and the heap PQ array format.","
Students found Prims algorithm array, articulations point algorithm, amortized runtime, heap runtimes, removing from a heap, and heap PQ array format confusing."
In this lecture students found it interesting to learn about the process of backtracking and recursion through the 8 queens problem. Students also enjoyed learning about through other examples like recursion in trees and the boggle problem.,"
Students found the 8 Queens problem, Boggle game application and the breakdown of the 8 Queens problem to be the most interesting. They also enjoyed learning about the algorithm for backtracking, recursion and the tree diagram."
"In this lecture, students found the itroduction to graphs most interesting, specifically graph applications, as well as graph storage and runtime. Some students also mentioned interest in adjacency matrixes and shannon entropy.","
Students found graph applications, adjacency matrixes, and Shannon entropy interesting. They also found the introduction to graphs, graph information storage methods, and graph space/runtime useful."
"While students did find red-black bst's confusing, they also found it interesting. Many students discussed this as the part of the lecture that they felt was most interesting. Others students discussed tree heights, asymptotic runtimes, and removal methods as their favorite. One student also specifically stated they enjoyed the code walkthrough.","
Students found the code walkthrough, asymptotic runtimes, red/black bsts, and different private helper methods in BST particularly interesting. They also found the remove methods for bst and red black height consistency to be interesting."
"The students seemed interested in the bike data, and learning about how to develop an engineering project statement. The students also seemed to get a lot out of the breakout rooms where they could share information. They also seem generally interested in using Excel."," Students found a variety of topics interesting including the design and scoping cycle, problem statements, analyzing data from Excel, the bike share project, chat, complex calculations, and meeting new people in breakout rooms."
"A major concern for the students in this class was a discrepancy between slides that impacted their ability to perform an in-class activity. This slide discrepancy should be fixed immediately. There was also some concerns about the CO2 emmission calculation in general, so it might be worth reviewing. There are some students who are concerned about their midterm exam grades. Perhaps discussing this would also be helpful.","
Students found the in class activity and the discrepancy between the slide on brightspace and the slide in the presentation to be confusing. Other points of confusion included the calculations for carbon emissions and understanding why their carbon footprint is so large."
"The students mostly reported that they were a little confused about the Whiteboard activity. There might have been some confusion on how to get that started in today's lecture. Other students noted some issues with the quiz, and others wanted more details regarding assignments or activities. There were some students who specifically mentioned needed more structure for a prototype as well as sketching.","
Students found the whiteboard feature in Zoom to be fascinating but confusing. They were also unsure of what the in-class participation was. Additionally, some students were confused about the whiteboard brainstorming exercise."
"It seems that a majority of the issues that students had with this class had to do with Excel. It seems that they mainly had difficulty with the overflow and/or the underflow bins. Additionally, there were several issues involving the creation of the histograms. There also seems to be confusion regarding assignments and also due dates. It might be useful for the professor to go over any confusion regarding the assignments, and to review the due dates of upcoming assignments.","
Students had some confusion with formatting histograms in excel, bin size, underflow/overflow bins, and when to use what chart. Some were confused about due dates, EYM events, and how to navigate excel."
A majority of the students enjoyed the pros and cons activity. Students seemed to also learning about design strategies and biomimicry. The students also enjoyed groupwork and having time to work on Assignment 17.,"
Students found working on their project with their group, brainstorming ideas, learning about pros and cons, and looking into biomimicry strategies to be interesting. They also found the comparison between different coffee makers, the pros and cons list, and the in-class activity about pros and cons to be interesting."
"The students were very interested in hydroelectric power and the reservoirs. Group work and citations were also of interest to the class. The new project seems to interest the students, as well.","
Students found researching about the Taum Sauk Reservoir, learning about hydropower generators, and working on the new project to be the most interesting topics in today's class. They also found the introduction to information literacy and the use of sources to be informative."
"Many students were interested in the carbon emissions equations and calculations. A sizable portion of the students mentioned enjoying finding out the carbon emissions of their cars. They are also relating it to thier personal footprints, and how it is impacting the world. Outside of the carbon emissions work, students were also interested in the discussion of trade-offs, and working in thier groups.","
Students found learning about their personal carbon footprint, trade-offs, and environmental impact of their vehicles the most interesting. They also found the photos of the effects of global warming to be striking and impactful."
"Many students found histograms to be the most interesting aspect of the lecture. There was also a considerable amount of interest in Excel, as well as the assignments and statistics. Working in groups seems to also be popular with students.","
Students found the most interesting aspect of the class to be learning how to format histograms and how to use them to analyze data. They enjoyed working with their teams and learning how to use Excel to create the histograms. Furthermore, they enjoyed learning the different uses of histograms and which graphs are best used for different data sets."
"In this lecture, students were most interested in learning about z-scores, especially the z-score chart. Students were also interested in how to find probabilities using z-scores, histograms, or from real data. Additionally, students enjoyed the Skittles assignmenet and getting to apply concepts to real data. Furthermore, students liked time spent working in teams. Finally, students were interested in how to normalize/standardize data, uses of normalized data, and how to convert this data back to frequencies."," Students found a multitude of topics interesting in today's class, such as z-scores and probability, histograms, excel and skittles. They also enjoyed collaborating with their teams and working on assignments. Z-scores and histograms were found to be the most interesting topics."
"In this lecture, students were most confused about assignment specifics and due-dates, especially the expectations for in-class assignments. Students also struggled working with excel, especially the pivot table activity. A few students also mentioned confusion with breakout rooms and felt they were rushed.","
Students found a variety of topics confusing, such as navigating Excel, understanding assignment requirements, and meeting deadlines. Technical issues, like uploading files and making pivot tables, were also identified as areas of confusion."
Students found today's class extremely intriguing. The topics they found interesting subsumed of calculating their carbon footprint and learning about carbon emissions. They enjoyed learning about motor carbon emissions as well as climate change. Another topic they enjoyed learning about today was trade offs.,"
Students found learning about their car's carbon emissions, design trade offs, and the impact of climate change to be the most interesting. They enjoyed the in-class activities, calculations, and websites that helped them understand their personal carbon footprint."
"Most of the students today found the idea of prototyping and modeling very interesting. Many of the students enjoyed brainstorming with their peers in breakout rooms, and other students enjoyed working on and figuring out what to do for their projects and assignments.","
Students found working with peers to generate ideas and solutions, prototyping, CAD softwares, 3D printing, brainstorming, and different materials to make prototypes interesting. They also enjoyed learning about the benefits of prototyping and the process of creating and testing prototypes."
"The students in today's lecture seemed to really enjoy problem scoping. They also seemed to enjoy writing their problem statements and working on the design as well. Many students expressed interest in the project they were assigned, and a few students mentioned interest in campus related issues.","
Students found the project objective, problem scoping, stakeholder relations, and working on their design project to be the most interesting. They also enjoyed learning about differences between novice and experienced engineers and problem scoping."
"In today's lecture, students were most interested in histograms, including how to make and utilize them and some of their general properties. Students also enjoyed learning about what charts to use to represent different variables and data types the best. Additionally, students liked working with their groups and interacting with the class in general. Furthermore, students found the in-class activity (assignment 7) very helpful. Finally, students felt that they were getting better at using Excel, and class helped clarify some of their problems.","
Students found the use of histograms to represent data and the various ways to apply them to be the most interesting. They enjoyed learning about the different types of charts and when to use them, as well as working with their team on the individual assignments. They found Excel to be a helpful tool in understanding data and histograms."
"In this lecture, students were interested in working with their teams. They were also interested in working in excel. They found the coffee ica interesting. The students enjoyed playing the kahoot and found it interesting. Working on the payback calculations were also interesting.","
Students found meeting their new team and doing team building activities to be interesting. They also enjoyed learning about practical financial analysis, the payback equation and using Excel to do calculations. Overall, they gained insight into the world of business."
"In this lecture, students found the quiz to be difficult and felt like they needed more time. Students were confused by the parts of the assignment. They were confused by the monthly solar electricity production. Students were also confused by the carbon mission data reliably.","
Students had confusion over the quiz questions and the time allotted, the monthly solar electricity production for assignment #5, and finding reliable carbon emissions data. However, most students found the class overall straightforward and easy to follow."
"In this lecture, students were intersted in learning about the wieghted decision matrix. Students were also interested in the extra credit opppurtunites. They were also interested in seeing realistic examples of engineering teams working in the quiz. Students also were interested in learning more about idea generation. Students found the previous design projects interesting. They also found it intersting to look at the different types of inputs and outputs for the arduninos. Lastly, students were interseted in working on their own final project. ","
Students found the work time for their project interesting, as well as the extra credit activity and weighted decision matrix. They were intrigued by the different types of inputs and outputs for Arduinos, and enjoyed learning more about idea generation and the extra credit opportunities this semester. The quiz problems and video at the start of class were also interesting."
In this lecture students were confused with the unit conversions. Students also expressed that the class slidees were confusing to follow along too. The payback formula was also confusing for the students. Some of the information regarding economics was confusing. Students also thought the in class excel activity was confusing.,"
Students found some aspects of today's class confusing, such as economics, unit conversions, and the in-class excel activities. However, after clarification from the professor, they were able to understand the material better. Some students also found the lack of slides on Brightspace to be confusing."
"In this lecture, students were confused with some aspects of the in class activity. Specifically, 2b was confusing for students. Students expressed it was confusing to describe the criteria and the constraints. Some students also thought the questions were ambigous and could have been more detailed. There was also some confusion around the source requirements for the problem statement. Also there was confusion around people who are classified as stakeholders.","
Students found various aspects of today's class confusing, such as criteria and constraints, source requirements, exact purpose of ICA, questions asked, difference between constraints and criteria and stakeholders. They also had difficulty with formatting their answers in the in-class activity."
Most students were interested in learning about noise in graphs and using matlab for graphing. Some students were interested in coming up with many different solutions and Milestone 1. A few students were interested in V0 and Vmax calculations as well as making decisions based on evidence.,"
Students found the brainstorming and devising multiple ways to solve the problem interesting. They enjoyed the equation created and the data analysis as a whole. Working on Milestone 1 with their teams was also a highlight. They found learning how to understand the data better and the idea of non-linear regression interesting."
Most students were confused about the logistics of Milestone 3. Some students were also confused about revisiting milestone 2 algorithms and changing them accordingly for milestone 3. A few students were also confused about the concept quiz and the new data set given.,"
Students found coding and the logistics of M3 to be the most confusing. They were also unsure of how to alter the M2 algorithm for M3, which parts of the milestone to calculate, and the details of concept quiz 3 and M3 instructions."
Most students were confused on how to prepare a technical presentation to the clients and how to better improve the code for the milestone 4. Some students were also interested in building their resumes and extra credit opportunities while another student was also interested in the reflections part of milestone 4z,"
Students found confusion on unclear expectations for the resume header, technical brief for M4, extra credit opportunity, how to improve algorithms for M4, and how to decide on what to recommend to the client."
"Most students were interested in writing technical presentations during in-class activity and building resumes for themselves. Some students were also interested in working more on their algorithms and working as a team, whereas some students were more interested in the semester being over and one student was interested in submitting the CATME survey again.","
Students found the Technical Brief and resume building to be the most interesting. They enjoyed modifying the algorithm and working in the team. They found it interesting how similar the M3 and M4 algorithms were and that they get to submit resumes for potential internships. Finally, they were intrigued by the fact that the semester was almost over and they had a week off."
"In this lecture, students found working with user defined functions to be interesting. They also were interested in workin in Matlab. Students were interested in working on the in class activity. Students also appreciated getting feedback and advice on A09. Students also found working on for loops and while loops intersting.","
Students found in class activities, such as working on A09, user-defined functions, and for and while loops, to be the most interesting and beneficial. They enjoyed the practical, hands-on approach and working with their peers to solve problems."
In this lecutre students found the functions and array indexing to be confusing. Students were also confused by assignment 5. Students were confused with concatenation and would require more examples. Students were also confused with how to use scripts. ,"
Students found array indexing, functions, concatenation and understanding how to use scripts to be confusing. However, some students found the instructions to be very detailed and helpful and found nothing confusing."
"In this lecture students were confused with what to expect on their upcoming evaluation and will require more details on their concept quiz/exam. Students were also confused with both while and for loops. Students also need more explanation with their assignments:8, 9, and 10. Students also were confused with indexing with loops in matlab.","
Students found while and for loops, x(k) and k(x) functions, Assignment 8, and the format and number of questions in the upcoming exam confusing. Other topics such as the Concept Quiz, TMM, and A09 Q2 were also confusing. However, some students found everything straightforward."
In this lecture students were interested in working witht their teammates. They were also interested in working in matlab some more. Especially when using else if or if statements in the code it was interesting to work with for the students. The students also found working on the in class activity to be interesting. Lastly students found the selection structures interesting to use when solving problems. ,"
Students found meeting their teams and getting to know their teammates to be the most interesting part of the class. Other students found MATLAB and using selection structures to solve problems to be interesting. They also enjoyed the in class activity and getting started on planning team work times."
"In this lecture, students were confused by the instructions for A06. They were also confused by matlab, especially the logic used and plotting. Students also found the subaru activity to be confusing. Students were also confused by how to use readmatrix to truncate data.","
Students found a few concepts confusing such as how to use readmatrix, plotting in Matlab, logic of Matlab, and the A06 instructions. They wished for more details on different plotting situations and syntax."
"There seems to be no confusion related to the material covered in class. Students enjoyed learning about the different patents around the world. Along with that they also enjoyed generating ideas, especially the one for disable people around campus."," Students found collaborative sketching and idea generation to be the most interesting. They also found looking at existing patents to be interesting, with some patents on inventions they never thought of."
Students enjoyed learning about 3D Printing and watching it print a prototype. Along with that few of the students enjoyed the quiz while a few others were interested in how modeling a human body worked. There seems to be no confusion related to the material covered in class.,"
Students found 3D printing and modeling the human body with 1 and 2D shapes interesting. Quizzes were also popular. Additionally, the introduction of 3D printing for the design project and the use of thought experiments were appreciated."
There seems to be no confusion related to the material covered in class. Students enjoyed learning about the weighted decision matrix and prototypes. Along with that they also enjoyed the quiz and one student liked the water storage solution.,"
Students found the weighted decision matrix and prototypes in the quiz to be interesting. They enjoyed learning how to use WDM to make decisions and trying to create a water storage solution for hikers. Additionally, they found it interesting to see other prototypes for a problem they weren’t addressing."
Students enjoyed working on their presentations. Along with that students enjoyed the studio time that was given. There seems to be no confusion related to the material covered in class.,"
Students found working with their team to complete the studio time portion the most interesting. They also liked the speech planning, creating the PowerPoint, the presentation, and the slideshow. Furthermore, they found learning how to present useful."
"Some students had no confusion related to the material covered in class. There was confusion related to the in-class assignment, giving feedback, and A18. I would suggest clearing these doubts at the beginning of next class.","
Students were confused about ICA, how to give good feedback, what questions to ask, and the process of combining individual work for A18. Overall, confusion was minimal and most students had no issues."
Few of the students had no confusion with the material covered in class. Other students were confused with the in-class activity. Along with that there was also confusion related to functional decomposition and A15.,"
Students found the In Class Activity and coming up with ideas for A15 confusing. They also expressed confusion about functional decomposition and coming up with 8 models. They also expressed a desire for feedback on the pros and cons for each possible design."
"Students found formatting histograms to be the most interesting. Along with that other students found creating histograms to be interesting. One student enjoyed working with their team and how they collaborated with each other to complete their project during class time. Overall, students enjoyed learning about Histograms and its functions.","
Students found formatting histograms to be the most interesting, as well as creating them. They also enjoyed working with their teams and found it fascinating how histograms can quickly determine useful statistics."
"There is a lot of confusion related to the in-class assignment, quiz, weighted decision matrix, and iteration 2. I would suggest going over these topics at the beginning of next class to clear any doubts among the students.","
Students found the in-class quiz 6 information, iteration 2 quiz, weighted decision matrix, decision matrix/icq, question 3 ica, and WDMs and the ROUND function confusing. Additionally, the reflection portion of the second iteration was difficult to understand."
"In this lecture students found it interesting to talk with their new team memebers. Students also found it interesting to learn about probability and statistics, esecially about skewness and normal distribution. Students also were interested in starting their new project. They also were interested in learning more tips and tricks in excel. Also they were interested in creating histograms.","
Students found learning about histograms, probability, and statistics interesting. They also enjoyed working with their team, figuring out how to create histograms, and using pivot tables. Additionally, they enjoyed learning about data distribution, tips and tricks in Excel, and Z-scores."
In this lecture students found it interesting to have studio time to work together as a group. Students also found it interesting to work on the in class activity. Students were also interested in pivot tables and creating histograms. They also were interested in completing their assignments and working on the bike project.,"
Students found working with their teammates to be the most interesting. They enjoyed the time to work on their assignments and the bike share project. They found the delegation of team roles, pivot tables, and histograms interesting. Overall, they appreciated the studio time to collaborate and get help from their peers."
"In this lecture students found it interesting to learn about the dam and the reasons it failed to be very interesting, because it showed how many factors can lead to a catastrophic collapse. Students also were interested in learning about the circuit board. Students also found it interesting to work with their groups and learning about the new project.","
Students found the new project, the TI kit, the lab kit, and researching the dam to be the most interesting topics in today's class. They enjoyed working with their groups and using the TI boards and Energia. They found the circuit board and the TI practice to be interesting as well."
In this lecture students found it interesting to learn from the modules and work on the in class activity. Students found it interesting to work in teams. Students were interested by the Tsiolkovsky rocket equation. Students found it interesting to gather and format data using excel. Students found it interesting to look at the differences between categorical data and numerical data. Students also found it interesting to work with graphs.,"
Students found learning about the different classes of data and the use of Excel to be the most interesting. They enjoyed the in-class activity of creating scattered charts to represent data and appreciated the shortcuts and graph utility. Overall, they found the class to be simple and engaging."
There is confusion related to the In-Class Activity and Assignment 6. Along with that there was confusion related to the print function and working with figures in MatLab. I would suggest going over these topics at the beginning of next lecture.,"
Students found the structure of A06 confusing, as well as plotting specific values and fprintf command rules. They also had trouble implementing plots and using the print function. However, the professor explained Matlab commands clearly, and the TA was helpful with the figure function."
There seems to be no confusion related to the material covered in class. Students enjoyed watching videos in class and understanding how enzymes. They also enjoyed joining their groups and working on their projects. Few of the students enjoyed discussing different approaches to solving each problem and listening to their teammates' ideas as well.,"
Students found the process of analyzing enzymes, the in-class activity video, and the team project to be interesting. They also enjoyed using real world problems and equations to calculate needed information, as well as the new class format with studio time."
"There is a lot of confusion related to the idea of how a main function works and how sub functions can be created within it. Along with that there is also confusion related to user defined functions, so I would suggest briefly going over these topics at the beginning of next lecture.","
Students found the quiz instructions and understanding main functions with sub functions to be confusing. They also wanted more practice questions and examples of user defined functions. Lastly, some students wanted more details on how to call sub functions and if multiple main functions can be used."
There seems to be doubts related to solving for initial velocity. Along with that there is also confusion related to the assignments. Few other students had doubts related to noisy data and linearizing data. I would suggest going over these topics at the beginning of next lecture to clear any doubts among students.,"
Students found a variety of topics confusing, such as dealing with noisy data, linearizing data, and creating pseudo code. Other students found the explanation of the time series and creating a loop to find initial velocities confusing."
There seems to be difficulty in accessing/setting up the assignments. Students also would like some clarity on MatLab and the mathematical functions included in it. I would suggest going over MatLab basics and how to access the assignment through MatLab at the beginning of next class.,"
Students found it difficult to understand how to access and use the assignment files and MATLAB. They were also confused by the differences between Ln and Log10, and by the concept of arrays. Some students found it helpful to have more studio time and organization tips."
"Most of the students were confused about arrays and array indexing. Some students wanted more clarity on the class activity. Along with that, some students were confused over the type of errors and block comments."," Students found the last two sections of the slides to be rushed and found the in class activity confusing. Some students felt confused about debugging and array indexing, the difference between syntax errors, replacing and copying arrays, and using the sum function. However, a diagram in the presentation and further instruction helped them understand the concepts better."
