oracle,generated_summary
"In this lecture students were most confused with Preorder, inorder, and post order,Iterative traversal of trees.Students were also confused with the process of balancing a red-black BST. Students also need further explanation on BST search using iteration.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to BST, in-order and post-order traversals, and the process of balancing a red-black BST. I would suggest going over these topics at the beginning of next lecture."
"Students worked with binary trees and recursion in this lecture, and found these two main topics the most interesting. They also reviewed the exam results. Students especially enjoyed recursion after they were able to wrap their heads around it.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about recursion and working with binary trees. Along with that, they also enjoyed the exam results and learning about the applications of recursion."
"Students worked with binary trees and recursion in this lecture, and found these two main topics the most interesting. They also reviewed the exam results. Students especially enjoyed recursion after they were able to wrap their heads around it.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about recursion and working with binary trees. Along with that, they also enjoyed the exam results and learning about the applications of recursion."
"In this lecture, students learned about methods of proving the countability of sets. Students also learned about mod congruence and hash functions. Students were mainly confused by the countability proofs for sets.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to Hash Functions, Sets, and the Diagonolization theorem. I would suggest going over these topics at the beginning of next lecture."
"In this lecture, students learned about Bayesian filters (spam filters) as well as variance, expected values, and Bernoulli trials. Students were confused by said topics, and one student reported confusion with textbook problems. ","There seems to be confusion related to the material covered in class. Students would like more clarity related to variance, Bayesian filters, and spam filter. I would suggest going over these topics at the beginning of next lecture to clear any doubts among students."
"Students learned about modular arithmetic and how it's used in Euclid's algorithm to find the GCF of two numbers. Students also learned about how to prove the infinite countability of prime numbers, as well as how to identify prime numbers in general.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about the different proofs for prime numbers. Along with that, they also liked learning about different algorithms for finding gcd."
"During this lecture, students learned how to calculate the probability of drawing certain poker hands (such as flushes or straights). Students were confused by the problem as well as the reasoning behind utilizing combinations/permutations.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to probability, combinatorics, and combinations. I would suggest going over these topics at the beginning of next class."
This lecture was mainly a review session. Students found conditional probability interesting as well as the other miscellaneous problems covered in class. Students used Top Hat to test their knowledge.,"There seems to be no confusion related to the material covered in class. Students really enjoyed going over the challenge problems on homework assignments. Along with that, they also enjoyed learning about conditional probability."
"Students learned about countability proofs as well as mathematical induction in this class. These two topics confused some students, and one student also complained about the examples moving too fast.",There is a lot of confusion related to the material covered in class. Students would like more clarity related to proofs proving countability and mathematical induction. I would suggest going over these topics at the beginning of next lecture.
"In this lecture students were confused with the concept of predicate logic. Students requested for more explanation in logical equivalences for clarification. Also, students are confused on how to convert an implication into a disjunction. Students also asked for more examples of compound propositions to understand better.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to logical equivalences, predicate logic, and symbols. I would suggest going over these topics at the beginning of next lecture."
"Students found it interesting to learn about the different ways to write proofs and how the rules of inference play a huge role with proofs. Specifically, students found proof by contrapositive was interesting. Students also find it interesting to learn of the concepts instantiation and generalization.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about the different types of proofs. Along with that, they also enjoyed learning more about the rules of inference and existential instantiation."
In this lecture students were interested in learning about about DeMorgan's for quantifiers. Students also had interest in learning about nested qualifiers and how they can affect the truth values of the statement. Students also were intersted in learning about the usage of existentials. Students also expressed how they thought the abstraction of logic was interesting to learn. ,"There seems to be no confusion related to the material covered in class. Students really enjoyed learning about nested quantifiers, existential statements, and the abstraction of logic. Along with that, they also enjoyed being able to ask stupid questions."
"In this lecture students found it interesting to see how logic can be used to solve puzzles. Students also enjoyed learning about DeMorgans law and the idea of tautology. Students also found it interesting to learn about the contrapositive concept, especially learning how it was logically equivalent to the original statement. Students also were interested in studying propositions, there structure and the information that can be deduced from them. ","There seems to be no confusion related to the material covered in class. Students really enjoyed solving the logic puzzles. Along with that, they also enjoyed learning about the different negation and the DeMorgans laws."
Most of the students had no confusion related to the material covered in class. Some students enjoyed learning about trees and others would like more clarity related to trees. I would suggest going over a few backtracking examples to clear any doubts among students.,"There is a lot of confusion related to the material covered in class. Students would like more clarity related to trees, backtracking, and the Boggle problem. I would suggest going over these topics at the beginning of next lecture."
Students seem to have a well rounded understanding of the material covered in class. A few of the students had confusion over articulation points and their purpose. Along with that there was also a few doubts related to graphs. I would suggest clearing these doubts at the beginning of next lecture.,"In this lecture, students were confused with the algorithm for determining articulation points via DFS. Students were also confused by the method of visiting every node of a weighted graph using the path with the lightest weight. Students also were confused by num(v), num(w), and lowest low(w)."
Students enjoyed interacting with the class and working in small groups. Along with that they also enjoyed learning about the Binary Search Tree and its different purposes and different versions such as the Red & Black Binary Search Tree.,"There seems to be no confusion related to the material covered in class. Students really enjoyed learning about BinarySearchTree and working with it. Along with that, they also enjoyed working in groups and learning about the different ways to delete nodes."
"Students enjoyed learning about the different Tree structures and their purpose. Few of the students found the Binary Trees and the Binary Search Tree interesting and how it branches rather than being linear. Along with that, they also liked learning about the run times of each of these trees.",There seems to be no confusion related to the material covered in class. Students really enjoyed learning about binary trees. Along with that they also liked learning about runtime analysis of data structures.
"Students enjoyed learning about the algorithm optimizations. Along with that they also enjoyed going through the examples related to Heap Sort, Djikstra's Algorithm, and the Dynamic Connectivity Problem. I would suggest using similar examples in the future as well.","There seems to be no confusion related to the material covered in class. Students enjoyed learning about the different types of algorithms. Along with that, they also enjoyed working through the heap sort example."
Most of the students had no confusion about the material covered in class. A few of the students were confused about the DFS algorithm and usage of it. A few had questions related to the usage of a queue in the DFS and BFS algorithm.,In this lecture students were confused with the DFS algorithm. Students were also confused with how the queue works for DFS/BFS but I would suggest going over it at the beginning of next lecture to clear any doubts among students. Students also found graphs confusing.
Most of the students had no confusion related to the material covered in class. I would suggest reviewing the concepts related to the Binary Seach Tree and the difference between Full Tree and Complete Tree. ,"There is a lot of confusion related to the difference between full and complete trees. Students would like more clarity related to BST. Along with that, they would also like a breakdown of run time. I would suggest going over BST at the beginning of next lecture to clear any doubts among students."
"Lots of students found traversals to be interesting in today's lecture. Students specifically mentioned binary trees and inorder traversals when discussing their interests. Binary search trees were also mentioned as a concept that kept student interest. Lastly, some students also liked going over the assignment in class.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about binary search trees and traversals. Along with that, they also enjoyed going over the assignment."
"All of the students seemed to enjoy working through the example problems. The most popular of the example problems included the eight queens example and the Boggle board example. The students are seeming to get the underlying concepts out of these examples, as well. The students are noting the benefits of recursion and backtracking, and how useful these techniques are. ","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about the backtracking and recursion algo. Along with that, they also enjoyed the 8 queens problem and the boggle problem."
"In this lecture, students found information surrounding trees and tries most confusing, specifically the differences between each. Students found DLBs and RSTs most confusing. Additionally, students mentioned confusion around huffman codes and compression","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about the different types of trees and tries. Along with that, they also liked learning about runtime analysis of a DLB versus a R-way RST."
"In this lecture, students found the heap interesting. They specifically found the heap root deletion, min heap insert and min heap removal to be interesting. They also found prims algorithm and walking through runtime interesting.",There seems to be no confusion related to the material covered in class. Students really enjoyed learning about heap insertion and removal. Along with that they also enjoyed walking through the runtime.
"In this lecture, students found compression and expansion most ineresting, specifically with LZW. Students also found the fact that codebooks are the same for both to be interesting, as well as the ASCII table.","There seems to be no confusion related to the material covered in class. Students enjoyed learning about the LZW corner case and the different types of compression algorithms. Along with that, they also enjoyed working with codewords."
"In this lecture, students found LZW and the LZW corner case to be confusing. They also mentioned confusion surrounding codebooks and codewords and the tasks in expanding and compressing. Some also mentioned confusion with compression occurring a step ahead of expansion and what makes lossless compression better.","There seems to be no confusion related to the material covered in class. Students enjoyed learning about the LZW corner case and the different types of compression algorithms. Along with that, they also enjoyed working with codewords."
"Students were mainly having issues with equations and calculations for Assignment 13. Mainly, they seem to have some concerns regarding the pay back period calculation, the environmental impact calculation, and the capital investment equation. Having a quick review of these calculations and equations could be helpful.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to Assignment 13, payback periods, capital investment, and environmental impact. I would suggest going over these topics at the beginning of next lecture."
A vast majority of students were interested in the chart and figure content in class. There were also many students who seemed interested in learning about the different engineering differences. The breakout teams continue to be something that students seem to enjoy.,"There seems to be no confusion related to the material covered in class. Students really enjoyed learning about the different types of charts and how to make them. Along with that, they also enjoyed working in breakout rooms with their peers."
"A majority of the students seem to be confused mainly about the projects and assignments. As an introductory course, this makes some sense, and their questions should be answered as the project due dates get closer. Make sure to also ask about student's difficulties with accessive CourseMIRROR or Brightspace to ensure that everything is working smoothly.","There seems to be a lot of confusion related to the material covered in class. Students would like more clarity related to assignments, assignments, and the in-class activity. I would suggest going over these topics at the beginning of next lecture to clear any doubts among students."
"A majority of the students find the new project interesting. Specifically, they are interested in the design process and the problem scoping aspect of the project. Some students also noted that they felt it was interesting working on a project that relates to campus. Other students continue to let their interest in groupwork be known.","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about the new project and working on it. Along with that, they also enjoyed problem scoping, stakeholders, and mobility solutions."
"A majority of the students are still a little confused about how to submit assignments and what needs to be submitted for assignments. This ties into some Brightspace issues other students are having. Some students are still having some issues about making graphs and using graphs, so maybe a quick refresher for next class. The same is true for the career exploration and engineering discipline activities. ","There seems to be a lot of confusion related to the material covered in class. Students would like more clarity related to assignments, assignments, and career exploration. Along with that, some students would also like clarity over the different engineering videos and when to watch them."
"Students were very interested in the carbon footprint activity, and also calculating the amount of CO2 emissions that come from thier cars. Students are also enjoying the group work and assignment 13. Lastly, a few students pointed out that they found the ethics discussions particularly interesting.","There seems to be no confusion related to the material covered in class. Students really enjoyed the carbon footprint activity. Along with that, they also enjoyed calculating their carbon footprint, working on Assignment 13, and learning about ethics in engineering."
"Many students felt that the instructions were unclear in some way. They also feel a little confused on what is expected as far as deliverables for the quiz, the project, and the assignment.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to Assignment 16, project 4, and problem scoping. I would suggest going over these topics at the beginning of next lecture."
"There are many students who are having difficulty knowing what is needed or required for the assignment deliverables. This overlaps with many of the other confusing points for students, which include what is necessary for making the mathematical models, how to use the formulas and equations to make the necessary calculations, and what laminar flow means.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to Assignment 10, the in-class activity, and the Taum Sauk Tank. I would suggest going over these topics at the beginning of next lecture."
"In today's lecture, most students understood the content. However, many students had questions about aqssignment 10 -- when is it due and how to complete it. A few students were confused about proper citations, and some were confused about what was required for the peer assessments. Students also wanted more details about how reservoirs work. Finally, some students expressed confusion about the new project.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to due dates, the new project, and citations. I would suggest going over these topics at the beginning of next lecture."
"In this lecture, students had trouble calculating, editing, and using bins for histograms in Excel. Additionally, students did not understand how to find or when to use overflow and underflow bins. Students were also unsure about which graph is best for a certain situation, and some expressed difficulty creating and understanding histograms in particular. Finally, students were unclear about due dates and assingment instructions.","There seems to be a lot of confusion related to the material covered in class. Students would like more clarity related to histograms, assignments, and due dates. I would suggest going over these topics at the beginning of next lecture."
"While many of the students didn't have any problems in today's class, there were some issues when it came to calculating certain variables. Two that were highlighted specifically was the payback period and the environmental analysis. Some students also mentioned that they had some issues with their calculations because they were missing information, so it might be worthwhile reviewing documents to check for any missing information that needs to be included. There was also some mentions of missing info for an Excel document, so it might be worthwhile to review that, as well.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to payback period, assignment 13, and the in-class activity. I would suggest going over these topics at the beginning of next lecture."
"Students seemed to really focus on the z-statistic tool from this class. They seemed to understand much of the material, and discussed histograms and probability. They seemed to enjoy the Skittles experiment and working in groups.",There seems to be no confusion related to the material covered in class. Students really enjoyed learning about z-scores and how they can be used to find probability. They also enjoyed working with histograms and the Skittles assignment.
"A majority of the students found aspects of the calculations, using formulas, and Excel functions interesting. Specifically, they seemed interested in relating these concepts to Assignment 12, and the reservoir function in general. Some students also found reviews on the quizzes and exams interesting. Lastly, as usual, students enjoyed working in teams.","There seems to be no confusion related to the material covered in class. Students really enjoyed working on Assignment 12. Along with that, they also enjoyed the studio time they had in class and working with Excel."
"Many students found biomimicry interesting, and pointed specifically to the beetle example. Students also found interest in the idea generation and brainstorming process. Some students also thought the quiz was interesting, as well as working in their groups, and searching for patents.","There seems to be no confusion related to the material covered in class. Students really enjoyed brainstorming ideas with their teams. Along with that, they also enjoyed the quiz and breakout rooms."
"Many students have issues with project logistics. Students feel that they can't find documents, have too much work to do in too little time, or are confused about the actual due dates because the website says one thing, but the professor said something else in class. Clearing these confusions up should be of the highest priority. Students also discussed having some trouble with parts of the project, such as problem scoping, defining criteria and constraints, empathizing with users, and incorporating stakeholders. Lastly, some students raised some concerns about quizzes, and how to study for them. ","There seems to be a lot of confusion related to the material covered in class. Students would like more clarity related to Assignment 16, stakeholders, criteria and constraints, and the design project. I would suggest going over these topics at the beginning of next lecture."
"While some students were confused by the pro's and con's activity, many students also found it interesting. They are tying this to engineering design, of which they also take interest. The students were especially interested in working in their groups and generating ideas with their groupmates. The clarifications for Assignment 17 were also well received by the students, who pointed out that this made the assignment seem more manageable. ","There seems to be no confusion related to the material covered in class. Students really enjoyed the in-class activity and working with pros and cons. Along with that, they also enjoyed working with their teams on Assignment 17."
"The students have many questions regarding prototyping. Specifically, there are concerns about how to make prototypes and how to test them. Students have also mentioned their concerns when it comes to using CAD software, being somewhat unfamiliar with it. There are also some concerns about specifics when it comes to the assignment and what is required for submissions. ","There is a lot of confusion related to the material covered in class. Students would like more clarity related to prototyping, testing, and assignment 18. I would suggest going over these topics at the beginning of next lecture."
"Many of the students in today's lecture were not confused by the content, but many were confused by the in class activity and its calculations. They did not understand why gasoline density was included in it. There was also a portion of students confused about assignment 13, and the assumptions concept that was mentioned in class.","There seems to be a lot of confusion related to the in-class activity. Students would like more clarity related to carbon emissions, density, and assumptions. I would suggest going over these topics at the beginning of next lecture."
"In this lecture, students were confused about how to complete assignment A10. Additionally and more specifically, students were confused by how to use the Laminar approach and how to employ mathematical models in this assignment. Similarly, students were confused about how to complete the in-class activity and what was being asked; some needed more time. Students also had questions about how to find and cite reliable sources and what sources are acceptable for use. Finally, students wanted more background on the Taum Sauk reservoir and how hydroelectric dams work in general.","There seems to be a lot of confusion related to the Taum Sauk Reservoir assignment. Students would like more clarity related to mathematical modeling, citations, and the in-class activity. I would suggest going over these topics at the beginning of next lecture."
In this lecture students found the project they were working on to be interesting. They were interested in having time to work on this project with their teams. Students thought the introduction to the Taum Sawk project was interesting. Students were also interested in reviewing their material for their quiz.,"There seems to be no confusion related to the material covered in class. Students really enjoyed learning about the Tom Sauk Reservoir. Along with that, they also enjoyed the time that the teacher gave on Monday to work on their projects. I would suggest going over these topics at the beginning of next lecture."
"In this lecture, students were interested in calculating probablity. Especially, z-score and histograms. Students also were interested in learning to find probability using excel. They also were interested in creating histograms and understanding how they work. Students were also interested in working on the project. ","There seems to be no confusion related to the material covered in class. Students really enjoyed learning about histograms and working with them. Along with that, they also enjoyed working with excel and equations."
In this lecture students were confused with the prototype requirements. They were also unsure of what the prototypes were supposed to do and what needed to be done. Students also found the instructions on the CAD assignment difficult. Students were also confused on how to make the text curved. Students were also confused with the weighted decision matrix. ,"There seems to be confusion related to the material covered in class. Students would like more clarity related to prototypes, weighted decision matrix, and CAD assignment. I would suggest going over these topics at the beginning of next lecture."
"In this lecture students found that the quiz they took was interesting to them. They also were interested in using z-score calculations in probability. They were also intersted in learning more about histograms. Students were also interested in working on assignment 10, which they found interesting. ",There seems to be no confusion related to the material covered in class. Students really enjoyed the quiz and z-score calculations. Along with that they also enjoyed learning more about z-scores and histograms.
"Most students were confused on coding and especially the function call stack. Some students were also confused about noise in data. A few students were confused about modeling, logistics of milestone 2 and the concept quiz.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to writing the code for M2. Along with that, they would also like clarity over the limitations of the algorithm. I would suggest going over these topics at the beginning of next lecture."
Most students were confused about Velocity calculations and content of Milestone 2. Some students were confused on logistics of the assignment and a few students were confused about assignment 14 and testing with the given data.,"There is a lot of confusion related to the material covered in class. Students would like more clarity related to Milestone 1, Assignment 14, and finding initial velocity. I would suggest going over these topics at the beginning of next lecture."
"Most students were confused on the logistics and content of Milestone 4. Some students were confused on what updates to make to their code for the new milestone, whereas some students were confused about calculations for percent error and acceptable vmax values. One student was also confused about dowloading and reading the required chapters in the pdf.","There seems to be confusion related to the material covered in class. Students would like more clarity related to milestone 4, changes to the code, and the in-class activity. I would suggest going over these topics at the beginning of next lecture."
Most students were interested in coding out the solution for their project. Some students were interested in doing revisions and referencing previous works while some students were interested in non linear-regression and the concept quiz. A few students were also interested in having in class activity time to work on M2.,"There seems to be no confusion related to the material covered in class. Students really enjoyed the in-class activity and working on their projects. Along with that, they also enjoyed learning about non linear regression and working with MATLAB."
Most students were interested in putting their solutions to code. Some students were interested in analyzing data and noticing bias in data while a student was interested in the logistics of Milestone 2. One student was also interested in implementing different formulas in their solutions.,"There seems to be no confusion related to the material covered in class. Students really enjoyed working on V0 and calculating its value. Along with that, they also enjoyed learning about bias and errors."
Most student were interested in different linearization models. Some students were interested in vmax and v0 calculations as well as putting their algorithms into solution code. A few students were also interested in the concept quiz and the in-class activity,"There seems to be no confusion related to the material covered in class. Students really enjoyed learning about the different linearization models and working with them. Along with that, they also enjoyed the in-class activity and the new equations that were presented."
"In this lecture, students on how to work matlab and would want the instructer to go slower when explaining the set up. They were confused with how to download and set up matlab, the drive and files. They were also confused on how to submit files and quizzes. Students were also confused on how to find out more information on other functions in Matlab.","There is a lot of confusion related to the material covered in class. Students would like more clarity related to downloading and opening files, submission of assignments, and functions in MatLab. I would suggest going over these topics at the beginning of next lecture."
"In this lecture students found it confusing to understand the various different functions. For example, the some functions that the students found difficult to understand are the xor function, concatenating function, and find function. Students were also confused by array operators. Students also found it confusing to work in matlab. Some students were also confused with how exactly max, mean, and min work. Students also reuire further explanation witht the assignments, paticularly A06.","There seems to be a lot of confusion related to the material covered in class. Students would like more clarity related to functions, assignments, and A06. I would suggest going over these topics at the beginning of next lecture."
There seems to be a lot of confusion related to the problem statement. Along with that there is a lot of confusoin related to the material covered in class and the assignments assigned. I would suggest going over these at the beginning of next class to clear any doubts among students.,"There is a lot of confusion related to the material covered in class. Students would like more clarity related to problem statement, problem scope, and assignments. I would suggest going over these topics at the beginning of next lecture."
"There seems to be no confusion related to the material covered in class. Students enjoyed the quiz, working on their projects, using equations and doing calculations, and working with CAD for their designs.","There seems to be no confusion related to the material covered in class. Students really enjoyed working with CAD. Along with that, they also enjoyed the quiz and working on their design projects."
There seems to be no confusion related to the material covered in class. Students enjoyed working with Mathematical Models and using approaches such as the Laminar Approach in the process. Students found it interesting how different shapes can help in different ways according to the question at hand.,"There seems to be no confusion related to the material covered in class. Students enjoyed learning about mathematical models and using them to describe data sets. Along with that, they also enjoyed working with different types of shapes and laminar approaches."
"There is a lot of confusion related to prototypes and prototyping. Along with that, few other students had confusion related to the new quiz guidelines and the in-class activity. I would suggest going over these topics at the beginning of next class.","There seems to be no confusion related to the material covered in class. Students enjoyed learning about prototyping and working with minecraft. Along with that, they also enjoyed the new quiz guidelines and the idea of how to prototype."
There is a lot of confusion related to the presentation project. I would suggest going over the project requirements again to clear any doubts among the students. Along with that there was confusion related to the in-class activity and prototypes.,"There seems to be no confusion related to the material covered in class. Students enjoyed the presentation. Along with that, they also enjoyed watching the video. I would suggest going over the video at the beginning of next lecture."
There is a lot of confusion related to the In-Class Quiz. Alogn with that students would also like more clarity related to the project and the thought experiments. Few of the students had no confusion with the material covered in class.,"There seems to be no confusion related to the material covered in class. Students enjoyed the in-class quiz and thought it was well done. Along with that, they also enjoyed learning about pros and cons evaluations and thought experiments."
There is a lot of confusion related to prototypes and the weighted decision matrix. I would suggest going over these topics at the beginning of next class to clear any doubts among the students.,There is a lot of confusion related to the material covered in class. Students would like more clarity related to 3D Printing and the weighted decision matrix. I would suggest going over these topics at the beginning of next lecture to clear any doubts among students.
Students were interested in listening and seeing other people's unique ideas. Few students were interested in the pros and cons and receiving feedback from the TA. There seems to be no confusion related to the material covered in class.,"There seems to be no confusion related to the material covered in class. Students really enjoyed hearing other people's ideas for this design project. Along with that, they also enjoyed getting feedback from their TA."
In this lecture students found the in class activity interesting to work on. Students also were interested by working with their new groups. Students were interested with working with the data. Students were also interested in working on pivot tables.,"There seems to be no confusion related to the material covered in class. Students really enjoyed meeting and working with their new groups. Along with that, they also enjoyed learning about pivot tables, working on the in class activity, and the upcoming project."
In this lecture students were confused by installing the software the inital instructions were not clear enough. Students were also confused by the ti boards. They were confused by its process and the order. The in class activity was hard to understand for some students. Students were also unsure about the turn in dates for the new assignment.,"There is a lot of confusion related to the material covered in class. Students would like more clarity related to installing the software, working with TI instruments, and the in-class activity. I would suggest going over these topics at the beginning of next lecture."
"In this lecture, students found it interesting to work on the in-class activity. Students were also interested in working with their group memebers. Students found it interesting that the class would have more projects than midterms/exams. Student found it interesting that they were given time to work on their assignments in class.","There seems to be no confusion related to the material covered in class. Students really enjoyed working on the in-class activity. Along with that, they also enjoyed learning about the semester flow and how we are going to be doing five projects."
Students enjoyed working with MatLab and learning about the different functions that can be used to extract/modify data. Along with that students enjoyed learning about the different kinds of operators and liked the in-class activity.,"There seems to be no confusion related to the material covered in class. Students really enjoyed learning about the different types of functions in Matlab. Along with that, they also enjoyed the in-class activity and working with the numcount command."
Most of the students had no confusion related to the material covered in class. A few of them had confusion related to the If Structure and how to properly indent them. A student had confusion over how to access Lecture Recordings but figured it.,"There seems to be no confusion related to the material covered in class. Students enjoyed working with MatLab. Along with that, they also enjoyed learning about the if structure in MatLab and accessing the lecture recording."
Some of the students would like more clarity related to the assignment and also how to index a file. Along with that another student would like to know what the acceptable amount of error is on activities and assignments. There has also been confusion related to finding v0. I would suggest going over these topics at the beginning of next lecture to clear any doubts among students.,"There seems to be confusion related to the material covered in class. Students would like more clarity related to indexing the data file. Along with that, they would also like more explanation related to how to account for overestimation for V0. I would suggest going over these at the beginning of next lecture."
There seems to be no confusion related to the material in class. Students enjoyed working in their groups for A10. Students also enjoyed working with different types of loops and different types of functions and learning what their functionalities are. ,"There seems to be no confusion related to the material covered in class. Students really enjoyed working on A10 with their teams. Along with that, they also enjoyed learning about nested functions and working with user defined functions."
There seems to be a lot of confusion related to the different types of functions covered in class. Along with that there is also confusion related to nested loops. I would suggest going over these topics at the beginning of next lecture to make sure that there isn't any confusion among students.,"There is a lot of confusion related to the material covered in class. Students would like more clarity related to nested loops, user defined functions, and the in class activity. I would suggest going over these topics at the beginning of next lecture."
Most of the students enjoyed working with MatLab. There seems to be a bit of confusion on how to import files/folders and how to open them so I would suggest going over this at the beginning of next class to make sure everyone is on the same page.,"There seems to be no confusion related to the material covered in class. Students enjoyed learning and working with MatLab. Along with that, they also enjoyed the in-class activity and being able to work with their TAs."
There is a lot of confusion related to the In-Class Assignment. Along with that there was also confusion related to the instructions for Assignment 8 and 9. I would suggest going over the In-Class Assignment at the beginning of next lecture to clear the confusion.,"There is a lot of confusion related to the material covered in class. Students would like more clarity related to loops, the class assignment, and the in-class activity. I would suggest going over these topics at the beginning of next lecture."
"Students enjoyed learning about data linearization and how there are different methods and approaches to achieve it. Along with that, few students enjoyed working with the equation learned in class. One student enjoyed breaking up tasks among their group to try and solve for Vnot.","There seems to be no confusion related to the material covered in class. Students enjoyed learning about linearization and working with it. Along with that, they also enjoyed working on the M2 submission page and the required revision fields."
There seems to be no confusion related to the material covered in class. Students enjoyed learning about Linear Regression and working with that concept on Excel. They also enjoyed solving the Coefficient of Determination.,"There seems to be no confusion related to the material covered in class. Students really enjoyed learning about linear regression and working with it in MatLab. Along with that, they also enjoyed working in their groups and being able to talk to their peers."
