generation,oracle
"The design project seems interesting, and I am excited to come up with a solution with my team.
I found all the things you had to consider during the design process interesting
Have a deeper understanding about problem statement and problem scoping
I was excited to get started learning about different mobility solutions.
I liked the funny comic that was shown and it gave a good representation.","I found the time being able to work on the Assignment with my group to be the most helpful and interesting.
 I like the design process a lot more than tables and calculation.
I really enjoyed the project prompt that we were given because I thought there are some really interesting ways to solve the problem
I found the problem scoping part to be most interesting as I understand now how useful it is to engineering.
I think the fact that we are coming up with a solution that could improve campus is interesting because of how relevant it is to us as students."
"I thought today's class was pretty straightforward and nothing was too confusing
Why we use line plots over scatter plots
I am still slightly confused on the career exploration assignment and if we are required to submit anything or simply attend the four events.
I thought that today's class went well, the breakout rooms were given plenty of time, and initially the EYM sessions vs major videos was confusing, but this was eventually answered! Thanks!
Nothing was confusing, I fully understood the graphs in the slideshow as well as the excel graphing methods","The slides on the career exploration was a little confusing
Exactly where assignments need to be submitted was a little confusing, as well as the naming scheme for certain assignments.
 The only thing that maybe could use more clarification is how andwherewe will be signing up for the engineering discipline classes
Why we use line plots over scatter plots
It's a little confusing navigating Brightspace to find everything."
"I really liked the part of class where we were able to see what our carbon footprint and greenhouse gas emissions were.
I found the class activity the most interesting. This was because it involved our own lives with our own cars.
I just enjoyed working on the solar project. My group had some problems to work out relating to the assignment, and those were enjoyable to solve.
I found how engineers have to take ethics into consideration with things like climate change interesting. I also found the different slides showing glaciers and ice melting very interesting. The contrast was something I was not expecting in the pictures shown during class.
Solar panel specs","I thought that the most interesting thing in today's class was figuring out your carbon footprint. I did not know it before today and so thought it was nice to learn about.
The most interesting part of class was working through assignment 13 with my group.
 I found it very interesting that we got to find the amount of CO2 that our cars emit, it's nice to know what impact we have on theenvironment 
 I enjoyed the long amounts of time we had to work as a team on the assignment
I found the many ways to view trade-offs and the different ethical points that need to be considered to be the most interesting part of today's class."
"Nothing is confusing today
Nothing. I could use more clarification on the forecast of the project.
problem scoping
Everything was explained well. My group faced a bit of confusion regarding what parts of the document A16 contained, but that was cleared up once Jeff visited our breakout room.
The class wasn't confusing today. The only part of the class that I found somewhat confusing was the In-Class Assignment. The directions were relatively straightforward but slightly confusing based off how they were conveyed.","The part of A16 where we are tasked to come up with questionsandresponses is confusing because of the little amount of time we havetogain actual answers. 
 It was confusing on how to find the full project document because it wasn't in the same place as it was for other people.
what is needed for the first part of the assignment was inconsistent 
I was confused about the document and the specific tasks we needed to complete by next class
I was confused about the quiz over Module 32 because I checked beforeclass and the quiz was not available until class started so I missedthis assignment."
"It was confusing that we calculated the height of a pipeline since we just learned full on data analysis.
I was confused about how to go about finding the two mathematical models for the taum Sauk tank because i didn't know where to find the lengths
Todays class should have noted that we can make up the shape of the reservoir container
I found the in class assignment confusing. I did not know if you needed to use the formula or not.
When I was working on coming up with the two alternative mathematical methods, I was a little uncertain on what is expected from these models.","This class wasnt very confusing, but the part where we went overformulas for finding perimiter of the shapes was somewhat confusing.
It was confusing that we calculated the height of a pipeline since we just learned full on data analysis.
The in class assignment was confusing in what the task was and how to complete it.
 I was confused about what kinds of models are necessary for assignment 10.
I'm confused on the laminar approach and how to calculate the volume"
"I was a bit confused on due dates and the general premise of assignment A10. I wish we would have spent more time going over what was expected in assignment A10. My internet connection was also unstable so that may have something to do with how well I understood the lecture.
How to calculate power from volume in power resovoirs
I was confused on when we start A11 because it said we started it today in class however I didn't see A11 in 4A Assignments started in class and on the last slide about due dates it said A11 is due at the beginning of 5B
More feedback on our submitted work.
I would have liked a few more details on some of the more open-ended/newer concepts and questions that we will need to figure out.","The due date of Assignment 10 and the information needed to complete it.
I think that APA citing resources could have been covered more to get a better understanding of how to cite APA and where to have sources cited.
How much detail is needed on these peer evaluations??
 Today's class was pretty clear. The discussion about how reservoirs work could have been clearer to help us better understand the process of how the energy is harvested.
the new project"
"A clearer description for overflow/underflow bins in excel would have been useful.
More in depth about how to make more complicated histograms
Excel is still confusing to use.
i didn't understand that the histograms didn't need the date so i spent the whole break out room confused. I also think the breakout rooms should've been longer.
There was nothing confusing in the class today for me. I thought everything was explained very well.","A clearer description for overflow/underflow bins in excel would have been useful.
The explanation of the way to format histograms was confusing as it was quick but didn't go over the more difficult stuff as well as I would have hoped.
I wish we saw the slide you were talking about that had al the due dates so we didn't have to find it later
The underflow and overflow was confusing for the bins.
The instructions for the in class assignment wasn't posted in the chat until near the end of the breakout room. This made the assignment difficult to complete."
"The way to do the problem in excel
Nothing was confusing today! I understood the class activity very well and our team also clarified any confusion we had about assignment 13 with each other.
Specifics of the in class activity.
My group had confusion on our assignment 12 feedback, but we got our questions answered.
I would like it if the professor let us know when our grades were put in so we could check them sooner.","Just for me personally, I had a hard time calculating thecapitalinvestment, but when you showed the slide on how to do it, ithelpedclarify some of my confusion
Something that was confusing in today's class was what apaybackperiodmeant. I wasn't sure if it was and actually length of time,oranamount of money per time. But I figured it out. 
I think the environmental analysis will prove to be confusing for class 8A.
 The equation was mostly explained but the excel portion was a little confusing
 The energy division for the assignment needs better clarification because we need specific values for the usage."
"I liked the addition of probability, the normal curve and z scores to our class. I feel that is going to be helpful in the future.
Skittle activity was fun to do.
I really liked the breakout rooms because it felt like my group accomplished a lot and asked questions when needed. I also felt like the Z score information was helpful because it cleared up some confusion from the “complete before class” module.
z-scores can help to find probability of certain events.
The use of z-scores","Learning how to use the z score and putting it in practice 
 It was interesting how we can use the bell curve graphs to talk about probability. 
I found the skittles to be a fun and interesting example of how to use our skills to actually do something.
 It was interesting to learn more about histograms and how they can be used
 I enjoyed working with my group to complete the assignments because we got to work together and finish the work as a group"
"I did not know that one quiz would be dropped at the end of the semester
I found it really interesting that you can use slope to calculate the rate at which water is entering and exiting the upper reservoir. It's cool that this is a real world application of mathematics.
I liked working through the problem and finding out I had a big portion of the work done already
I really think this project is one of the most interesting projects I've worked on in a very long time. I think understanding the data and forming our own equations is very interesting
Working with my group on the Assignment 12","I liked how we had enough class time to really get into A12 and divide out the work.
It's interesting because we are analyzing the reservoir's functionality for a specific day
 The most interesting thing was working with my friends on the zoom.
It was interesting to analyze the volume vs time graphs and calculate the right slope per interval
The topics for the quiz and exam."
"It was interesting seeing how humans are making technology that mimics animals.
I thought the video about the beetle research was very interesting. It was cool to see some research happening on campus.
I enjoyed learning about biomimicry.
The methods for generating ideas are very interesting because they are going to be useful throughout engineering.
I enjoyed the class, however, most of the time was spent working in breakout rooms or on the quiz. I did not find anything incredibly interesting during this class.","Something I found most interesting in today's class was the usage ofnature to create solutions to design problems. It feels like a veryunique and interesting way to approach a solution to a problem.
The prompt for the quiz was interesting.
   What I found most interesting about today's class was howmuchprocessing goes into just brainstorming ideas that will then be usedtocreate a solution. 
The breakout group time we had to work with out groups 
Using Google to find patents and how it is all public information."
"Nothing
One thing that was confusing about today's class was do you account for criteria that isn't stated by the client in the problem statement or just in the table for criteria and constraints?
I was confused on the metrics section.
nothing
The executive summary part of A16","I found the difference between problem scoping and what we have been doing in each of the previous assignments confusing because the difference isn't really clear to me. As I read deeper into the assignment I hope this will be cleared up.
Something confusing was the the specific sections due in assignment A16, because the work given in the assignment is far too much to be due in one day. 
 Something that could have used more details in today's class was how to study for the in class quiz. I know we can go over past assignments and modules, but I think making a review guide with questions that are set up similarly to how they are going to be presented to us during the in class quiz would be extremely beneficial. 
 One thing that was confusing about today's class was do you account for criteria that isn't stated by the client in the problem statement or just in the table for criteria and constraints?
 I would've appreciated more time spent on how we are expected to empathize with different users. For online students like me it is unclear how we are expected to empathize with many different users when we aren't on campus and also when we don't know a large amount of people who live on or around campus."
"This whole assignees very interesting I greatly enjoy the using real world problems as o assignments
I found working on the assignment to be the most interesting because I was able to connect with my team members and for me I struggle with that. It felt nice to be able to work together to achieve a goal and I found it interesting how our ideas were flowing together.
I found the advice on how to do the activity incredibly helpful. My team was wrongly doing the activity, and without the clarification likely would have turned it in without meeting the requirements.
It was interesting to see how going over the pros and cons for an idea can change designs.
The french press / Keurig assignment was intriguing and I think I learned more about coffee from it.","I liked the evaluation of pros/cons of the costumer service. I think maybe you could give us questions to think about if we need to further evaluate pros/cons for any project 
I found the advice on how to do the activity incredibly helpful. My team was wrongly doing the activity, and without the clarification likely would have turned it in without meeting the requirements.
The breakout room was very help because our team was able to finalize our ideas for A17 and also get Jeff Hall's input! He was extremely helpful and now we're finished with the assignment. 
I enjoyed coming up with ideas and thought it was interesting to see how my teamates thoughts varied.
I was interested in seeing the evaluations that engineers use and how it was useful for us to make sure that the decisions made were the best one suited as the solution."
"I didn't get what materials i should use for prototype
Something that could use more details in today's class was the schedule with our new reading day, because you went over it kind of quick and I didn't catch all the dates.
What was confusing was how the prototypes the groups create will be tested. My group was having a hard time understanding how this would be done virtually and with models of our design (given we don't have the ability to make real models of our prototype with the materials we wanted)
I found it interesting the different types of modeling that could be used
How we should develop a testing protocol is unclear. I don't remember going over it in the video modules and it isn't explained in the technical brief or assignment 17 instructions. I think going through an example of a testing protocol for the smart recycling bins would have been beneficial to the teams' understanding of what a testing protocol is and how to develop an effective one.","We as a team found it difficult to find out not only how we would build a prototype, and how to test it. Unless we make them individually, physical prototypes aren't really feasible due to ourseparation.
How we should develop a testing protocol is unclear. I don't remember going over it in the video modules and it isn't explained in the technical brief or assignment 17 instructions. I think going through an example of a testing protocol for the smart recycling bins would have been beneficial to the teams' understanding of what a testing protocol is and how to develop an effective one. 
The team was confused on what CAD software to use and some of the other elements of the assignment.
I am unsure of when A18 is due because bright space still has it down for next Friday. But it was said that we will work on it next Friday in class as well.
Thinking of prototypes while most of our ideas had to do with the road was confusing"
"One thing that was confusing about today's class was how do you know if your assumptions are something the client would want you to make or if they are something they wouldn't see relevant?
How to calculate the commerical energu price with a 3 year payback period
I thought that more details could have been given about the individual effects of climate change.
Nothing confusing for today
The way the carbon emission was calculated was a tad bit confusing.","The carbon emissions calculation was a little confusing because I didn't understand where the numbers were coming from at first.
I was confused about the in class activity at first but when I discussed it with my group we figured it out. 
There wasn't much confusing work to do the only thing I can think of to be confusing was why we were giving the density of gasoline in our in class activity.
More details about how to calculate the 3 year payback period
I found the portion of the lecture on assumptions to be a little confusing, as it isn't made too clear the difference between an assumption and data that just isn't reliable."
"The beginning of the assignment talking about mathematical models
The Taum Sauk upper reservoir sketch for the tech brief was confusing because it did not detail  what the sketch was entailing when it came to calculations.
Everything was clear over the material that was discussed in class
I didn't really understand which sources were acceptable for this class. I know which sources are more reliable than others, but not which degree of reliability is acceptable for class assignments.
Something that needed more detail in today's class was the explanation of how hydroelectric plants create greenhouse gases.","Something that needed more detail in today's class is the specific parts of the assignment (A10).
What was a bit confusing was the source searching part of class. 
It would be helpful to have more details about the Sauk project and what we need to do for each milestone.
Explanation for what the client memo was outlining
I think that the documents for homework are some times confusing because the instructions are not the clearest"
"DLBs vs R-way RSTs trade-offs are really interesting
DLB is a cool way to organize data. 2 data structures in 1.
Different runtime considerations of trees and tries
dlb
The DLB functionally. But confused as to how it would actually work in code and how it would be written","RSTs
Building the DLB and the space usage versus the array implementation
Using linked lists to reduce space overhead
DBL for searching and storage
DLBs vs R-way RSTs trade-offs are really interesting"
"LZW
Corner cases for LZW and how to implement lookahead
LZW Corner Case
how to decide to use the fixed bits of codewords during compression
Pretty straightforward today!","LZW
Corner cases for LZW and how to implement lookahead
LZW Corner Case
lzw implementation
The expansion and compression of the corner cases"
"search tree
I found the BST stuff interesting!
Searching with tries
post order traversal
I think this is my favorite lecture so far, ever tree was really interesting.","black and red binary trees
RSTs
Searching with tries
search tree
Very interested to see what we can do with radix tries and the larger branching tries. They seem applicable to things in linguistics like autocomplete."
"bfs
BFS - how to keep track of what is seen/unseen
N/a
dfs
When to use BFS or a DFS","DFS
BFS - how to keep track of what is seen/unseen
Run-Time analysis of BFS
runtime of BFS, graph density, runtime of 2 lists
runtime of BFS, graph density, runtime of 2 lists"
"lzw compression and expansion
LZW
How compression works and seeing it displayed in a table. It helped to see it clearer
The practice problems and candy :)
lzw compression doesnt need to store codebook in compressed file","LZW Expansion
How compression works and seeing it displayed in a table. It helped to see it clearer
LZW
New candies!!
How LZW expansion circumvents the issue of the corner case"
"Runtimes of everything, too many to keep track of
what is a nodelet in a DLB? does every node in a linked list count as a nodelet?
DLBs
Does Multi-way RST have linked implementation or would that make it a DLB?
Everything actually made a lot of sense today","DLBs
what is a nodelet in a DLB? does every node in a linked list count as a nodelet?
Does Multi-way RST have linked implementation or would that make it a DLB?
Implementation of DLB is confusing. Trees/Tries use arrays and DLBs used linked lists but are these linked lists still contained in nodes or so they connect the levels as well? (does each linked list point to both sibling and child?)
Understanding what each variable meant in the runtime analyses"
"Pre order
Nothing
The stack and which nodes are popped when
BST search using iteration
What is a simple adt?","Post order stack pseudo code was much more confusing that pre order or in order.
How red-black bst compare to regular arrays for searching for keys
In-Order and Post-Order traversal, I get the idea but I want more practice
Tracing stack calls in iterative traversals was most confusing
I am honestly still the most confused about the process of balancing a red-black BST. often multiple corrections need to take place at once, and it can be confusing which happens when."
"New reservoir project.
The start of class video
I liked the review that we had on what we learned. was a good refresher before the test
I found the introduction to the Taum Sawk project very interesting
Tatum Sauk Reservoir","The start of class video
I found the Tom Sauk Project to be interesting. I also found how water is converted into electricity to be interesting.
Applying what we have been learning with regards to stakeholders to a realistic situation in Purdue and West Lafayette in the quiz.
I enjoyed the time that the teacher gave on Monday to work on our projects. I thought this was helpful.
I liked the review that we had on what we learned. was a good refresher before the test"
"I found how modifying the overflow and underfloor vins can dramatically change the shape of a histogram, depending on the data, to be interesting.
Creating histograms to represent large populations of data
Creating Histograms
I really like the excel work and the project we doing we are doing.
Uses of histograms","Calculating probability using z-score and histograms
I found how modifying the overflow and underfloor vins can dramatically change the shape of a histogram, depending on the data, to be interesting.
Finding probability using excel and equations.
I really like the excel work and the project we doing we are doing.
Creating histograms to represent large populations of data"
"Nothing
The type of prototypes that we have to make by Monday for testing.
I found some of the instructions on the CAD assignment difficult
I was confused about what our prototypes were supposed to do.
N/A","I found some of the instructions on the CAD assignment difficult
The type of prototypes that we have to make by Monday for testing.
Prototype requirements
The confusing part of today's class was how to make the text curved.
Weighted decision matrix"
"I like using z-score calculations in probability because I have experience with it in AP Statistics in high school and that was my favorite class.
I found the assignment 10 to be interesting.
Histograms with no clear skews or trends.
The quiz and z score
The quiz I thought was overall pretty easy","The quiz and z score
I like using z-score calculations in probability because I have experience with it in AP Statistics in high school and that was my favorite class.
I found it interesting learning more about z score
Histograms with no clear skews or trends.
I found the assignment 10 to be interesting."
"nothing
It was confusing on what to write for the model question on the i class activity because we have not finished modeling the problem yet in MATLAB.
Figuring out how to do the main function
Writing code in matlab for M2
I was confused on the coding for V0","I am a little confused on how to make the main function call the sub functions with the right columns of data selected.
What was needed for the m2 file. We were in sure of what graph or other data to include in the submission.
We went over the concept quiz 3 and had an in class video (with an assignment).
It was confusing on what to write for the model question on the i class activity because we have not finished modeling the problem yet in MATLAB.
After clashing techniques on how to reduce noise for data in MATLAB, I think that todays class is mostly clear. I plan on examining more how smoothing works in MATLAB in more detail"
"None, the in class activity and accompanying video on finding initial velocity made sense
It was a little confusing when looking at what we are supposed to explain in milestone 1- the way to code the solution or the way to get the solution.
Parts of M1 were confusing but my group was able to work it out. Also the overall project needs to be explained a little more I feel like.
Objectives and requirements for M1
I think everything was clear for the most part. Maybe would helpful to go over more info regarding the structure of the project.","I was confused on the process of finding v max for the graphs given.
It was a little confusing when looking at what we are supposed to explain in milestone 1- the way to code the solution or the way to get the solution.
It was confusing trying to figure out  what assignments were due and the difference between the assignments because they all have similar names.
The way that the given data for the tests was structured was confusing to understand because I got confused as to whether each test was repeated twice or ten times
I would have loved more clarification regarding A14 during todays class. While we focused a lot on the milestones, little to no mention was made of this assignment."
"I would have liked to know more about the changes we have to make for M4. If our code did not have that many mistakes, what would we change?
I'm not sure what is required from M4. After reading the answer sheet, I still don't understand how we're supposed to change the code a second time. I need more information on what is expected from us.
I thought the specific ways we were expected to update the algorithms was unclear
Using Hanes-Woolf / lineweaver-burn equations for getting the Km and Vmax in range
it was confusing when i had to download the pdf and read ch 6 and 7","It was confusing to learn about milestone 4 and try to understand how to apply percent error to our algorithm.
Getting km and vmax in the range of accepted values
I'm not sure what is required from M4.
I thought the specific ways we were expected to update the algorithms was unclear
it was confusing when i had to download the pdf and read ch 6 and 7"
"I think it is nice that we are moving along with our final project, last semester our group project was kinda boring but this seems like it should reveal to be interesting. The concept quiz 3 will be on non linear and linear regression which will be challenging but also doable.
nothing
The ability to do what needs to be done. The free time was really nice. It allowed me and my time to really work on what we needed to do
The most interesting part was using or previous knowledge about non linear regression to convert a noisy set of data to a clean one.
i found it interesting to split the project into parts with my team","The concept quiz 3 will be on non linear and linear regression which will be challenging but also doable.
Lots of stufio time to work on M2
One thing that was interesting was making the user defined functions for each of the numbers like Vmax and Km
I enjoyed talking about the most effective approaches from M1 with my team, and working through deciding which we will use for our project
The most interesting part was using or previous knowledge about non linear regression to convert a noisy set of data to a clean one."
"Calculating vo
Working on m2 with my team and figuring out the different parameters
After my GTA explained how to do V0 it made a lot of sense
I found the in class video over bias and errors interesting. It allows us to look at our data to ensure nothing is wrong.
nothing","I thought it was interesting that there are so many different ways to code each sub function.
I think getting to know the data and different unique qualities are interesting. The project allows us to see the true nature of real data
I found the in class video over bias and errors interesting. It allows us to look at our data to ensure nothing is wrong.
Working on m2 with my team and figuring out the different parameters
Actually figuring out how to implement the new equations"
"Learning two different methods to find the slope intercept equation was neat as it allowed me to get a better understanding of the topic.
I found it interesting how you could linearize the data by taking the reciprocal and how it could be rearranged into slope intercept form
I think finding the Vo was interesting because our group was able to get it in the shape of the correct plot
The new model that we have been introduced to, in order to implement the  analysis required for the project
Choosing the best approach to use for our algorithm part of M2","how we will put together all of our code and have a working function
I found the different linearization equations to be the most interesting, as well as how it is applicable to our project.
The alternate ways of finding k and vmax
Information on the contents of Concept Quiz 3
I found that the new equations presented in the in class activity to be interesting."
"Setting up mat lab drive was hard to do because it is hard to find assignments. A general folder for assignments would be good.
I was really confused on how to download the files to Matlab
Nothing really
The wording on a submission text-box made it confusing as to whether we should submit the command alone or include the result.
setting up everything in matlab was very confusing","Slower explanation on how to work matlab. It is completely new to us!
Setting up mat lab drive was hard to do because it is hard to find assignments. A general folder for assignments would be good.
nothing. explanations were clear and understood! i was a little confused about submission to gradescope but it was solved quickly
Some things that were confusing was opening the files for the assignments, but that was expected. Someone eventually helped me out. However, something else I think would be useful is a calendar with all the due dates for upcoming assignments. For example if it included the pre-class videos and assignments.
I was confused on how to find out more information on other functions. Do i just type in help in the command window on Matlab?"
"The xor function in matlab is still confusing to me.
I was slightly confused on problem 3 for A06. I am not sure how to make the line smooth.
Nothing in particular.
Nothing. It was a straightforward class with straightforward instructions / exercises
I was surprised with the amount I did understand!","I am still a bit confused about the find function and how to make matlab give you a value vs a location.
I was confused on how exactly max, mean, and min work
Some things that needed more details is the find function. Active learning #3
concatenating function is very confusing. I think we need a bit more examples
The xor function in matlab is still confusing to me."
"the test results! omg!
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
I like the idea of induction over strings.
Learning how changing the base cases between full and extended binary trees produces largely different results
Like last class, I still think recursion is something that I can grasp due to me being familiar with it already in a sense.","the test results! omg!
Learning how changing the base cases between full and extended binary trees produces largely different results
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
I like the idea of induction over strings.
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting"
"the test results! omg!
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
I like the idea of induction over strings.
Learning how changing the base cases between full and extended binary trees produces largely different results
Like last class, I still think recursion is something that I can grasp due to me being familiar with it already in a sense.","the test results! omg!
Learning how changing the base cases between full and extended binary trees produces largely different results
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
I like the idea of induction over strings.
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting"
