oracle,chat_gpt
"Students worked with binary trees and recursion in this lecture, and found these two main topics the most interesting. They also reviewed the exam results. Students especially enjoyed recursion after they were able to wrap their heads around it.","Students found today's class interesting due to the discussion of the exam, the differences between full and extended binary trees, and the application of recursion in simple processes. They also enjoyed learning about recursion and induction over strings."
"In this lecture, students learned about methods of proving the countability of sets. Students also learned about mod congruence and hash functions. Students were mainly confused by the countability proofs for sets.","Students found various topics in today's class confusing, including hash functions, mod congruence, sets being infinite and countable/not countable, transcendental numbers, diagonalization theorem, and uncountable proofs."
"In this lecture, students learned about Bayesian filters (spam filters) as well as variance, expected values, and Bernoulli trials. Students were confused by said topics, and one student reported confusion with textbook problems. ","Students found Bayesian filters, variance in Bernoulli trials, and the concepts of random variables and expected values confusing in today's class. The proofs and lack of examples also added to the confusion."
"Students learned about modular arithmetic and how it's used in Euclid's algorithm to find the GCF of two numbers. Students also learned about how to prove the infinite countability of prime numbers, as well as how to identify prime numbers in general.","Students found various topics interesting in today's class, including Euclid's algorithm, the proof of an infinite number of primes, and the sieve of Eratosthenes. They also enjoyed learning about different theorems and methods for finding the greatest common factor."
"During this lecture, students learned how to calculate the probability of drawing certain poker hands (such as flushes or straights). Students were confused by the problem as well as the reasoning behind utilizing combinations/permutations.","Students found the probability of poker hand combinations confusing, particularly when to use permutations or combinations. Some struggled with determining card values for specific hands and the thought process for flush calculations. Others felt the lecture was straightforward but needed more practice."
This lecture was mainly a review session. Students found conditional probability interesting as well as the other miscellaneous problems covered in class. Students used Top Hat to test their knowledge.,Students found conditional probability and the lack of a formula for the race with ties problem interesting. They also enjoyed going over challenge problems and were intrigued by how conditional probability can stray from expected solutions.
"Students learned about countability proofs as well as mathematical induction in this class. These two topics confused some students, and one student also complained about the examples moving too fast.","Students found the proofs for countability and multiplication of natural numbers confusing. Induction was also a bit unclear, but they are slowly understanding it. Some examples went too fast. Overall, the review was clear."
"In this lecture students were confused with the concept of predicate logic. Students requested for more explanation in logical equivalences for clarification. Also, students are confused on how to convert an implication into a disjunction. Students also asked for more examples of compound propositions to understand better.","Students found some aspects of today's class confusing, such as using logical equivalences, notation, implication for universal, converting implication into disjunction, and predicate logic. Some students wanted more examples and explanations. Not all students found the class confusing."
"Students found it interesting to learn about the different ways to write proofs and how the rules of inference play a huge role with proofs. Specifically, students found proof by contrapositive was interesting. Students also find it interesting to learn of the concepts instantiation and generalization.","Students found various aspects of the math class interesting, including different proof methods, the role of rules of inference, and the concept of indirect proofs. They appreciated the clarification on quantifier instantiation and generalization and enjoyed doing more actual math proofs."
In this lecture students were interested in learning about about DeMorgan's for quantifiers. Students also had interest in learning about nested qualifiers and how they can affect the truth values of the statement. Students also were intersted in learning about the usage of existentials. Students also expressed how they thought the abstraction of logic was interesting to learn. ,"Students found today's class on logic interesting and enjoyable. Topics that stood out included DeMorgan's for quantifiers, nested quantifiers, and the importance of order in propositions with multiple variables. The abstraction of logic and its applicability in programming was also highlighted."
"In this lecture students found it interesting to see how logic can be used to solve puzzles. Students also enjoyed learning about DeMorgans law and the idea of tautology. Students also found it interesting to learn about the contrapositive concept, especially learning how it was logically equivalent to the original statement. Students also were interested in studying propositions, there structure and the information that can be deduced from them. ","The students found the use of logic in solving puzzles interesting and satisfying. They also found the concepts of contrapositive, negation, DeMorgans laws, and tautology to be fascinating. However, some found the questions to be stupid."
Most of the students had no confusion related to the material covered in class. Some students enjoyed learning about trees and others would like more clarity related to trees. I would suggest going over a few backtracking examples to clear any doubts among students.,"Students found the implementation of backtracking in the Boggle problem confusing. Some students wanted more background information about trees and felt that the topic was introduced too quickly. Others were unsure about the ""if more decisions"" statement in the general backtracking structure. Code examples of backtracking were requested."
Students seem to have a well rounded understanding of the material covered in class. A few of the students had confusion over articulation points and their purpose. Along with that there was also a few doubts related to graphs. I would suggest clearing these doubts at the beginning of next lecture.,"The students found the Articulation Point Algorithm, biconnected graphs, and the algorithm for determining articulation points via DFS confusing in today's class. Additionally, some students were confused about the method of visiting every node of a weighted graph using the path with the lightest weight and the reasoning behind low being the minimum of num(v), num(w), lowest low(w)."
Students enjoyed interacting with the class and working in small groups. Along with that they also enjoyed learning about the Binary Search Tree and its different purposes and different versions such as the Red & Black Binary Search Tree.,"Students found various aspects of today's class on Binary Search Trees interesting, including recursive insertion and deletion algorithms, worst-case runtime, passing child nodes in recursive calls, and interactive group work. The applications of BST were also appreciated."
"Students enjoyed learning about the different Tree structures and their purpose. Few of the students found the Binary Trees and the Binary Search Tree interesting and how it branches rather than being linear. Along with that, they also liked learning about the run times of each of these trees.","The students found the topic of binary trees to be interesting and impactful, particularly in terms of its efficiency in storing and searching data. They appreciated the different structures and traversal methods of trees, as well as the runtime analysis of data structures."
"Students enjoyed learning about the algorithm optimizations. Along with that they also enjoyed going through the examples related to Heap Sort, Djikstra's Algorithm, and the Dynamic Connectivity Problem. I would suggest using similar examples in the future as well.","Students found the Union/Find ADT implementations, path compression optimization, dynamic connectivity, Dijkstra's shortest path algorithm, and heap sort example interesting in today's class. Algorithm optimizations were less interesting."
Most of the students had no confusion about the material covered in class. A few of the students were confused about the DFS algorithm and usage of it. A few had questions related to the usage of a queue in the DFS and BFS algorithm.,"The class on graphs was generally well understood, except for confusion around DFS algorithm for finding articulation points, how queues work for DFS/BFS, and operations that can be performed on a graph."
Most of the students had no confusion related to the material covered in class. I would suggest reviewing the concepts related to the Binary Seach Tree and the difference between Full Tree and Complete Tree. ,"The students had varying levels of confusion in today's class. Some were confused about the logN order of growth in binary search trees, while others wanted more detail on the types of problems that would use BST. One student found everything clear. The difference between full and complete trees was also a bit confusing for some."
"Lots of students found traversals to be interesting in today's lecture. Students specifically mentioned binary trees and inorder traversals when discussing their interests. Binary search trees were also mentioned as a concept that kept student interest. Lastly, some students also liked going over the assignment in class.","Students found the class on binary search trees and traversals interesting, particularly the connection between BST and inorder traversal, implementation of traversal methods, and how BST accommodates searching and insertion of values."
"All of the students seemed to enjoy working through the example problems. The most popular of the example problems included the eight queens example and the Boggle board example. The students are seeming to get the underlying concepts out of these examples, as well. The students are noting the benefits of recursion and backtracking, and how useful these techniques are. ",Students found the backtracking algorithm and its application in solving problems using recursion interesting. The 8 queens problem and Boggle lab were effective examples that helped them understand the concepts. Some struggled with implementing the code but appreciated the practical aspect of the class.
"In this lecture, students found information surrounding trees and tries most confusing, specifically the differences between each. Students found DLBs and RSTs most confusing. Additionally, students mentioned confusion around huffman codes and compression","Students found the implementation of tries, DLB tries without symbol at the end, when to use Radix trees vs DLB trees, the differences between all the tree/trie types, and the runtime analysis of a DLB versus a R-way RST to be the most confusing topics discussed in class. Other topics such as RST, compression, huffman codes, and runtimes for the different"
"In this lecture, students found the heap interesting. They specifically found the heap root deletion, min heap insert and min heap removal to be interesting. They also found prims algorithm and walking through runtime interesting.","Today's class covered the concept of Heaps, including Min heap insert and removal, deleting roots in a heap, and their relation to Binary Search Trees. Prim's algorithm and runtime analysis were also discussed."
"In this lecture, students found compression and expansion most ineresting, specifically with LZW. Students also found the fact that codebooks are the same for both to be interesting, as well as the ASCII table.","Students found the LZW compression algorithm confusing in class, particularly the optimal file size, codebook implementation, and expansion/compression differentiation. Some requested more corner case examples. One question arose about the superiority of one lossless compression method over another."
"In this lecture, students found LZW and the LZW corner case to be confusing. They also mentioned confusion surrounding codebooks and codewords and the tasks in expanding and compressing. Some also mentioned confusion with compression occurring a step ahead of expansion and what makes lossless compression better.","Students were mostly confused about the specifics of LZW compression, including file size requirements, codeword size, and codebook implementation. Some requested additional examples of corner cases and clarification on the expansion/compression process."
"Students were mainly having issues with equations and calculations for Assignment 13. Mainly, they seem to have some concerns regarding the pay back period calculation, the environmental impact calculation, and the capital investment equation. Having a quick review of these calculations and equations could be helpful.","The majority of students found today's class to be clear and straightforward, with no confusion. Some struggled with the calculations for the payback period and environmental impact analysis for the assignment. A few students requested more information and tips on the project."
A vast majority of students were interested in the chart and figure content in class. There were also many students who seemed interested in learning about the different engineering differences. The breakout teams continue to be something that students seem to enjoy.,"Students found learning about different types of graphs and their applications in Excel interesting, as well as the career exploration opportunities. Working in breakout rooms and having time to work on assignments during class was also appreciated."
"A majority of the students seem to be confused mainly about the projects and assignments. As an introductory course, this makes some sense, and their questions should be answered as the project due dates get closer. Make sure to also ask about student's difficulties with accessive CourseMIRROR or Brightspace to ensure that everything is working smoothly.","The majority of students did not find the class confusing and appreciated the clear instructions and explanations. Some students were unsure about assignment due dates and group formation for the Bike Share project, while others requested more details on upcoming assignments and tests. Navigating Brightspace was also a common point of confusion."
"A majority of the students find the new project interesting. Specifically, they are interested in the design process and the problem scoping aspect of the project. Some students also noted that they felt it was interesting working on a project that relates to campus. Other students continue to let their interest in groupwork be known.",Students found the opportunity to work on the new design project with their groups during class the most interesting aspect. The project's relevance to campus mobility issues and the process of problem scoping were also noteworthy.
"A majority of the students are still a little confused about how to submit assignments and what needs to be submitted for assignments. This ties into some Brightspace issues other students are having. Some students are still having some issues about making graphs and using graphs, so maybe a quick refresher for next class. The same is true for the career exploration and engineering discipline activities. ","Overall, today's class was clear and straightforward. Some students found the instructions for the bike share project and career exploration assignment confusing. Others had difficulty with assignment deadlines and navigating Brightspace. A few students suggested longer breakout room times and clearer directions for upcoming assignments."
"Students were very interested in the carbon footprint activity, and also calculating the amount of CO2 emissions that come from thier cars. Students are also enjoying the group work and assignment 13. Lastly, a few students pointed out that they found the ethics discussions particularly interesting.",Students found calculating their carbon footprint and the impact of their individual actions on the environment to be the most interesting part of class. They also enjoyed working in groups to complete assignments and learning about ethical considerations in engineering design.
"Many students felt that the instructions were unclear in some way. They also feel a little confused on what is expected as far as deliverables for the quiz, the project, and the assignment.","Students had varying levels of confusion in today's class, with some finding the in-class assignment and project description unclear. Some were confused about what parts of the assignment were due when and how to gather information from stakeholders. Overall, some clarification was needed."
"There are many students who are having difficulty knowing what is needed or required for the assignment deliverables. This overlaps with many of the other confusing points for students, which include what is necessary for making the mathematical models, how to use the formulas and equations to make the necessary calculations, and what laminar flow means.","Students found some aspects of today's class confusing, including the in-class assignment, instructions for A10, and the laminar approach. Some felt that more explanation and examples would be helpful. Others found the class straightforward and easy to understand."
"In today's lecture, most students understood the content. However, many students had questions about aqssignment 10 -- when is it due and how to complete it. A few students were confused about proper citations, and some were confused about what was required for the peer assessments. Students also wanted more details about how reservoirs work. Finally, some students expressed confusion about the new project.","The students found the presentation on the new project confusing and wanted a platform to ask questions. There was also confusion around due dates and assignments. Some students were unsure about how to complete certain parts of the assignments and wanted more details. However, some students found the class straightforward and easy to understand."
"In this lecture, students had trouble calculating, editing, and using bins for histograms in Excel. Additionally, students did not understand how to find or when to use overflow and underflow bins. Students were also unsure about which graph is best for a certain situation, and some expressed difficulty creating and understanding histograms in particular. Finally, students were unclear about due dates and assingment instructions.","Students generally found today's class on histograms clear and helpful, with some confusion around Excel and specific aspects of assignments. Some students also had questions about due dates and EYM events."
"While many of the students didn't have any problems in today's class, there were some issues when it came to calculating certain variables. Two that were highlighted specifically was the payback period and the environmental analysis. Some students also mentioned that they had some issues with their calculations because they were missing information, so it might be worthwhile reviewing documents to check for any missing information that needs to be included. There was also some mentions of missing info for an Excel document, so it might be worthwhile to review that, as well.","Students had varying levels of confusion during class, with some finding everything straightforward while others struggled with calculations for the solar project and understanding the payback period equation. Some also wanted more clarification on specific aspects such as energy production and the environmental analysis."
"Students seemed to really focus on the z-statistic tool from this class. They seemed to understand much of the material, and discussed histograms and probability. They seemed to enjoy the Skittles experiment and working in groups.",Students found the application of z-scores and probability in calculating real-world scenarios interesting. They also enjoyed working with their groups and completing the Skittles assignment. Histograms and their use in probability calculations were also a highlight.
"A majority of the students found aspects of the calculations, using formulas, and Excel functions interesting. Specifically, they seemed interested in relating these concepts to Assignment 12, and the reservoir function in general. Some students also found reviews on the quizzes and exams interesting. Lastly, as usual, students enjoyed working in teams.","Students found today's class interesting due to the longer studio time, working on Assignment 12, learning about Excel functions for calculating slope and intercepts, and real-world applications of mathematics. They also appreciated the opportunity to work in breakout rooms and the information shared about voter registration."
"Many students found biomimicry interesting, and pointed specifically to the beetle example. Students also found interest in the idea generation and brainstorming process. Some students also thought the quiz was interesting, as well as working in their groups, and searching for patents.","Students found today's class interesting for its focus on biomimicry, idea generation, and problem-solving methods. The beetle research video and breakout group activities were highlights, while some found the topics discussed neutral."
"Many students have issues with project logistics. Students feel that they can't find documents, have too much work to do in too little time, or are confused about the actual due dates because the website says one thing, but the professor said something else in class. Clearing these confusions up should be of the highest priority. Students also discussed having some trouble with parts of the project, such as problem scoping, defining criteria and constraints, empathizing with users, and incorporating stakeholders. Lastly, some students raised some concerns about quizzes, and how to study for them. ","Students generally did not find today's class confusing, but some were unclear on specific aspects of the project, such as the criteria and constraints, stakeholder identification, and assignment requirements. Some also requested more detail on certain topics, such as studying for the quiz and empathizing with users."
"While some students were confused by the pro's and con's activity, many students also found it interesting. They are tying this to engineering design, of which they also take interest. The students were especially interested in working in their groups and generating ideas with their groupmates. The clarifications for Assignment 17 were also well received by the students, who pointed out that this made the assignment seem more manageable. ",Students found the discussion on the assignment and the use of pros and cons to identify good solutions to be interesting. They also enjoyed the in-class activity and idea generation with their teams. Some found the application of ideas and the unique designs of other engineers to be intriguing.
"The students have many questions regarding prototyping. Specifically, there are concerns about how to make prototypes and how to test them. Students have also mentioned their concerns when it comes to using CAD software, being somewhat unfamiliar with it. There are also some concerns about specifics when it comes to the assignment and what is required for submissions. ","Students found prototyping and testing confusing, particularly when using CAD software and not having access to physical materials. There was also confusion around the level of detail required in prototypes and how to effectively test them. Some students requested more guidance on testing protocols and examples of successful experiments."
"Many of the students in today's lecture were not confused by the content, but many were confused by the in class activity and its calculations. They did not understand why gasoline density was included in it. There was also a portion of students confused about assignment 13, and the assumptions concept that was mentioned in class.","Overall, students did not find today's class to be very confusing. Some found the carbon emissions calculations and in-class activity confusing, but most understood the lecture content and appreciated the emphasis on considering environmental impacts in engineering."
"In this lecture, students were confused about how to complete assignment A10. Additionally and more specifically, students were confused by how to use the Laminar approach and how to employ mathematical models in this assignment. Similarly, students were confused about how to complete the in-class activity and what was being asked; some needed more time. Students also had questions about how to find and cite reliable sources and what sources are acceptable for use. Finally, students wanted more background on the Taum Sauk reservoir and how hydroelectric dams work in general.","Overall, some students found today's class clear and straightforward, while others were confused about various aspects of Assignment 10, such as the mathematical modeling and the requirements for different sections. Some students also had difficulty with the in-class activity and finding reliable sources. More detailed explanations for certain topics and assignments were requested."
In this lecture students found the project they were working on to be interesting. They were interested in having time to work on this project with their teams. Students thought the introduction to the Taum Sawk project was interesting. Students were also interested in reviewing their material for their quiz.,"Students found the Taum Sawk project, water-to-electricity conversion, and applying stakeholder analysis to real situations interesting. They appreciated review sessions, project work time, and a new reservoir project."
"In this lecture, students were interested in calculating probablity. Especially, z-score and histograms. Students also were interested in learning to find probability using excel. They also were interested in creating histograms and understanding how they work. Students were also interested in working on the project. ","Students found today's class on probability and histograms interesting, particularly the use of z-scores and modifying overflow/underflow bins to shape histograms. They also enjoyed learning how to find probability using Excel and creating histograms to represent large populations of data."
In this lecture students were confused with the prototype requirements. They were also unsure of what the prototypes were supposed to do and what needed to be done. Students also found the instructions on the CAD assignment difficult. Students were also confused on how to make the text curved. Students were also confused with the weighted decision matrix. ,"Students found the CAD assignment instructions and prototype requirements confusing. Some were unsure about the purpose of the prototypes, while others struggled with making text curved. They also mentioned the weighted decision matrix."
"In this lecture students found that the quiz they took was interesting to them. They also were interested in using z-score calculations in probability. They were also intersted in learning more about histograms. Students were also interested in working on assignment 10, which they found interesting. ","Students found the quiz and learning about z-scores interesting, particularly those who had prior experience with it. They also found histograms with no clear trends or skews and assignment 10 interesting."
"Most students were confused on coding and especially the function call stack. Some students were also confused about noise in data. A few students were confused about modeling, logistics of milestone 2 and the concept quiz.","Students expressed confusion about various aspects of today's class, including coding in MATLAB, accounting for algorithm limitations, selecting data for M2 submission, and calling sub-functions. Some found the error hard to pinpoint due to unique and imperfect data."
Most students were confused about Velocity calculations and content of Milestone 2. Some students were confused on logistics of the assignment and a few students were confused about assignment 14 and testing with the given data.,"Students had varying levels of confusion in today's class, ranging from understanding the material to being confused about the milestones and assignments. Some struggled with finding v max and initial velocity, while others found the video for Milestone 1a confusing. Some requested more clarification on the project structure and objectives."
"Most students were confused on the logistics and content of Milestone 4. Some students were confused on what updates to make to their code for the new milestone, whereas some students were confused about calculations for percent error and acceptable vmax values. One student was also confused about dowloading and reading the required chapters in the pdf.",Students were confused about Milestone 4 and the specific changes required for the algorithm. Some found it unclear which substrates to calculate for and how to apply percent error. Reading chapters 6 and 7 was also challenging.
Most students were interested in coding out the solution for their project. Some students were interested in doing revisions and referencing previous works while some students were interested in non linear-regression and the concept quiz. A few students were also interested in having in class activity time to work on M2.,"Students found the discussion on linear and nonlinear regression interesting, as well as the in-class activity and the ability to apply code in the milestone project. They enjoyed working with their team and manipulating data to solve complex problems."
Most students were interested in putting their solutions to code. Some students were interested in analyzing data and noticing bias in data while a student was interested in the logistics of Milestone 2. One student was also interested in implementing different formulas in their solutions.,"Students found various aspects of the class interesting, including implementing new equations, analyzing real data, detecting biases and errors, coding sub-functions, and working in teams. They also appreciated the step-by-step procedures and different approaches to problem-solving."
Most student were interested in different linearization models. Some students were interested in vmax and v0 calculations as well as putting their algorithms into solution code. A few students were also interested in the concept quiz and the in-class activity,"Students found the different linearization methods, models and approaches to finding vmax and km interesting. They also appreciated learning how to put together their code for a working function in the project."
"In this lecture, students on how to work matlab and would want the instructer to go slower when explaining the set up. They were confused with how to download and set up matlab, the drive and files. They were also confused on how to submit files and quizzes. Students were also confused on how to find out more information on other functions in Matlab.","Some students found the process of setting up and accessing MATLAB Drive confusing, particularly in relation to downloading and opening files. Others struggled with running P files and accessing help functions. Overall, slower and clearer explanations were requested, as well as a central calendar for due dates."
"In this lecture students found it confusing to understand the various different functions. For example, the some functions that the students found difficult to understand are the xor function, concatenating function, and find function. Students were also confused by array operators. Students also found it confusing to work in matlab. Some students were also confused with how exactly max, mean, and min work. Students also reuire further explanation witht the assignments, paticularly A06.","Students had varying levels of confusion in today's class. Some found the logical functions and find function confusing, while others struggled with concatenating functions and creating smooth model lines. However, some found the class straightforward and had no confusion. One student was surprised by how much they understood."
There seems to be a lot of confusion related to the problem statement. Along with that there is a lot of confusoin related to the material covered in class and the assignments assigned. I would suggest going over these at the beginning of next class to clear any doubts among students.,"Students found the problem statement and scoping confusing in today's class, as well as identifying the necessary sources for the assignment. Some were unsure about completing the in-class assignment and what was expected for the upcoming due assignments."
"There seems to be no confusion related to the material covered in class. Students enjoyed the quiz, working on their projects, using equations and doing calculations, and working with CAD for their designs.",Students found the weighted decision matrix calculations interesting and satisfying. One student questioned the need for a blank row in the criteria. Two students mentioned the upcoming project deadlines and one mentioned the executive summary.
There seems to be no confusion related to the material covered in class. Students enjoyed working with Mathematical Models and using approaches such as the Laminar Approach in the process. Students found it interesting how different shapes can help in different ways according to the question at hand.,"Students found today's class on mathematical modeling fascinating, particularly the ability to use models to describe data sets and calculate exact results. They also found the method of using smaller shapes to find area more precise and were intrigued by the various approaches to using the laminar approach for a single shape or surface."
"There is a lot of confusion related to prototypes and prototyping. Along with that, few other students had confusion related to the new quiz guidelines and the in-class activity. I would suggest going over these topics at the beginning of next class.","Students were mostly confused about prototyping, specifically whether to make one prototype for multiple designs or multiple prototypes for the same design. One student found nothing confusing, and another was confused about new quiz guidelines."
There is a lot of confusion related to the presentation project. I would suggest going over the project requirements again to clear any doubts among the students. Along with that there was confusion related to the in-class activity and prototypes.,"Students provided feedback on today's class. Some found nothing confusing, while others were confused about the prototype selection or presentation requirements. One student was confused about balancing the problem statement with the limited bullet points on the slides."
There is a lot of confusion related to the In-Class Quiz. Alogn with that students would also like more clarity related to the project and the thought experiments. Few of the students had no confusion with the material covered in class.,"Students were mostly clear on today's quiz, but some found the evaluation criteria confusing. One student was unsure about the 3D printing component, while another wanted more detail on how to conduct thought experiments. One student was uncertain about why model 2 had setbacks compared to model 1."
There is a lot of confusion related to prototypes and the weighted decision matrix. I would suggest going over these topics at the beginning of next class to clear any doubts among the students.,"Students were confused about the procedures of the 3D printing club, determining the weight in the weighted decision matrix, and making physical prototypes. Some had difficulty understanding the concept of a testable prototype but got it cleared up. Overall, the lecture was not confusing for most students."
Students were interested in listening and seeing other people's unique ideas. Few students were interested in the pros and cons and receiving feedback from the TA. There seems to be no confusion related to the material covered in class.,"Students found the discussion of design project ideas and 3D printing with Professor Wible interesting. Some appreciated subjective grading metrics and feedback from TAs, while others found nothing interesting in class."
In this lecture students found the in class activity interesting to work on. Students also were interested by working with their new groups. Students were interested with working with the data. Students were also interested in working on pivot tables.,Students found meeting and working with new group members to be the most interesting aspect of today's class. They also found the upcoming project and using pivot tables in Excel to be intriguing. Real bike data and the size of data were also mentioned.
In this lecture students were confused by installing the software the inital instructions were not clear enough. Students were also confused by the ti boards. They were confused by its process and the order. The in class activity was hard to understand for some students. Students were also unsure about the turn in dates for the new assignment.,Students found the installation and use of Energia and TI kits confusing. They also had difficulty with the technical brief requirements and next week's assignment. Some struggled with the circuit and programming aspects. Downloading necessary files and understanding the class activity were also challenging.
"In this lecture, students found it interesting to work on the in-class activity. Students were also interested in working with their group memebers. Students found it interesting that the class would have more projects than midterms/exams. Student found it interesting that they were given time to work on their assignments in class.",Students found the structure of the class time and project-based grading interesting. They enjoyed the first group project and are looking forward to learning various applications of Excel and data analysis methods.
Students enjoyed working with MatLab and learning about the different functions that can be used to extract/modify data. Along with that students enjoyed learning about the different kinds of operators and liked the in-class activity.,"The students found various topics in today's class interesting, including implementing logical and relational operators in Matlab, using conditions to extract data from matrices, and incorporating relationship operators into if and else statements. One student also found the numcount command intriguing."
Most of the students had no confusion related to the material covered in class. A few of them had confusion related to the If Structure and how to properly indent them. A student had confusion over how to access Lecture Recordings but figured it.,"Some students did not find anything confusing in today's class and were able to resolve their doubts through Google search. One student found the indentation within if structures in MatLab confusing, while another student had trouble accessing the lecture recording initially."
Some of the students would like more clarity related to the assignment and also how to index a file. Along with that another student would like to know what the acceptable amount of error is on activities and assignments. There has also been confusion related to finding v0. I would suggest going over these topics at the beginning of next lecture to clear any doubts among students.,Students found indexing the data file and determining Vo confusing in today's class. They also wanted clarification on acceptable error and the project assignments. Some found the in-class activity confusing.
There seems to be no confusion related to the material in class. Students enjoyed working in their groups for A10. Students also enjoyed working with different types of loops and different types of functions and learning what their functionalities are. ,"Students found today's class interesting due to the hands-on experience of coding together as a team, using subfunctions to find volumes, and the flexibility of user-defined functions. They also appreciated the studio time to focus on assignments and the potential of nested loops and UDFs for future projects."
There seems to be a lot of confusion related to the different types of functions covered in class. Along with that there is also confusion related to nested loops. I would suggest going over these topics at the beginning of next lecture to make sure that there isn't any confusion among students.,"Students expressed confusion on nested functions, main function setup, limiting outputs in user-defined functions, and nested loops. Some felt rushed during the lecture, while others had difficulty inputting subfunctions into the main function. One student also questioned the best method for nesting loops."
