generation,oracle
"I found the time being able to work on the Assignment with my group to be the most helpful and interesting. It is super helpful to have time to work on the project while everyone is in the class and motivated to work on the Assignment.
The different roles of problem scoping and how it helps engineers when finding solutions to problems was very interesting.
I think the project we started will be a fun and interesting way to see how much we've improved over the course of this semester.
The most interesting part of today's class was learning about what are next project is.  This project has a lot more flexibility as we are going to be designing our own solutions so that will be interesting and fun to work on.
The design project seems interesting, and I am excited to come up with a solution with my team.","I found the time being able to work on the Assignment with my group to be the most helpful and interesting.
I like the design process a lot more than tables and calculation.
I really enjoyed the project prompt that we were given because I thought there are some really interesting ways to solve the problem
I found the problem scoping part to be most interesting as I understand now how useful it is to engineering.
I think the fact that we are coming up with a solution that could improve campus is interesting because of how relevant it is to us as students."
"The class was well explained it helpful as it gave helpful insight on what and when to look for in terms of Homework and Quizzes.
Why we use line plots over scatter plots
The slides on the career exploration was a little confusing.
Thought class was good, I was a bit confused when we were going over the sign up sessions.
Today's class felt pretty straightforward.  Since the in-class assignment was relatively easy to finish you could have possibly made the breakout rooms for that part shorter.","The slides on the career exploration was a little confusing
Exactly where assignments need to be submitted was a little confusing, as well as the naming scheme for certain assignments.
The only thing that maybe could use more clarification is how andwherewe will be signing up for the engineering discipline classes
Why we use line plots over scatter plots
It's a little confusing navigating Brightspace to find everything."
"Solar panel specs
I found my environmental footprint interesting.
I thought that the carbon footprint calculator was very interesting.
I found how engineers have to take ethics into consideration with things like climate change interesting. I also found the different slides showing glaciers and ice melting very interesting. The contrast was something I was not expecting in the pictures shown during class.
The most interesting part of class was working through assignment 13 with my group.","I thought that the most interesting thing in today's class was figuring out your carbon footprint. I did not know it before today and so thought it was nice to learn about.
The most interesting part of class was working through assignment 13 with my group.
I found it very interesting that we got to find the amount of CO2 that our cars emit, it's nice to know what impact we have on theenvironment
I enjoyed the long amounts of time we had to work as a team on the assignment
I found the many ways to view trade-offs and the different ethical points that need to be considered to be the most interesting part of today's class."
"The class wasn't confusing today. The only part of the class that I found somewhat confusing was the In-Class Assignment. The directions were relatively straightforward but slightly confusing based off how they were conveyed.
it was somewhat confusing how broad the project is, and its confusing as far as what we need to turn in for this friday
The problem statement that we wrote for the in class activity was confusing because I wasn't sure at first what we were writing it about. It took a while for me to figure out it was about the assignment 16.
I was confused about the quiz over Module 32 because I checked before class and the quiz was not available until class started so I missed this assignment.
The assignment 16 expectations were confusing because there were conflicting messages in different places in brightspace. This needed clarification.","The part of A16 where we are tasked to come up with questionsandresponses is confusing because of the little amount of time we havetogain actual answers.
It was confusing on how to find the full project document because it wasn't in the same place as it was for other people.
what is needed for the first part of the assignment was inconsistent
I was confused about the document and the specific tasks we needed to complete by next class
I was confused about the quiz over Module 32 because I checked beforeclass and the quiz was not available until class started so I missedthis assignment."
"the power equation and its variables
I was a little confused on the in class activity, but after talking to my group I was able to figure it out!
Todays class should have noted that we can make up the shape of the reservoir container
I don't think I had any questions or felt confused during today's class.
I was confused about how to go about finding the two mathematical models for the taum Sauk tank because i didn't know where to find the lengths","This class wasnt very confusing, but the part where we went overformulas for finding perimiter of the shapes was somewhat confusing.
It was confusing that we calculated the height of a pipeline since we just learned full on data analysis.
The in class assignment was confusing in what the task was and how to complete it.
I was confused about what kinds of models are necessary for assignment 10.
I'm confused on the laminar approach and how to calculate the volume"
"I think that the class today was executed well and I'm starting to understand the class in a greater depth.
More feedback on our submitted work.
I believe that there was nothing really confusing about today's class. Information was given really well.
I was a little confused on how to work a part of the purdue library and google scholar.
I was confused on when we start A11 because it said we started it today in class however I didn't see A11 in 4A Assignments started in class and on the last slide about due dates it said A11 is due at the beginning of 5B","The due date of Assignment 10 and the information needed to complete it.
I think that APA citing resources could have been covered more to get a better understanding of how to cite APA and where to have sources cited.
How much detail is needed on these peer evaluations??
Today's class was pretty clear. The discussion about how reservoirs work could have been clearer to help us better understand the process of how the energy is harvested.
the new project"
"A clearer description for overflow/underflow bins in excel would have been useful.
Excel is still confusing to use.
I believe class today was very informative. There were definitely some question about histograms that I had answered.
I'm confused on how to find overflow/underflow values.
I had issues using excel with my Mac, couldn't find the bins option when making a histogram. I've been having similar problems while doing other assignments.","A clearer description for overflow/underflow bins in excel would have been useful.
The explanation of the way to format histograms was confusing as it was quick but didn't go over the more difficult stuff as well as I would have hoped.
I wish we saw the slide you were talking about that had al the due dates so we didn't have to find it later
The underflow and overflow was confusing for the bins.
The instructions for the in class assignment wasn't posted in the chat until near the end of the breakout room. This made the assignment difficult to complete."
"Nothing needed more clarification. I understood all of the material and believed it to be quite simple
The energy division for the assignment needs better clarification because we need specific values for the usage.
I was a little bit confused initially on how to solve the in class example. I think I must've missed a slide on it from before but I quickly figured it out. My team and I are having a rough start to the A13 project; we are finding step 4 a little bit confusing or tedious.
Nothing was confusing or needed more explaining in today's lecture. The expectations for the group projects was made clear and how groups should approach such project questions was also explained well.
The way to do the problem in excel","Just for me personally, I had a hard time calculating thecapitalinvestment, but when you showed the slide on how to do it, ithelpedclarify some of my confusion
Something that was confusing in today's class was what apaybackperiodmeant. I wasn't sure if it was and actually length of time,oranamount of money per time. But I figured it out.
I think the environmental analysis will prove to be confusing for class 8A.
The equation was mostly explained but the excel portion was a little confusing
The energy division for the assignment needs better clarification because we need specific values for the usage."
"I enjoyed discussing z scores and how they can be used to calculate probability. This is a very useful and practical skill that can be applied in many ways. It is nice to have a class which goes over how to use them and apply them.
I found that being able to convert any sort of distribution to a normal distribution was interesting.
Calculating z values
z-scores can help to find probability of certain events.
Skittle activity was fun to do.","Learning how to use the z score and putting it in practice
It was interesting how we can use the bell curve graphs to talk about probability.
I found the skittles to be a fun and interesting example of how to use our skills to actually do something.
It was interesting to learn more about histograms and how they can be used
I enjoyed working with my group to complete the assignments because we got to work together and finish the work as a group"
"It was interesting/nice to be able to have a lot of time to work on A12, it was also nicer that my group had actually already done A12 before on accident.
It was interesting to know how flow rate could be derived from our original graphs of flow volume throughout the day.
I liked how we had enough class time to really get into A12 and divide out the work. Our team now has a good foundation for completing this assignment.
I found A12 interesting and I am looking forward to working on it with my team. It's interesting because we are analyzing the reservoir's functionality for a specific day.
I found it really interesting that you can use slope to calculate the rate at which water is entering and exiting the upper reservoir. It's cool that this is a real world application of mathematics.","I liked how we had enough class time to really get into A12 and divide out the work.
It's interesting because we are analyzing the reservoir's functionality for a specific day
The most interesting thing was working with my friends on the zoom.
It was interesting to analyze the volume vs time graphs and calculate the right slope per interval
The topics for the quiz and exam."
"Something interesting was the quiz in class, I enjoyed it and think I did well.
I thought the video about the beetle research was very interesting. It was cool to see some research happening on campus.
I enjoyed the class, however, most of the time was spent working in breakout rooms or on the quiz. I did not find anything incredibly interesting during this class.
The methods for generating ideas are very interesting because they are going to be useful throughout engineering.
I enjoyed learning about the biomimicry of beetle shells used to make very strong force resistant shells.","Something I found most interesting in today's class was the usage ofnature to create solutions to design problems. It feels like a veryunique and interesting way to approach a solution to a problem.
The prompt for the quiz was interesting.
What I found most interesting about today's class was howmuchprocessing goes into just brainstorming ideas that will then be usedtocreate a solution.
The breakout group time we had to work with out groups
Using Google to find patents and how it is all public information."
"unclear how much needs to be done for background information because it seems like it could be an extremely large and time-consuming section.
How to incorperate stakeholders into the project.
We were confused about finding certain documents for the assignments but we eventually found them.
The only confusing part about todays class was determining the criteria and constraints for the problem statement in the in class activity
Nothing was confusing or hard in today's class. It was pretty straightforward and smooth. No technological errors or other difficulties. It was somewhat hard","I found the difference between problem scoping and what we have been doing in each of the previous assignments confusing because the difference isn't really clear to me. As I read deeper into the assignment I hope this will be cleared up.
Something confusing was the the specific sections due in assignment A16, because the work given in the assignment is far too much to be due in one day.
Something that could have used more details in today's class was how to study for the in class quiz. I know we can go over past assignments and modules, but I think making a review guide with questions that are set up similarly to how they are going to be presented to us during the in class quiz would be extremely beneficial.
One thing that was confusing about today's class was do you account for criteria that isn't stated by the client in the problem statement or just in the table for criteria and constraints?
I would've appreciated more time spent on how we are expected to empathize with different users. For online students like me it is unclear how we are expected to empathize with many different users when we aren't on campus and also when we don't know a large amount of people who live on or around campus."
"It was interesting to see how going over the pros and cons for an idea can change designs.
I enjoyed the idea of the in class activity despite the poor topic. It was good practice in determining pros and cons.
This whole design project really appeals to me and I'm excited to draw out the sketches for my group.
Going over what we should do in assignment 17 was extremely helpful to my team. We would have done the assignment incorrectly if we hadn't gone over the assignment expectations in class.
I found idea generation with my team interesting.","I liked the evaluation of pros/cons of the costumer service. I think maybe you could give us questions to think about if we need to further evaluate pros/cons for any project
I found the advice on how to do the activity incredibly helpful. My team was wrongly doing the activity, and without the clarification likely would have turned it in without meeting the requirements.
The breakout room was very help because our team was able to finalize our ideas for A17 and also get Jeff Hall's input! He was extremely helpful and now we're finished with the assignment.
I enjoyed coming up with ideas and thought it was interesting to see how my teamates thoughts varied.
I was interested in seeing the evaluations that engineers use and how it was useful for us to make sure that the decisions made were the best one suited as the solution."
"Today's class was little confusing and I didn't need any extra details.
The prototype section, specifically testing, is VERY confusing. My team is unsure how we are supposed to test our prototypes, especially if they are created using CAD software. Without purchasing materials, I'm unsure what could be used to create and test our solutions.
How detailed we need to be in our prototypes.
Finding ways to develop a prototype for our idea
I didn't get what materials i should use for prototype","We as a team found it difficult to find out not only how we would build a prototype, and how to test it. Unless we make them individually, physical prototypes aren't really feasible due to ourseparation.
How we should develop a testing protocol is unclear. I don't remember going over it in the video modules and it isn't explained in the technical brief or assignment 17 instructions. I think going through an example of a testing protocol for the smart recycling bins would have been beneficial to the teams' understanding of what a testing protocol is and how to develop an effective one.
The team was confused on what CAD software to use and some of the other elements of the assignment.
I am unsure of when A18 is due because bright space still has it down for next Friday. But it was said that we will work on it next Friday in class as well.
Thinking of prototypes while most of our ideas had to do with the road was confusing"
"I found the carbon footprint information confusing because I was not sure how to take the environmental data from A13 and reflect a carbon footprint.
I was a little bit confused about how the in class activity related to the environmental analysis. I understand that we need to find the CO2 emissions in the economic analysis, but I don't understand how the equation we used for the in class activity should be used in the environmental analysis.
I didn't find much to be confusing, it was mainly an explanation of trade offs and climate change, along with work time.
We were unsure of why the density of gasoline was included on the slide about the calculations for the participation's other than to try to trip us up.
I thought that more details could have been given about the individual effects of climate change.","The carbon emissions calculation was a little confusing because I didn't understand where the numbers were coming from at first.
I was confused about the in class activity at first but when I discussed it with my group we figured it out.
There wasn't much confusing work to do the only thing I can think of to be confusing was why we were giving the density of gasoline in our in class activity.
More details about how to calculate the 3 year payback period
I found the portion of the lecture on assumptions to be a little confusing, as it isn't made too clear the difference between an assumption and data that just isn't reliable."
"What was confusing about this class, was how are we supposed to know if to include something we think is a  constraint is one for the company too?
The expectations for Assignment 10 were very unclear. During our studio time it took us a very long time to understand what exactly was ""due"" on the technical brief.
Today, I thought that the instructions for assignment 10 were confusing, especially involving the mathematical modeling for the project.
I was confused around the in class activity. How do you find peer reviewed or reliable sources on more general information. All papers seem to be on specific topics.
Parts 4 and 5 of assignment A10 are very confusing. My team and I have all read the “background/technical content” several times. We are still unclear on how to draw the visual models using the Laminar Approach. I believe that going over the Laminar Approach and doing an example would be extremely beneficial to all teams.","Something that needed more detail in today's class is the specific parts of the assignment (A10).
What was a bit confusing was the source searching part of class.
It would be helpful to have more details about the Sauk project and what we need to do for each milestone.
Explanation for what the client memo was outlining
I think that the documents for homework are some times confusing because the instructions are not the clearest"
"How DLB saves space
DLB and the linked lists it uses
Different runtime considerations of trees and tries
The DLB functionally. But confused as to how it would actually work in code and how it would be written
DLB is a cool way to organize data. 2 data structures in 1.","RSTs
Building the DLB and the space usage versus the array implementation
Using linked lists to reduce space overhead
DBL for searching and storage
DLBs vs R-way RSTs trade-offs are really interesting"
"Comparing hoffman vs LZW which is better overall?
corner case in lwz expansion
LZW Corner Case
lzw implementation
The process of expansion was not clear","LZW
Corner cases for LZW and how to implement lookahead
LZW Corner Case
lzw implementation
The expansion and compression of the corner cases"
"black and red binary trees
The amount of structures that I did not even know is very cool
Radix Search Trees
Searching with tries
RSTs","black and red binary trees
RSTs
Searching with tries
search tree
Very interested to see what we can do with radix tries and the larger branching tries. They seem applicable to things in linguistics like autocomplete."
"DFS
When to use BFS or a DFS
Run-Time analysis of BFS
runtime of BFS, graph density, runtime of 2 lists
BFS - how to keep track of what is seen/unseen","DFS
BFS - how to keep track of what is seen/unseen
Run-Time analysis of BFS
runtime of BFS, graph density, runtime of 2 lists
runtime of BFS, graph density, runtime of 2 lists"
"LZW expansion and compression
The practice problems and candy :)
lzw compression doesnt need to store codebook in compressed file
How LZW expansion circumvents the issue of the corner case
New candies!!","LZW Expansion
How compression works and seeing it displayed in a table. It helped to see it clearer
LZW
New candies!!
How LZW expansion circumvents the issue of the corner case"
"DLBs
DLB and nodlets
Run times of DLB
Implementation of DLB is confusing. Trees/Tries use arrays and DLBs used linked lists but are these linked lists still contained in nodes or so they connect the levels as well? (does each linked list point to both sibling and child?)
Multi way RSTs. Not completely confused, but just redoing over how they work. Especially where the 256 came from","DLBs
what is a nodelet in a DLB? does every node in a linked list count as a nodelet?
Does Multi-way RST have linked implementation or would that make it a DLB?
Implementation of DLB is confusing. Trees/Tries use arrays and DLBs used linked lists but are these linked lists still contained in nodes or so they connect the levels as well? (does each linked list point to both sibling and child?)
Understanding what each variable meant in the runtime analyses"
"Post order stack pseudo code was much more confusing that pre order or in order.
The traversal without recursion
postorder
How red-black bst compare to regular arrays for searching for keys
iterative pre-order","Post order stack pseudo code was much more confusing that pre order or in order.
How red-black bst compare to regular arrays for searching for keys
In-Order and Post-Order traversal, I get the idea but I want more practice
Tracing stack calls in iterative traversals was most confusing
I am honestly still the most confused about the process of balancing a red-black BST. often multiple corrections need to take place at once, and it can be confusing which happens when."
"I found the introduction to the Taum Sawk project very interesting
New reservoir project.
Applying what we have been learning with regards to stakeholders to a realistic situation in Purdue and West Lafayette in the quiz.
I enjoyed the time that the teacher gave on Monday to work on our projects. I thought this was helpful.
I liked the review that we had on what we learned. was a good refresher before the test","The start of class video
I found the Tom Sauk Project to be interesting. I also found how water is converted into electricity to be interesting.
Applying what we have been learning with regards to stakeholders to a realistic situation in Purdue and West Lafayette in the quiz.
I enjoyed the time that the teacher gave on Monday to work on our projects. I thought this was helpful.
I liked the review that we had on what we learned. was a good refresher before the test"
"Calculating probability using z-score and histograms
I found how modifying the overflow and underfloor vins can dramatically change the shape of a histogram, depending on the data, to be interesting.
Finding probability using excel and equations.
I really like the excel work and the project we doing we are doing.
Creating histograms to represent large populations of data","Calculating probability using z-score and histograms
I found how modifying the overflow and underfloor vins can dramatically change the shape of a histogram, depending on the data, to be interesting.
Finding probability using excel and equations.
I really like the excel work and the project we doing we are doing.
Creating histograms to represent large populations of data"
"I found some of the instructions on the CAD assignment difficult
The type of prototypes that we have to make by Monday for testing.
Prototype requirements
The confusing part of today's class was how to make the text curved.
Weighted decision matrix","I found some of the instructions on the CAD assignment difficult
The type of prototypes that we have to make by Monday for testing.
Prototype requirements
The confusing part of today's class was how to make the text curved.
Weighted decision matrix"
"The quiz I thought was overall pretty easy
The quiz and z score
I found the quiz interesting
I like using z-score calculations in probability because I have experience with it in AP Statistics in high school and that was my favorite class.
I found it interesting learning more about z score","The quiz and z score
I like using z-score calculations in probability because I have experience with it in AP Statistics in high school and that was my favorite class.
I found it interesting learning more about z score
Histograms with no clear skews or trends.
I found the assignment 10 to be interesting."
"Writing code in matlab for M2
nothing
I thought the error was hard to pinpoint and correct because the data was unique and imperfect in many different ways
I believe nothing was confusing. We went over the concept quiz 3 and had an in class video (with an assignment).
After clashing techniques on how to reduce noise for data in MATLAB, I think that todays class is mostly clear. I plan on examining more how smoothing works in MATLAB in more detail","I am a little confused on how to make the main function call the sub functions with the right columns of data selected.
What was needed for the m2 file. We were in sure of what graph or other data to include in the submission.
We went over the concept quiz 3 and had an in class video (with an assignment).
It was confusing on what to write for the model question on the i class activity because we have not finished modeling the problem yet in MATLAB.
After clashing techniques on how to reduce noise for data in MATLAB, I think that todays class is mostly clear. I plan on examining more how smoothing works in MATLAB in more detail"
"I was confused on the process of finding v max for the graphs given.
I did not understand where and why we need references for Milestone 1 and it was something that made the assignment much more confusing than it had to as all this stuff is basic knowledge.
I was a bit confused between M1a and M1. M1a was due today and M1 is due a week from today.
The details of the video for Milestone 1a
It was slightly confusing to know how to read graphs and find velocity max. However, I was able to derive ideas to find slopes and find correct velocities.","I was confused on the process of finding v max for the graphs given.
It was a little confusing when looking at what we are supposed to explain in milestone 1- the way to code the solution or the way to get the solution.
It was confusing trying to figure out  what assignments were due and the difference between the assignments because they all have similar names.
The way that the given data for the tests was structured was confusing to understand because I got confused as to whether each test was repeated twice or ten times
I would have loved more clarification regarding A14 during todays class. While we focused a lot on the milestones, little to no mention was made of this assignment."
"SSE for M4 Technical brief
Using Hanes-Woolf / lineweaver-burn equations for getting the Km and Vmax in range
It was confusing to learn about milestone 4 and try to understand how to apply percent error to our algorithm.
nothing
I thought the specific ways we were expected to update the algorithms was unclear","It was confusing to learn about milestone 4 and try to understand how to apply percent error to our algorithm.
Getting km and vmax in the range of accepted values
I'm not sure what is required from M4.
I thought the specific ways we were expected to update the algorithms was unclear
it was confusing when i had to download the pdf and read ch 6 and 7"
"I found the discussion of concept quiz 3 to be interesting because it is over linear and nonlinear regression.
In class activity
I found that M2a as useful in confirming my understanding of non linear regression and interesting
Changing the code of conduct for the rest of the semester
I enjoyed talking about the most effective approaches from M1 with my team, and working through deciding which we will use for our project","The concept quiz 3 will be on non linear and linear regression which will be challenging but also doable.
Lots of stufio time to work on M2
One thing that was interesting was making the user defined functions for each of the numbers like Vmax and Km
I enjoyed talking about the most effective approaches from M1 with my team, and working through deciding which we will use for our project
The most interesting part was using or previous knowledge about non linear regression to convert a noisy set of data to a clean one."
"Calculating vo
Actually figuring out how to implement the new equations
Coding the parts to obtain calculations for v0 vmax and km
nothing
I think getting to know the data and different unique qualities are interesting. The project allows us to see the true nature of real data","I thought it was interesting that there are so many different ways to code each sub function.
I think getting to know the data and different unique qualities are interesting. The project allows us to see the true nature of real data
I found the in class video over bias and errors interesting. It allows us to look at our data to ensure nothing is wrong.
Working on m2 with my team and figuring out the different parameters
Actually figuring out how to implement the new equations"
"I found it interesting that there are multiple methods to find v max and km from our data set.
Enzyme linear approximation
I thought the i class activity was interesting since we found new ways to linearize data.
I found the different linearization equations to be the most interesting, as well as how it is applicable to our project.
The alternate ways of finding k and vmax","how we will put together all of our code and have a working function
I found the different linearization equations to be the most interesting, as well as how it is applicable to our project.
The alternate ways of finding k and vmax
Information on the contents of Concept Quiz 3
I found that the new equations presented in the in class activity to be interesting."
"Process for submitting assignments and quizzes
Slower explanation on how to work matlab. It is completely new to us!
The explanation of how to copy the files and open them in matlab was confusing.
Setting up mat lab drive was hard to do because it is hard to find assignments. A general folder for assignments would be good.
being able to access MATLAB Drive in the app took a while because it wasn't easy to see if it was downloading.","Slower explanation on how to work matlab. It is completely new to us!
Setting up mat lab drive was hard to do because it is hard to find assignments. A general folder for assignments would be good.
nothing. explanations were clear and understood! i was a little confused about submission to gradescope but it was solved quickly
Some things that were confusing was opening the files for the assignments, but that was expected. Someone eventually helped me out. However, something else I think would be useful is a calendar with all the due dates for upcoming assignments. For example if it included the pre-class videos and assignments.
I was confused on how to find out more information on other functions. Do i just type in help in the command window on Matlab?"
"Create smooth model line
I was confused on how exactly max, mean, and min work
A06
I found the logical arrays a little confusing
The xor function in matlab is still confusing to me.","I am still a bit confused about the find function and how to make matlab give you a value vs a location.
I was confused on how exactly max, mean, and min work
Some things that needed more details is the find function. Active learning #3
concatenating function is very confusing. I think we need a bit more examples
The xor function in matlab is still confusing to me."
"The discussion of the exam
Learning how changing the base cases between full and extended binary trees produces largely different results
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
Like last class, I still think recursion is something that I can grasp due to me being familiar with it already in a sense.
I like the idea of induction over strings.","the test results! omg!
Learning how changing the base cases between full and extended binary trees produces largely different results
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
I like the idea of induction over strings.
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting"
