generation,oracle
"I found it interesting that this is our last project and how much time will be spent on it.
working with my group
I found the process of problem scoping interesting. This is due to the fact that ypu need to view the problem ftom a variety of perspectives.
I liked the funny comic that was shown and it gave a good representation.
I found all the things you had to consider during the design process interesting","I found the time being able to work on the Assignment with my group to be the most helpful and interesting.
 I like the design process a lot more than tables and calculation.
I really enjoyed the project prompt that we were given because I thought there are some really interesting ways to solve the problem
I found the problem scoping part to be most interesting as I understand now how useful it is to engineering.
I think the fact that we are coming up with a solution that could improve campus is interesting because of how relevant it is to us as students."
"I wasn't really confused about anything
The class was well explained it helpful as it gave helpful insight on what and when to look for in terms of Homework and Quizzes.
The slides on the career exploration was a little confusing.
Nothing! Everything was pretty clear!
Nothing confusing","The slides on the career exploration was a little confusing
Exactly where assignments need to be submitted was a little confusing, as well as the naming scheme for certain assignments.
 The only thing that maybe could use more clarification is how andwherewe will be signing up for the engineering discipline classes
Why we use line plots over scatter plots
It's a little confusing navigating Brightspace to find everything."
"Solar panel specs
I found that the amount of carbon that a car with “good gas mileage” was interesting because it seemed large.
Trade offs in design was interesting, and I like how we delved into climate impacts and calculated our own carbon footprints to see what our impct on the planet was.
I found the class activity the most interesting. This was because it involved our own lives with our own cars.
I thought that the carbon footprint calculator was very interesting.","I thought that the most interesting thing in today's class was figuring out your carbon footprint. I did not know it before today and so thought it was nice to learn about.
The most interesting part of class was working through assignment 13 with my group.
 I found it very interesting that we got to find the amount of CO2 that our cars emit, it's nice to know what impact we have on theenvironment 
 I enjoyed the long amounts of time we had to work as a team on the assignment
I found the many ways to view trade-offs and the different ethical points that need to be considered to be the most interesting part of today's class."
"The class wasn't confusing today. The only part of the class that I found somewhat confusing was the In-Class Assignment. The directions were relatively straightforward but slightly confusing based off how they were conveyed.
I was confused on what parts we had to complete on assignment 16. After talking to my team we were able to figure it out!!
The problem statement that we wrote for the in class activity was confusing because I wasn't sure at first what we were writing it about. It took a while for me to figure out it was about the assignment 16.
Everything was explained well. My group faced a bit of confusion regarding what parts of the document A16 contained, but that was cleared up once Jeff visited our breakout room.
The assignment 16 expectations were confusing because there were conflicting messages in different places in brightspace. This needed clarification.","The part of A16 where we are tasked to come up with questionsandresponses is confusing because of the little amount of time we havetogain actual answers. 
 It was confusing on how to find the full project document because it wasn't in the same place as it was for other people.
what is needed for the first part of the assignment was inconsistent 
I was confused about the document and the specific tasks we needed to complete by next class
I was confused about the quiz over Module 32 because I checked beforeclass and the quiz was not available until class started so I missedthis assignment."
"I was confused on the details of what is due at 5A
I need more info on the laminar approach and how to derive the mathematical equations from the tables. How to make a mathematical models would be something I'd like to see more of.
the power equation and its variables
I don't think I had any questions or felt confused during today's class.
I found the in class assignment confusing. I did not know if you needed to use the formula or not.","This class wasnt very confusing, but the part where we went overformulas for finding perimiter of the shapes was somewhat confusing.
It was confusing that we calculated the height of a pipeline since we just learned full on data analysis.
The in class assignment was confusing in what the task was and how to complete it.
 I was confused about what kinds of models are necessary for assignment 10.
I'm confused on the laminar approach and how to calculate the volume"
"My team was confused when looking at the assignment 10. We didn't know how we should make the mathematical/physical models. I think we should go over that next class.
I was a bit confused on due dates and the general premise of assignment A10. I wish we would have spent more time going over what was expected in assignment A10. My internet connection was also unstable so that may have something to do with how well I understood the lecture.
More feedback on our submitted work.
for a10 how do we get measurements for the model. I have my shape overlayed on the model, but do I just go ahead and use the google maps scale to gather the information and call it an assumption or this more of a give piece of data.
Nothing was very confusing about the class, but I would rather have more time devoted to engineering concepts rather than research and citation making.","The due date of Assignment 10 and the information needed to complete it.
I think that APA citing resources could have been covered more to get a better understanding of how to cite APA and where to have sources cited.
How much detail is needed on these peer evaluations??
 Today's class was pretty clear. The discussion about how reservoirs work could have been clearer to help us better understand the process of how the energy is harvested.
the new project"
"A clearer description for overflow/underflow bins in excel would have been useful.
The in class activity gave my group some confusion because it was not explained in detail, and when breakout rooms opened, we did not understand the entire assignment.
I was confused by all the due dates and the way the bright space is set up. I forgot to do assignment A06 because it wasn't in the “To Do before class” category for class 4A
I am still confused on how to identify Underflow Bins.
i didn't understand that the histograms didn't need the date so i spent the whole break out room confused. I also think the breakout rooms should've been longer.","A clearer description for overflow/underflow bins in excel would have been useful.
The explanation of the way to format histograms was confusing as it was quick but didn't go over the more difficult stuff as well as I would have hoped.
I wish we saw the slide you were talking about that had al the due dates so we didn't have to find it later
The underflow and overflow was confusing for the bins.
The instructions for the in class assignment wasn't posted in the chat until near the end of the breakout room. This made the assignment difficult to complete."
"Nothing needed more clarification. I understood all of the material and believed it to be quite simple
I think we could have covered more things in today's time. Had a lot more time in first breakout room than was needed.
Everything went smoothly in today's class. The economic aspects of our upcoming project were explained well by Professor Menekse, and I'm very satisfied with today's lecture. I also appreciate the extended work time we got today.
nothing was confusing
Specifics of the in class activity.","Just for me personally, I had a hard time calculating thecapitalinvestment, but when you showed the slide on how to do it, ithelpedclarify some of my confusion
Something that was confusing in today's class was what apaybackperiodmeant. I wasn't sure if it was and actually length of time,oranamount of money per time. But I figured it out. 
I think the environmental analysis will prove to be confusing for class 8A.
 The equation was mostly explained but the excel portion was a little confusing
 The energy division for the assignment needs better clarification because we need specific values for the usage."
"I enjoyed discussing z scores and how they can be used to calculate probability. This is a very useful and practical skill that can be applied in many ways. It is nice to have a class which goes over how to use them and apply them.
skittles
z-scores can help to find probability of certain events.
I found the time spent working with my group and getting to know them better was most interesting.
The use of z-scores","Learning how to use the z score and putting it in practice 
 It was interesting how we can use the bell curve graphs to talk about probability. 
I found the skittles to be a fun and interesting example of how to use our skills to actually do something.
 It was interesting to learn more about histograms and how they can be used
 I enjoyed working with my group to complete the assignments because we got to work together and finish the work as a group"
"Nothing in today's class was particularly interesting.
I liked how we had enough class time to really get into A12 and divide out the work. Our team now has a good foundation for completing this assignment.
In built functions can be produced without having to make the graph itself
It was nice working with my group to create the graphs while talking about how our A10 went and how we were going to do A12.
It was interesting/nice to be able to have a lot of time to work on A12, it was also nicer that my group had actually already done A12 before on accident.","I liked how we had enough class time to really get into A12 and divide out the work.
It's interesting because we are analyzing the reservoir's functionality for a specific day
 The most interesting thing was working with my friends on the zoom.
It was interesting to analyze the volume vs time graphs and calculate the right slope per interval
The topics for the quiz and exam."
"Something I found most interesting in today's class was the usage of nature to create solutions to design problems. It feels like a very unique and interesting way to approach a solution to a problem.
I found the amount of types of ideas to generate very interesting because there is such a wide variety of things to think about.
I enjoyed learning about the biomimicry of beetle shells used to make very strong force resistant shells.
It was cool to notice all the little things that are used to improve road safety that I never really thought about before.
It was interesting seeing how humans are making technology that mimics animals.","Something I found most interesting in today's class was the usage ofnature to create solutions to design problems. It feels like a veryunique and interesting way to approach a solution to a problem.
The prompt for the quiz was interesting.
   What I found most interesting about today's class was howmuchprocessing goes into just brainstorming ideas that will then be usedtocreate a solution. 
The breakout group time we had to work with out groups 
Using Google to find patents and how it is all public information."
"Something that could have used more details in today's class was how to study for the in class quiz. I know we can go over past assignments and modules, but I think making a review guide with questions that are set up similarly to how they are going to be presented to us during the in class quiz would be extremely beneficial.
nothing
I thought it was confusing when we were going over the details of the design project as far as the problem we are trying to solve. If we're supposed to improve safety how should we go about objectively seeing safety information
How to incorperate stakeholders into the project.
Nothing","I found the difference between problem scoping and what we have been doing in each of the previous assignments confusing because the difference isn't really clear to me. As I read deeper into the assignment I hope this will be cleared up.
Something confusing was the the specific sections due in assignment A16, because the work given in the assignment is far too much to be due in one day. 
 Something that could have used more details in today's class was how to study for the in class quiz. I know we can go over past assignments and modules, but I think making a review guide with questions that are set up similarly to how they are going to be presented to us during the in class quiz would be extremely beneficial. 
 One thing that was confusing about today's class was do you account for criteria that isn't stated by the client in the problem statement or just in the table for criteria and constraints?
 I would've appreciated more time spent on how we are expected to empathize with different users. For online students like me it is unclear how we are expected to empathize with many different users when we aren't on campus and also when we don't know a large amount of people who live on or around campus."
"I found the advice on how to do the activity incredibly helpful. My team was wrongly doing the activity, and without the clarification likely would have turned it in without meeting the requirements.
I liked the evaluation of pros/cons of the costumer service. I think maybe you could give us questions to think about if we need to further evaluate pros/cons for any project
I enjoyed the idea of the in class activity despite the poor topic. It was good practice in determining pros and cons.
This whole assignees very interesting I greatly enjoy the using real world problems as o assignments
The french press / Keurig assignment was intriguing and I think I learned more about coffee from it.","I liked the evaluation of pros/cons of the costumer service. I think maybe you could give us questions to think about if we need to further evaluate pros/cons for any project 
I found the advice on how to do the activity incredibly helpful. My team was wrongly doing the activity, and without the clarification likely would have turned it in without meeting the requirements.
The breakout room was very help because our team was able to finalize our ideas for A17 and also get Jeff Hall's input! He was extremely helpful and now we're finished with the assignment. 
I enjoyed coming up with ideas and thought it was interesting to see how my teamates thoughts varied.
I was interested in seeing the evaluations that engineers use and how it was useful for us to make sure that the decisions made were the best one suited as the solution."
"I thought the most difficult aspect of today's class was determining how to prototype our ideas to show the functionality of them.
Today's class was little confusing and I didn't need any extra details.
The confusing part about today was figuring out how my group will make the prototypes and test them in life. This was confusing for us because one of our team members is off campus, so we need to figure out how to test the prototypes and how we are making them.
Everything made sense into today's class. But I wish there was more explanation to the ways we could create prototypes if the software option was not available to use. Other than that, everything made sense.
Prototyping","We as a team found it difficult to find out not only how we would build a prototype, and how to test it. Unless we make them individually, physical prototypes aren't really feasible due to ourseparation.
How we should develop a testing protocol is unclear. I don't remember going over it in the video modules and it isn't explained in the technical brief or assignment 17 instructions. I think going through an example of a testing protocol for the smart recycling bins would have been beneficial to the teams' understanding of what a testing protocol is and how to develop an effective one. 
The team was confused on what CAD software to use and some of the other elements of the assignment.
I am unsure of when A18 is due because bright space still has it down for next Friday. But it was said that we will work on it next Friday in class as well.
Thinking of prototypes while most of our ideas had to do with the road was confusing"
"The way the carbon emission was calculated was a tad bit confusing.
I found the carbon footprint information confusing because I was not sure how to take the environmental data from A13 and reflect a carbon footprint.
in-class activity
I thought that more details could have been given about the individual effects of climate change.
The only thing I was confused about was why density was included in the in class activity.","The carbon emissions calculation was a little confusing because I didn't understand where the numbers were coming from at first.
I was confused about the in class activity at first but when I discussed it with my group we figured it out. 
There wasn't much confusing work to do the only thing I can think of to be confusing was why we were giving the density of gasoline in our in class activity.
More details about how to calculate the 3 year payback period
I found the portion of the lecture on assumptions to be a little confusing, as it isn't made too clear the difference between an assumption and data that just isn't reliable."
"The Taum Sauk upper reservoir sketch for the tech brief was confusing because it did not detail  what the sketch was entailing when it came to calculations.
What was confusing about this class, was how are we supposed to know if to include something we think is a  constraint is one for the company too?
Something that needed more detail in today's class was the explanation of how hydroelectric plants create greenhouse gases.
Explanation for what the client memo was outlining
It was all pretty clear, there wasn't much that I was confused about in this lecture","Something that needed more detail in today's class is the specific parts of the assignment (A10).
What was a bit confusing was the source searching part of class. 
It would be helpful to have more details about the Sauk project and what we need to do for each milestone.
Explanation for what the client memo was outlining
I think that the documents for homework are some times confusing because the instructions are not the clearest"
"DLBs vs R-way RSTs trade-offs are really interesting
Building the DLB and the space usage versus the array implementation
RSTs
The DLB functionally. But confused as to how it would actually work in code and how it would be written
DLB is a cool way to organize data. 2 data structures in 1.","RSTs
Building the DLB and the space usage versus the array implementation
Using linked lists to reduce space overhead
DBL for searching and storage
DLBs vs R-way RSTs trade-offs are really interesting"
"LZW Corner Case
LZW
corner case in lwz expansion
lzw implementation
Pretty straightforward today!","LZW
Corner cases for LZW and how to implement lookahead
LZW Corner Case
lzw implementation
The expansion and compression of the corner cases"
"I think this is my favorite lecture so far, ever tree was really interesting.
The amount of different trees
Tries
search tree
radix search tries","black and red binary trees
RSTs
Searching with tries
search tree
Very interested to see what we can do with radix tries and the larger branching tries. They seem applicable to things in linguistics like autocomplete."
"DFS
DFS
When to use BFS or a DFS
Run-Time analysis of BFS
Dfs","DFS
BFS - how to keep track of what is seen/unseen
Run-Time analysis of BFS
runtime of BFS, graph density, runtime of 2 lists
runtime of BFS, graph density, runtime of 2 lists"
"LZW expansion and compression
New candies!!
Dara structures in compresssion
How compression works and seeing it displayed in a table. It helped to see it clearer
How LZW expansion circumvents the issue of the corner case","LZW Expansion
How compression works and seeing it displayed in a table. It helped to see it clearer
LZW
New candies!!
How LZW expansion circumvents the issue of the corner case"
"what is a nodelet in a DLB? does every node in a linked list count as a nodelet?
Implementation of DLB is confusing. Trees/Tries use arrays and DLBs used linked lists but are these linked lists still contained in nodes or so they connect the levels as well? (does each linked list point to both sibling and child?)
dlb
Everything actually made a lot of sense today
DLB","DLBs
what is a nodelet in a DLB? does every node in a linked list count as a nodelet?
Does Multi-way RST have linked implementation or would that make it a DLB?
Implementation of DLB is confusing. Trees/Tries use arrays and DLBs used linked lists but are these linked lists still contained in nodes or so they connect the levels as well? (does each linked list point to both sibling and child?)
Understanding what each variable meant in the runtime analyses"
"The traversal without recursion
bst using iteration
Nothing
iterative pre-order
The order of pushing and popping for each traversal on a BST","Post order stack pseudo code was much more confusing that pre order or in order.
How red-black bst compare to regular arrays for searching for keys
In-Order and Post-Order traversal, I get the idea but I want more practice
Tracing stack calls in iterative traversals was most confusing
I am honestly still the most confused about the process of balancing a red-black BST. often multiple corrections need to take place at once, and it can be confusing which happens when."
"I enjoyed the time that the teacher gave on Monday to work on our projects. I thought this was helpful.
I found the introduction to the Taum Sawk project very interesting
I liked the review that we had on what we learned. was a good refresher before the test
The start of class video
New reservoir project.","The start of class video
I found the Tom Sauk Project to be interesting. I also found how water is converted into electricity to be interesting.
Applying what we have been learning with regards to stakeholders to a realistic situation in Purdue and West Lafayette in the quiz.
I enjoyed the time that the teacher gave on Monday to work on our projects. I thought this was helpful.
I liked the review that we had on what we learned. was a good refresher before the test"
"Uses of histograms
Creating histograms to represent large populations of data
Calculating probability using z-score and histograms
I found how modifying the overflow and underfloor vins can dramatically change the shape of a histogram, depending on the data, to be interesting.
Finding probability using excel and equations.","Calculating probability using z-score and histograms
I found how modifying the overflow and underfloor vins can dramatically change the shape of a histogram, depending on the data, to be interesting.
Finding probability using excel and equations.
I really like the excel work and the project we doing we are doing.
Creating histograms to represent large populations of data"
"The confusing part of today's class was how to make the text curved.
N/A
Weighted decision matrix
The type of prototypes that we have to make by Monday for testing.
Prototype requirements","I found some of the instructions on the CAD assignment difficult
The type of prototypes that we have to make by Monday for testing.
Prototype requirements
The confusing part of today's class was how to make the text curved.
Weighted decision matrix"
"Histograms with no clear skews or trends.
The quiz and z score
The quiz I thought was overall pretty easy
I like using z-score calculations in probability because I have experience with it in AP Statistics in high school and that was my favorite class.
I found the quiz interesting","The quiz and z score
I like using z-score calculations in probability because I have experience with it in AP Statistics in high school and that was my favorite class.
I found it interesting learning more about z score
Histograms with no clear skews or trends.
I found the assignment 10 to be interesting."
"Writing code in matlab for M2
After clashing techniques on how to reduce noise for data in MATLAB, I think that todays class is mostly clear. I plan on examining more how smoothing works in MATLAB in more detail
I believe nothing was confusing. We went over the concept quiz 3 and had an in class video (with an assignment).
I was confused on the coding for V0
nothing","I am a little confused on how to make the main function call the sub functions with the right columns of data selected.
What was needed for the m2 file. We were in sure of what graph or other data to include in the submission.
We went over the concept quiz 3 and had an in class video (with an assignment).
It was confusing on what to write for the model question on the i class activity because we have not finished modeling the problem yet in MATLAB.
After clashing techniques on how to reduce noise for data in MATLAB, I think that todays class is mostly clear. I plan on examining more how smoothing works in MATLAB in more detail"
"It was slightly confusing to know how to read graphs and find velocity max. However, I was able to derive ideas to find slopes and find correct velocities.
nothing
It was a little confusing when looking at what we are supposed to explain in milestone 1- the way to code the solution or the way to get the solution.
I was confused on how to find V0 for the Milestone and how to know when the ranger line is to steep
Nothing everything was good","I was confused on the process of finding v max for the graphs given.
It was a little confusing when looking at what we are supposed to explain in milestone 1- the way to code the solution or the way to get the solution.
It was confusing trying to figure out  what assignments were due and the difference between the assignments because they all have similar names.
The way that the given data for the tests was structured was confusing to understand because I got confused as to whether each test was repeated twice or ten times
I would have loved more clarification regarding A14 during todays class. While we focused a lot on the milestones, little to no mention was made of this assignment."
"I'm not sure what is required from M4. After reading the answer sheet, I still don't understand how we're supposed to change the code a second time. I need more information on what is expected from us.
Using Hanes-Woolf / lineweaver-burn equations for getting the Km and Vmax in range
It was confusing to learn about milestone 4 and try to understand how to apply percent error to our algorithm.
I would have loved more clarification I. Which substrates we are supposed to calculate for in M4
it was confusing when i had to download the pdf and read ch 6 and 7","It was confusing to learn about milestone 4 and try to understand how to apply percent error to our algorithm.
Getting km and vmax in the range of accepted values
I'm not sure what is required from M4.
I thought the specific ways we were expected to update the algorithms was unclear
it was confusing when i had to download the pdf and read ch 6 and 7"
"The most interesting part was using or previous knowledge about non linear regression to convert a noisy set of data to a clean one.
In class activity
One thing that was interesting was making the user defined functions for each of the numbers like Vmax and Km
Lots of stufio time to work on M2
Going around asking how we were approaching our functions really helped us figure out if there were any issues with it","The concept quiz 3 will be on non linear and linear regression which will be challenging but also doable.
Lots of stufio time to work on M2
One thing that was interesting was making the user defined functions for each of the numbers like Vmax and Km
I enjoyed talking about the most effective approaches from M1 with my team, and working through deciding which we will use for our project
The most interesting part was using or previous knowledge about non linear regression to convert a noisy set of data to a clean one."
"Calculating vo
Coding the parts to obtain calculations for v0 vmax and km
I thought it was interesting that there are so many different ways to code each sub function.
Working on m2 with my team and figuring out the different parameters
I found the step by step procedure the most interesting. The algorithm is the other name for it.","I thought it was interesting that there are so many different ways to code each sub function.
I think getting to know the data and different unique qualities are interesting. The project allows us to see the true nature of real data
I found the in class video over bias and errors interesting. It allows us to look at our data to ensure nothing is wrong.
Working on m2 with my team and figuring out the different parameters
Actually figuring out how to implement the new equations"
"The new model that we have been introduced to, in order to implement the  analysis required for the project
Enzyme linear approximation
Learning two different methods to find the slope intercept equation was neat as it allowed me to get a better understanding of the topic.
The alternate ways of finding k and vmax
I found the different models to be interesting. I liked how we discussed three of the different linearization models.","how we will put together all of our code and have a working function
I found the different linearization equations to be the most interesting, as well as how it is applicable to our project.
The alternate ways of finding k and vmax
Information on the contents of Concept Quiz 3
I found that the new equations presented in the in class activity to be interesting."
"Just explaining things a bit slower, I would look down at my laptop to follow along and when I would look back at the screen you would already be 3 steps ahead. My whole table was very lost as you were explaining.
nothing. explanations were clear and understood! i was a little confused about submission to gradescope but it was solved quickly
being able to access MATLAB Drive in the app took a while because it wasn't easy to see if it was downloading.
Going through how to save files to MatLab was the most confusing thing in class today. It just had a good amount of steps that were hard to follow.
Slower explanation on how to work matlab. It is completely new to us!","Slower explanation on how to work matlab. It is completely new to us!
Setting up mat lab drive was hard to do because it is hard to find assignments. A general folder for assignments would be good.
nothing. explanations were clear and understood! i was a little confused about submission to gradescope but it was solved quickly
Some things that were confusing was opening the files for the assignments, but that was expected. Someone eventually helped me out. However, something else I think would be useful is a calendar with all the due dates for upcoming assignments. For example if it included the pre-class videos and assignments.
I was confused on how to find out more information on other functions. Do i just type in help in the command window on Matlab?"
"I found the logical arrays a little confusing
I was slightly confused on problem 3 for A06. I am not sure how to make the line smooth.
part c on question 2 of A06
concatenating function is very confusing. I think we need a bit more examples
A06","I am still a bit confused about the find function and how to make matlab give you a value vs a location.
I was confused on how exactly max, mean, and min work
Some things that needed more details is the find function. Active learning #3
concatenating function is very confusing. I think we need a bit more examples
The xor function in matlab is still confusing to me."
"Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
The discussion of the exam
The applications of the recursive method
the test results! omg!
I like the idea of induction over strings.","the test results! omg!
Learning how changing the base cases between full and extended binary trees produces largely different results
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
I like the idea of induction over strings.
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting"
"Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
The discussion of the exam
The applications of the recursive method
the test results! omg!
I like the idea of induction over strings.","the test results! omg!
Learning how changing the base cases between full and extended binary trees produces largely different results
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
I like the idea of induction over strings.
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting"
"Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
The discussion of the exam
The applications of the recursive method
the test results! omg!
I like the idea of induction over strings.","the test results! omg!
Learning how changing the base cases between full and extended binary trees produces largely different results
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
I like the idea of induction over strings.
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting"
