generation,oracle
" The problem statement that we wrote for the in class activity was confusing because I wasn't sure at first what we were writing it about. It took a while for me to figure out it was about the assignment 16. 
 I thought the project four was confusing 
 I would have wanted to go over what is on 9B's quiz more 
 The location of the assignment and the numbered steps of the assignment were confusing. 
 it was somewhat confusing how broad the project is, and its confusing as far as what we need to turn in for this friday ","The part of A16 where we are tasked to come up with questionsandresponses is confusing because of the little amount of time we havetogain actual answers. 
 It was confusing on how to find the full project document because it wasn't in the same place as it was for other people.
what is needed for the first part of the assignment was inconsistent 
I was confused about the document and the specific tasks we needed to complete by next class
I was confused about the quiz over Module 32 because I checked beforeclass and the quiz was not available until class started so I missedthis assignment."
" It was confusing that we calculated the height of a pipeline since we just learned full on data analysis. 
 I found the in class assignment confusing. I did not know if you needed to use the formula or not. 
 I was confused about how to make the graph for the laminar approach. There was not a lot of info given on how to make the regression during class. 
 the power equation and its variables 
 I am confused on exactly what calculations need to be made for the A10 assignment. I do not know how to get certain numbers out of the data we were given. ","This class wasnt very confusing, but the part where we went overformulas for finding perimiter of the shapes was somewhat confusing.
It was confusing that we calculated the height of a pipeline since we just learned full on data analysis.
The in class assignment was confusing in what the task was and how to complete it.
 I was confused about what kinds of models are necessary for assignment 10.
I'm confused on the laminar approach and how to calculate the volume"
" the new project 
 I did not understand the APA style of notation. In this class, I have gotten points taken off for having the assignment in APA. I cannot find a resource to how to make these references correctly. 
 I'm not sure if this is in the plan for Friday, but if we could go through some of the math methods for A10 that would be great. There was nothing terribly confusing in the lecture, but it didn't really cover the thing that I am confused by. 
 The most confusing part of today's lesson was figuring out which part of the technical brief was part of A10 and A12 
 The details of what we were supposed to be working on during the studio time. The assignment is long and talked ab things I don't think we have learned yet ","The due date of Assignment 10 and the information needed to complete it.
I think that APA citing resources could have been covered more to get a better understanding of how to cite APA and where to have sources cited.
How much detail is needed on these peer evaluations??
 Today's class was pretty clear. The discussion about how reservoirs work could have been clearer to help us better understand the process of how the energy is harvested.
the new project"
" Nothing much. I think I just need to get more comfortable using histograms and understanding how to set them up using excel. 
 I was confused about how the in class quiz will work and what it is over. 
 I feel like everything seemed to be pretty straight forward today! I was not confused about anything today! I felt that we really went over histograms well and it seemed to make sense to me! 
 Nothing was confusing 
 It's a little confusing on knowing which graph or chart to use or if you can use more than one. ","A clearer description for overflow/underflow bins in excel would have been useful.
The explanation of the way to format histograms was confusing as it was quick but didn't go over the more difficult stuff as well as I would have hoped.
I wish we saw the slide you were talking about that had al the due dates so we didn't have to find it later
The underflow and overflow was confusing for the bins.
The instructions for the in class assignment wasn't posted in the chat until near the end of the breakout room. This made the assignment difficult to complete."
" Everything went smoothly in today's class. The economic aspects of our upcoming project were explained well by Professor Menekse, and I'm very satisfied with today's lecture. I also appreciate the extended work time we got today. 
 Nothing needed more clarification. I understood all of the material and believed it to be quite simple 
 I would like it if the professor let us know when our grades were put in so we could check them sooner. 
 My group had confusion on our assignment 12 feedback, but we got our questions answered. 
 I was unsure about some of the constraints that were revealed in class about A13 as I did not see them in the technical brief or the assignment's information page, specifically about the amount of time that the payback period must be under. ","Just for me personally, I had a hard time calculating thecapitalinvestment, but when you showed the slide on how to do it, ithelpedclarify some of my confusion
Something that was confusing in today's class was what apaybackperiodmeant. I wasn't sure if it was and actually length of time,oranamount of money per time. But I figured it out. 
I think the environmental analysis will prove to be confusing for class 8A.
 The equation was mostly explained but the excel portion was a little confusing
 The energy division for the assignment needs better clarification because we need specific values for the usage."
" What I found interesting about today's class was how easy probability can be calculated when looking at a normal histogram. 
 Today I enjoyed learning about the z scores and probability because statistics was always interesting to me in high school and I enjoy learning about it. 
 z-scores can help to find probability of certain events. 
 skittles 
 How a normal curve in a histogram can be transformed into a frequency percentage ","Learning how to use the z score and putting it in practice 
 It was interesting how we can use the bell curve graphs to talk about probability. 
I found the skittles to be a fun and interesting example of how to use our skills to actually do something.
 It was interesting to learn more about histograms and how they can be used
 I enjoyed working with my group to complete the assignments because we got to work together and finish the work as a group"
" I liked working through the problem and finding out I had a big portion of the work done already 
 Taum sauk i guess 
 Nothing in today's class was particularly interesting. 
 I found A12 interesting and I am looking forward to working on it with my team. It's interesting because we are analyzing the reservoir's functionality for a specific day. 
 Calculating slope for the volume in relation to time was interesting because I think excel is interesting in general ","I liked how we had enough class time to really get into A12 and divide out the work.
It's interesting because we are analyzing the reservoir's functionality for a specific day
 The most interesting thing was working with my friends on the zoom.
It was interesting to analyze the volume vs time graphs and calculate the right slope per interval
The topics for the quiz and exam."
" What I found most interesting about today's class was how much processing goes into just brainstorming ideas that will then be used to create a solution. 
 The breakout group time we had to work with out groups 
 Learning about different types of problem solving 
 I enjoyed learning about biomimicry. 
 Using Google to find patents and how it is all public information. ","Something I found most interesting in today's class was the usage ofnature to create solutions to design problems. It feels like a veryunique and interesting way to approach a solution to a problem.
The prompt for the quiz was interesting.
   What I found most interesting about today's class was howmuchprocessing goes into just brainstorming ideas that will then be usedtocreate a solution. 
The breakout group time we had to work with out groups 
Using Google to find patents and how it is all public information."
" We were confused about finding certain documents for the assignments but we eventually found them. 
 One thing that was confusing about today's class was do you account for criteria that isn't stated by the client in the problem statement or just in the table for criteria and constraints? 
 Nothing was confusing or hard in today's class. It was pretty straightforward and smooth. No technological errors or other difficulties. It was somewhat hard 
 The project goalposts were confusing because they're so soon and we have a lot to crunch into 2 days. 
 How to incorperate stakeholders into the project. ","I found the difference between problem scoping and what we have been doing in each of the previous assignments confusing because the difference isn't really clear to me. As I read deeper into the assignment I hope this will be cleared up.
Something confusing was the the specific sections due in assignment A16, because the work given in the assignment is far too much to be due in one day. 
 Something that could have used more details in today's class was how to study for the in class quiz. I know we can go over past assignments and modules, but I think making a review guide with questions that are set up similarly to how they are going to be presented to us during the in class quiz would be extremely beneficial. 
 One thing that was confusing about today's class was do you account for criteria that isn't stated by the client in the problem statement or just in the table for criteria and constraints?
 I would've appreciated more time spent on how we are expected to empathize with different users. For online students like me it is unclear how we are expected to empathize with many different users when we aren't on campus and also when we don't know a large amount of people who live on or around campus."
" The french press / Keurig assignment was intriguing and I think I learned more about coffee from it. 
 I liked the evaluation of pros/cons of the costumer service. I think maybe you could give us questions to think about if we need to further evaluate pros/cons for any project 
 This whole design project really appeals to me and I'm excited to draw out the sketches for my group. 
 I found the advice on how to do the activity incredibly helpful. My team was wrongly doing the activity, and without the clarification likely would have turned it in without meeting the requirements. 
 Going over what we should do in assignment 17 was extremely helpful to my team. We would have done the assignment incorrectly if we hadn't gone over the assignment expectations in class. ","I liked the evaluation of pros/cons of the costumer service. I think maybe you could give us questions to think about if we need to further evaluate pros/cons for any project 
I found the advice on how to do the activity incredibly helpful. My team was wrongly doing the activity, and without the clarification likely would have turned it in without meeting the requirements.
The breakout room was very help because our team was able to finalize our ideas for A17 and also get Jeff Hall's input! He was extremely helpful and now we're finished with the assignment. 
I enjoyed coming up with ideas and thought it was interesting to see how my teamates thoughts varied.
I was interested in seeing the evaluations that engineers use and how it was useful for us to make sure that the decisions made were the best one suited as the solution."
" I thought the most difficult aspect of today's class was determining how to prototype our ideas to show the functionality of them. 
 I was confused about how to make a prototype for one of our designs originally. 
 We as a team found it difficult to find out not only how we would build a prototype, and how to test it. Unless we make them individually, physical prototypes aren't really feasible due to our separation. Additionally we couldn't figure out doable but also reliable ways to test our prototypes. 
 I didn't get what materials i should use for prototype 
 Today's class was little confusing and I didn't need any extra details. ","We as a team found it difficult to find out not only how we would build a prototype, and how to test it. Unless we make them individually, physical prototypes aren't really feasible due to ourseparation.
How we should develop a testing protocol is unclear. I don't remember going over it in the video modules and it isn't explained in the technical brief or assignment 17 instructions. I think going through an example of a testing protocol for the smart recycling bins would have been beneficial to the teams' understanding of what a testing protocol is and how to develop an effective one. 
The team was confused on what CAD software to use and some of the other elements of the assignment.
I am unsure of when A18 is due because bright space still has it down for next Friday. But it was said that we will work on it next Friday in class as well.
Thinking of prototypes while most of our ideas had to do with the road was confusing"
" in-class activity 
 I found the carbon footprint information confusing because I was not sure how to take the environmental data from A13 and reflect a carbon footprint. 
 The only thing I was confused about was why density was included in the in class activity. 
 The way the carbon emission was calculated was a tad bit confusing. 
 I didn't find much to be confusing, it was mainly an explanation of trade offs and climate change, along with work time. ","The carbon emissions calculation was a little confusing because I didn't understand where the numbers were coming from at first.
I was confused about the in class activity at first but when I discussed it with my group we figured it out. 
There wasn't much confusing work to do the only thing I can think of to be confusing was why we were giving the density of gasoline in our in class activity.
More details about how to calculate the 3 year payback period
I found the portion of the lecture on assumptions to be a little confusing, as it isn't made too clear the difference between an assumption and data that just isn't reliable."
" Everything explained was clear. 
 It was all pretty clear, there wasn't much that I was confused about in this lecture 
 i was having wifi problems at the beginning of the class so the discussion at the beginning was confusing. 
 Everything was clear over the material that was discussed in class 
 The expectations for Assignment 10 were very unclear. During our studio time it took us a very long time to understand what exactly was ""due"" on the technical brief. ","Something that needed more detail in today's class is the specific parts of the assignment (A10).
What was a bit confusing was the source searching part of class. 
It would be helpful to have more details about the Sauk project and what we need to do for each milestone.
Explanation for what the client memo was outlining
I think that the documents for homework are some times confusing because the instructions are not the clearest"
" DBL for searching and storage 
 DLB is a cool way to organize data. 2 data structures in 1. 
 How DLB saves space 
 dlb 
 Different runtime considerations of trees and tries ","RSTs
Building the DLB and the space usage versus the array implementation
Using linked lists to reduce space overhead
DBL for searching and storage
DLBs vs R-way RSTs trade-offs are really interesting"
" how to decide to use the fixed bits of codewords during compression 

 LZW Corner Case 
 The process of expansion was not clear 
 lzw implementation ","LZW
Corner cases for LZW and how to implement lookahead
LZW Corner Case
lzw implementation
The expansion and compression of the corner cases"
" nothing 
 The amount of different trees 
 I found the BST stuff interesting! 
 na 
 RSTs ","black and red binary trees
RSTs
Searching with tries
search tree
Very interested to see what we can do with radix tries and the larger branching tries. They seem applicable to things in linguistics like autocomplete."
" N/a 
 When to use BFS or a DFS 
 DFS 
 Run-Time analysis of BFS 
 BFS - how to keep track of what is seen/unseen ","DFS
BFS - how to keep track of what is seen/unseen
Run-Time analysis of BFS
runtime of BFS, graph density, runtime of 2 lists
runtime of BFS, graph density, runtime of 2 lists"
" lzw compression and expansion 
 lzw 
 The practice problems and candy :) 
 LZW expansion and compression 
 lzw compress expand ","LZW Expansion
How compression works and seeing it displayed in a table. It helped to see it clearer
LZW
New candies!!
How LZW expansion circumvents the issue of the corner case"
" Drawing out the dlb tree and how the siblings are placed 
 Runtimes of everything, too many to keep track of 

 what is a nodelet in a DLB? does every node in a linked list count as a nodelet? 
 DLB ","DLBs
what is a nodelet in a DLB? does every node in a linked list count as a nodelet?
Does Multi-way RST have linked implementation or would that make it a DLB?
Implementation of DLB is confusing. Trees/Tries use arrays and DLBs used linked lists but are these linked lists still contained in nodes or so they connect the levels as well? (does each linked list point to both sibling and child?)
Understanding what each variable meant in the runtime analyses"
" How we identify the leftmost leaf (vs the leftmost node) 
 The order of pushing and popping for each traversal on a BST 
 BST search using iteration 
 iterative pre-order 
 Post order stack pseudo code was much more confusing that pre order or in order. ","Post order stack pseudo code was much more confusing that pre order or in order.
How red-black bst compare to regular arrays for searching for keys
In-Order and Post-Order traversal, I get the idea but I want more practice
Tracing stack calls in iterative traversals was most confusing
I am honestly still the most confused about the process of balancing a red-black BST. often multiple corrections need to take place at once, and it can be confusing which happens when."
" I found the introduction to the Taum Sawk project very interesting 
 The start of class video 
 I liked the review that we had on what we learned. was a good refresher before the test 
 Tatum Sauk Reservoir 
 Applying what we have been learning with regards to stakeholders to a realistic situation in Purdue and West Lafayette in the quiz. ","The start of class video
I found the Tom Sauk Project to be interesting. I also found how water is converted into electricity to be interesting.
Applying what we have been learning with regards to stakeholders to a realistic situation in Purdue and West Lafayette in the quiz.
I enjoyed the time that the teacher gave on Monday to work on our projects. I thought this was helpful.
I liked the review that we had on what we learned. was a good refresher before the test"
" Finding probability using excel and equations. 

 Creating histograms to represent large populations of data 
 Calculating probability using z-score and histograms 
 Uses of histograms ","Calculating probability using z-score and histograms
I found how modifying the overflow and underfloor vins can dramatically change the shape of a histogram, depending on the data, to be interesting.
Finding probability using excel and equations.
I really like the excel work and the project we doing we are doing.
Creating histograms to represent large populations of data"
"
 The type of prototypes that we have to make by Monday for testing.  
 Weighted decision matrix 
 The confusing part of today's class was how to make the text curved. 
 nothing ","I found some of the instructions on the CAD assignment difficult
The type of prototypes that we have to make by Monday for testing.
Prototype requirements
The confusing part of today's class was how to make the text curved.
Weighted decision matrix"
" I found the quiz interesting 
 I like using z-score calculations in probability because I have experience with it in AP Statistics in high school and that was my favorite class. 

 The quiz and z score 
 Histograms with no clear skews or trends. ","The quiz and z score
I like using z-score calculations in probability because I have experience with it in AP Statistics in high school and that was my favorite class.
I found it interesting learning more about z score
Histograms with no clear skews or trends.
I found the assignment 10 to be interesting."
" Accounting for the limitations of our algorithm  
 After clashing techniques on how to reduce noise for data in MATLAB, I think that todays class is mostly clear. I plan on examining more how smoothing works in MATLAB in more detail  

 I thought the error was hard to pinpoint and correct because the data was unique and imperfect in many different ways  
 Everything in todays class makes sense ","I am a little confused on how to make the main function call the sub functions with the right columns of data selected.
What was needed for the m2 file. We were in sure of what graph or other data to include in the submission.
We went over the concept quiz 3 and had an in class video (with an assignment).
It was confusing on what to write for the model question on the i class activity because we have not finished modeling the problem yet in MATLAB.
After clashing techniques on how to reduce noise for data in MATLAB, I think that todays class is mostly clear. I plan on examining more how smoothing works in MATLAB in more detail"
" I was confused on the process of finding v max for the graphs given. 
 I wad confused on how to calculate the Vmax. 
 The way that the given data for the tests was structured was confusing to understand because I got confused as to whether each test was repeated twice or ten times  
 When we need to do what for some of the team assignment stuff can get a bit confusing. 
 Class today was pretty straight forward  ","I was confused on the process of finding v max for the graphs given.
It was a little confusing when looking at what we are supposed to explain in milestone 1- the way to code the solution or the way to get the solution.
It was confusing trying to figure out  what assignments were due and the difference between the assignments because they all have similar names.
The way that the given data for the tests was structured was confusing to understand because I got confused as to whether each test was repeated twice or ten times
I would have loved more clarification regarding A14 during todays class. While we focused a lot on the milestones, little to no mention was made of this assignment."
"
 it was confusing when i had to download the pdf and read ch 6 and 7 
 I would have loved more clarification I. Which substrates we are supposed to calculate for in M4 
 nothing 
 I thought the specific ways we were expected to update the algorithms was unclear ","It was confusing to learn about milestone 4 and try to understand how to apply percent error to our algorithm.
Getting km and vmax in the range of accepted values
I'm not sure what is required from M4.
I thought the specific ways we were expected to update the algorithms was unclear
it was confusing when i had to download the pdf and read ch 6 and 7"
" I enjoyed talking about the most effective approaches from M1 with my team, and working through deciding which we will use for our project 
 What I found the most interesting is how I can build up my code during the in class activity and then apply it in the milestone. 
 In class activity 
 The content of our project we had to work on  
 I was interested in manipulating the data given to find the derivative which gives us the velocity of the enzymes. We then used that data to find specific values ","The concept quiz 3 will be on non linear and linear regression which will be challenging but also doable.
Lots of stufio time to work on M2
One thing that was interesting was making the user defined functions for each of the numbers like Vmax and Km
I enjoyed talking about the most effective approaches from M1 with my team, and working through deciding which we will use for our project
The most interesting part was using or previous knowledge about non linear regression to convert a noisy set of data to a clean one."
"
 Calculating vo 
 nothing 
 Working on m2 with my team and figuring out the different parameters  
 How everything is coming together. We are starting to get relevant data and we can clearly make graphs that show it. ","I thought it was interesting that there are so many different ways to code each sub function.
I think getting to know the data and different unique qualities are interesting. The project allows us to see the true nature of real data
I found the in class video over bias and errors interesting. It allows us to look at our data to ensure nothing is wrong.
Working on m2 with my team and figuring out the different parameters
Actually figuring out how to implement the new equations"
" I thought it was cool that there are different benefits and downsides to different linearization methods 
 Learning two different methods to find the slope intercept equation was neat as it allowed me to get a better understanding of the topic.  
 The new model that we have been introduced to, in order to implement the  analysis required for the project  
 I found that the new equations presented in the in class activity to be interesting. 
 nothing ","how we will put together all of our code and have a working function
I found the different linearization equations to be the most interesting, as well as how it is applicable to our project.
The alternate ways of finding k and vmax
Information on the contents of Concept Quiz 3
I found that the new equations presented in the in class activity to be interesting."
" The explanation of how to copy the files and open them in matlab was confusing. 
 Initially struggled with running a p file, got it once it was explained. 
 nothing. explanations were clear and understood! i was a little confused about submission to gradescope but it was solved quickly 
 Process for submitting assignments and quizzes 
 Some things that were confusing was opening the files for the assignments, but that was expected. Someone eventually helped me out.     However, something else I think would be useful is a calendar with all the due dates for upcoming assignments. For example if it included the pre-class videos and assignments. ","Slower explanation on how to work matlab. It is completely new to us!
Setting up mat lab drive was hard to do because it is hard to find assignments. A general folder for assignments would be good.
nothing. explanations were clear and understood! i was a little confused about submission to gradescope but it was solved quickly
Some things that were confusing was opening the files for the assignments, but that was expected. Someone eventually helped me out. However, something else I think would be useful is a calendar with all the due dates for upcoming assignments. For example if it included the pre-class videos and assignments.
I was confused on how to find out more information on other functions. Do i just type in help in the command window on Matlab?"
" I am still a bit confused about the find function and how to make matlab give you a value vs a location. 

 Nothing in particular. 
 A06 
 When you were talking about the submission problem regarding multiple .m files ","I am still a bit confused about the find function and how to make matlab give you a value vs a location.
I was confused on how exactly max, mean, and min work
Some things that needed more details is the find function. Active learning #3
concatenating function is very confusing. I think we need a bit more examples
The xor function in matlab is still confusing to me."
" I like the idea of induction over strings. 

 Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting 
 The applications of the recursive method 
 the test results! omg!  ","the test results! omg!
Learning how changing the base cases between full and extended binary trees produces largely different results
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
I like the idea of induction over strings.
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting"
" I like the idea of induction over strings. 

 Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting 
 The applications of the recursive method 
 the test results! omg!  ","the test results! omg!
Learning how changing the base cases between full and extended binary trees produces largely different results
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
I like the idea of induction over strings.
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting"
" I like the idea of induction over strings. 

 Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting 
 The applications of the recursive method 
 the test results! omg!  ","the test results! omg!
Learning how changing the base cases between full and extended binary trees produces largely different results
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting
I like the idea of induction over strings.
Recursion is interesting especially with the example about length of swapping characters. The logic in such an easy process for us to compute is interesting"
