oracle,chat_gpt
Most of the students had no confusion related to the material covered in class. A few of the students would like clarity over the tree traversal methods and how the use of subtrees can help compute things recursively. I would suggest going over these topics at the beginning of next lecture.,"Students found strong induction interesting and challenging, especially in setting up base cases. Some were confused by topics such as hiding binary trees and building new trees, but overall the class was well-received."
There seems to be a lot of confusion related to the algorithms covered in class. I would suggest going over examples related to augmenting paths and how to find them in a network flow. Along with that I would also suggest going over Ford Fulkerson and Edmond's Karp.,"Students found strong induction interesting and enjoyed setting up base cases, but some topics such as Dijkstra's algorithm, backward paths, and certain algorithms like Edmonds Karp and Ford Fulkerson were confusing and require further clarification."
There seems to be no confusion among the students about the material covered in class. A few of the students would like to go over the run times of the tree data structures that were covered in class. I would suggest going over a few run time examples to help students clarify their doubts.,"Students found strong induction interesting but challenging, with a focus on setting up base cases. Some students were confused by runtimes of radial search trees, while others had no confusion."
Students enjoyed learning about the backtracking and how it worked. A few students enjoyed learning about pruning. Along with that students enjoyed the way the professor explained recursion so I would suggest continue explaining this way in the future as well. ,"Students found strong induction and backtracking to be the most interesting topics in the lecture. They enjoyed applying pruning techniques, setting up base cases, and understanding the generalization of algorithms. Some students also found the explanation of recursion and big O notation helpful."
Students enjoyed learning about the different types of trees and tries. Each of the students enjoyed different aspects of each of the data structures. Another student enjoyed learning about prefix symbol tables.,Students found strong induction and prefix symbol tables interesting in today's class. They enjoyed setting up base cases to help with proofs and learning about different types of ADTs for searching problems.
Students enjoyed learning about recursion and recursion methods related to the Tree data Structure. Along with that students also enjoyed the in-depth discussions related to Trees and Binary Trees. One of the students liked that the examples presented in class were in code rather than sudoku.,"The lecture covered the applications of binary trees and their implementation in code. Students enjoyed understanding recursive methods for calculating the height and number of nodes, and appreciated the use of code examples over other methods."
Students would like more clarity over runtime analysis. There seems to be confusion related to the different types of O Notations. I would suggest going over the different types of O notations and also review some of the algorithms covered in class. ,"Students found strong induction interesting but challenging, and requested more clarification on topics such as brute force solutions, runtime analysis, and asymptotic analysis. They also expressed a desire for more examples and review on summation rules and O notation."
Students enjoyed learning about Prim's Algorithm and its purpose. Students also enjoyed learning through the different types of examples given in class. I would suggest using similar examples for other concepts as well since students like learning from these types of examples. ,"In today's class, students found strong induction and its application in proofs interesting. They also enjoyed learning about the dynamic connectivity problem, Prim's Algorithm with priority queue, and walking through union examples with code for union find API."
"Many students found that the traversing method was particularly confusing. The students often related this to trees and the tree interface. There were also some issues regarding traveling order and memory scale. It might be prudent to review some of the problems related to these concepts, as it might help the students.","In this class, students found strong induction to be interesting, and enjoyed working through example proofs such as the postage problem. Some students were confused about tree traversal methods and recursion, and requested further clarity and examples."
"The students found that the Big O notation portion of the lecture was helpful for them in better understanding the material. Students also found that the discussions about runtime were interesting. The other parts that the students enjoyed included algorithm analysis, example problems, and the threesum problems.","The lecture covered topics on strong induction and big O notation, with students finding the application of base cases, algorithm analysis, and understanding the big O family as interesting and helpful."
"A majority of the students had some concerns about the red black binary search tree method. A specific confusion had to deal with when to place red links during a red-black bst. There was also some discussion of normal BST's, and one student just asked for a review over the normal BST procedure. There were also some questions regarding an update after a delete, and how to identify the largest node in a tree. Lastly, one student did mention that they still had confusions about the Big O family, so it might be useful to review that, as well.","Students found strong induction to be interesting, while some were confused about the application of Red-Black trees and related concepts. They worked on example proofs and binary search tree operations in class."
"Students were having some difficulties with the last portion of the class. Students were having issues with the binary trees example problem and the private build function. There was some discussion about using the copy method, as well. Lastly, some students were having difficulty knowing when access was being cut off or when to cut off access when working out one of the problems.","Students found the concept of strong induction interesting, but some struggled with the implementation of binary trees and the copy method. The last 10 minutes of class were particularly difficult for some students."
"The one concept that students seemed the most interesting from this lecture was iterative methods. The students did mention that it was interesting to compare them to recursion methods. The students also seemed to be interested in the different traversal methods, as well. There were a few discussions about red black operators and symbol tables. One student also mentioned 'insert in order', which is not something the reviewer understands due to context, but hopefully is helpful to the professor.","Students found the iterative methods for binary tree traversals interesting, particularly in terms of efficiency and implementation. They also appreciated the use of iteration over recursion and the application to symbol tables and BST searching."
In this lecture students enjoyed learning more about trees. They also found learning about the brute force algorithm and pin cracking. They also enjoyed learning about bubble sort and the break down of runtime for it as well as time complexity.,"In today's class, students found the topics of strong induction, trees, and password cracking to be the most interesting. They enjoyed applying big O concepts to real algorithms and learning about runtime analysis."
"In this lecture, the most interesting subject for students was huffman compression, trees, and encoding. Some also found compression and its efficiency interesting. Finally, students found when to use different trees and lossless compression interesting.","In today's class, students found Huffman compression most interesting. They learned about Huffman encoding, compression efficiency, tree construction, and generating Huffman codes for lossless compression."
Students were very varied in their responses to the prompt. The one most common confusing part of the class was the backtracking. There also was some confusion about the problem with 8 queens and diagonals. Another confusing point for students was the depth first search protocol. The last two issues that students had were with recurssive methods and the boggle board example.,"Students found strong induction most interesting and had varying levels of confusion with topics such as backtracking, 2D array traversal, and search algorithms. Overall, most concepts were clear but some required further review or practice."
"The students found the rotation portion to be confusing, as well as the last bit of the example problem. Students also found the implementation and fixing of a black-red tree to be confusing. There was also some confusion about nodes, specifically about deleting and adding them. Lastly, there was some confusion about black red tracing. Going over these in the next class may help clear up some of the confusion.","Students found strong induction interesting and learned its application in proofs, but were confused about left/right rotations and deletion in red-black trees."
"The class really seemed to find the histograms interesting. They also liked working in breakout rooms and in their groups. The students also seemed to enjoy the time to work on assignments, and found the in-class quizzes helpful.",The students found histograms and learning how to use them to organize and display data interesting. They also enjoyed working in breakout rooms and learning about different types of graphs in Excel. Some found the in-class quiz and reminders about due dates helpful.
"Again, students seem to be really enjoying the breakout rooms and time spent working with their team. The project and Assignment 12 held some interest for the students, as well. Specifically, students are finding some meaning from the calculations. They are also finding some enjoyment in using Excel.","The most interesting part of today's class was the A12 assignment, as well as the opportunity to work with teammates in breakout groups. Some found the application of engineering practices and the use of real-world examples to be engaging."
"While some students found aspects of the weighted decision matrix to be confusing, they also found it the most interesting. Students also liked wroking in the breakout rooms with their teams, prototyping, and designing. Working on Assignment 18 also interested some students.","The most interesting aspect of today's class was the weighted decision matrix (WDM), which many students found useful and applicable to real-life decisions. Some enjoyed working on the design project and prototypes, while others found the process of creating a WDM complex but interesting."
"Students are interested in the energy and power topic. Many students pointed to solar panels as the most interesting aspect of that discussion. This discussion seems to also raise interest in the new project and assignment, as well. Lastly, team work seems to be a continued interest with a certain subset of the population.","Students found the new solar panel project and learning about energy, power, and units interesting. They enjoyed working with their groups and appreciated the time given to work on assignments. Some found the complexity of solar cells and the cost-effectiveness of solar energy intriguing."
"Students seemed very happy to have time in breakout rooms and getting to know one another. The Draw an Engineer activity seemed to also pique student interests, as they were able to use that activity to get to know one another. Overall, students also seem to like the layout of the course. ","Students found the breakout rooms and class structure most interesting, along with the activity of drawing a future engineer. Some were also interested in learning about the course logistics and projects."
"In this lecture, students overwhelmingly enjoyed learning about how hydroelectric dams and reservoirs work and how hydroelectric power is important. Similarly, many students expressed excitement about the new project, which seems to involve investigating how dams work as well. Students were interested in learning how to find good sources of information (e.g., on Google Scholar and Purdue Library), and students were also interested in how to properly cite those sources. Finally, students enjoyed working with their groups in breakout rooms today.","Students found learning about hydropower and the Taum Sauk Reservoir interesting, and were excited about the new project. They also appreciated group work and learning about reliable sources for research."
"While many students reported that they did not have any issues in class today, some students had some trouble with the in-class activity, specfically the carbon emission calculation. Many students were confused as to why information was given for gasoline, even though it wasn't necessary for the calculation. Others are still a little confused about how to make assumptions, and also how to calculate the payback period.","Overall, most students did not find today's class confusing, but there were some questions related to Assignment A05 and the in-class activity. Some students found the calculation of carbon emissions and the difference between assumptions and data confusing."
"The amount of student responses was low compared to the other lectures. Of the responses, most students seemed to have questions regarding biomimicry, not understanding how it related to the project. There were also some questions about Assignment 17, and what parts of the project are due when. There were some concerns about brainstorming and decomposition charts, as well.","Students expressed confusion regarding the application of biomimicry in the A17 assignment, the brainstorming process, and the technical brief. Some students also requested more information on functional decomposition and project scoping. However, many found the class clear and productive."
"Many students are excited to start the new project. They are also enjoying and recognizing the design aspects of their work, and relating that to engineering. Several students have pointed to problem scoping and problem statements as interesting them. Others mentioned that they enjoyed talking about clients, end users, and stakeholders. Lastly, students are continuing to enjoy working in thier teams.","The most interesting part of today's class for students was the start of a new design project, along with discussions on problem scoping, stakeholder relations, and the differences between novice and professional engineers."
"The students seem very interested in the prototyping project. They specifically highlight that they enjoy CAD modeling, generating ideas, and working in teams. Overall, some students have also mentioned that they are enjoying the engineering design process as a whole.","Students found the prototyping phase interesting, particularly the use of CAD software and 3D printing at Purdue. They also enjoyed brainstorming and working with their teams to generate ideas and solutions."
"A majority of the students seem concerned about Assignment 17, and what parts of the assignment are due when. There was some discussion about the coffee makers, as well, as a few students do not drink coffee. This topic also led to some confusion about the pro's and con's activity, as the two seem tied. Lastly, some students have some questions about idea generation and also the iteration aspect of the project.","Several students had questions about Assignment A17 and the in-class activity. Some were confused about the details or requirements, while others needed more explanation or examples. However, some students found everything clear and straightforward."
The major points of confusion for students had to do with the different types of data and what types of graphs to use. There is also some confusion in regards to bins and bin width. The instructor should also go over some of the assignments.  ,"Students had various areas of confusion, such as determining data types, creating histograms in Excel, and understanding instructions for assignments. Some also requested more time for in-class activities and more clarification on certain topics."
"Students seem interested in learning about energy generation, and specifically the use of solar power to generate energy. This interest has also made them enthusiastic on starting the new assignment and project. Students are already pointing out some interesting aspects of power generation, such as building placement and unit conversions.","Students found the new project on analyzing energy usage for the Indianapolis Library interesting, as well as learning about solar panels, energy conversions, and different forms of energy generation."
"In today's lecture, students were most interested in histograms, including how to make and utilize them and some of their general properties. Students also enjoyed learning about what charts to use to represent different variables and data types the best. Additionally, students liked working with their groups and interacting with the class in general. Furthermore, students found the in-class activity (assignment 7) very helpful. Finally, students felt that they were getting better at using Excel, and class helped clarify some of their problems.",The majority of students found the discussion on histograms and their applications in Excel to be the most interesting part of today's class. Group work and troubleshooting Excel were also mentioned as engaging activities.
"The students today really seemed to find the in class activity interesting regarding the coffee machines. They enjoyed finding pros and cons, and also enjoyed working in groups and creating ideas for their projects and assignments. Students also enjoyed working on their assignment 17 and their projects.","Students found the in-class assignment, idea generation, and discussion of pros and cons interesting. There were also clarifications on the A05 assignment and opening scripts that were helpful."
The students today definitely seeemed to find creating solutions and brainstorming ideas for projects extremely interesting. Others mentioned the quiz and breakout rooms to be an interesting aspect of class. The other portion of the students found biomimicry and beetle research on campus to be intriguing.,"Students found various topics interesting in today's class, including biomimicry, idea generation, problem-solving, and beetle research. Some enjoyed the quiz and breakout group time, while others found the class neutral."
"Many students did not find today's class very confusing at all, but some students found the in class activity regarding coffee machines and pros and cons confusing. Another handful of students were confused on the assignment 17's requirements. A few outlier students were confused about functional decomposition, iteration, and idea generation.","Most students did not find anything confusing in today's class. Some found the assignment instructions unclear, while others struggled with specific aspects such as the pros and cons or functional decomposition. However, many appreciated the TA's help and thought the class was productive."
"In this lecture, students were interested in the background information about the upcoming project. In particuar, students enjoyed learning about the Taum Sauk Reservoir. They also liked learning about how hydroelectric dams work and how hydroelectric power is used. In general, students were excited to start a new project/assignment. In addition, students thought the information about reliable resources and how to cite them was useful. Finally, students enjoyed working with their teammates and learning to properly evaluate them.","The most interesting topics in today's class were the Taum Sauk Reservoir, hydroelectric power, and the new project assignment. Students also found the research process, citation format, and teamwork evaluations interesting."
In this lecture students were confused by the presentation. Students were also confused with the final design projecy. Students did not have much else that they found confusing in this lecture.,"Some students found the A05 assignment and opening scripts confusing, while others had no confusion. One student found the presentation related to the Final Design Project confusing."
"In this lecture students were confused with the in class activity. They also had some confusion with A09, specifically with what the correct equations for volumes of irregular shapes were. Students also require further clarification regarding criteria vs constraints. Students were also confused with least square regression. They also were confused with reservoir volume.","Students found topics such as reservoir volume, equations for irregular shapes in A09, ICA requirements, criteria vs constraints, and least square regression to be confusing in today's class."
"In this lecture students thought working on the experiments with their team was interesting. Students also found the Michael Jackson video to be interesting. They also thought learning about the Laminar approach was interesting. Students were interested in learning about microcontrollers. They were also intersted in their quiz questions. Students found it interesting to learn about the next steps in our project. Lastly, students were interested in the examples of the bike racks and how they used the design process to improve their products. ","The students found various aspects of the class interesting including the Michael Jackson video, the laminar approach, the bike rack examples, the microcontrollers, and the final project. Some also enjoyed the thought experiments and beginning the end-of-year project with their team."
In this lecture students were confused with some questions from the quiz. Students were a bit confused with how the microcontrollers relate to the project and how they are used. Some of the solutions were also confusing to the students and their depth. Students also felt that the design project may need a bit more clarifying on the requirements.  ,The quiz was challenging for some students and there were some issues related to the design project requirements and submitting graphs. There were also questions about microcontrollers and the depth of possible solutions.
Most students were interested in calculating percent errors and testing the values their code produces with given values and improving upon the code based on those tests. One student was also interested in how programming is adaptable for many different calculations. Some students were also interested in having time during lecture to work on milestone 3.,Students found the flexibility of the class and the process of improving algorithms interesting. They also found it intriguing to see how code can be adapted to fit different needs and enjoyed working on M3 without any time constraints.
Most student were confused on the feedbacks they got from their algorithms from the previous milestone and the content of the new milestone. Some students were confused about the calculations of SSE and logistics for homework and the concept quiz.,"The students had various areas of confusion, including the M3 assignment, concept quiz and feedback. Some were unsure about functions and calculations, while others struggled with instructions and understanding graphs."
"Most students were interesting on improving their previous codes and testing their codes with different datasets, and debugging accordingly. Some students were also interested in learning about the different formulas for data analysis and the logistics of milestone 2 and milestone 3.","Students found various aspects of the class interesting, including enzyme prediction equations, comparing v0 values, analyzing SSE values, improving algorithms, and testing code on different data structures."
"In this lecture students were interested in learning about the different functions. They were also interested in plotting data and the different ways to do so. Students were also interested in the studio time they had to work on A06. Students also were interested in data interpretation for the subaru problem. Lastly, they were interested in working in Matlab some more. ","The students found various aspects of today's class interesting, including learning new Matlab commands and techniques, plotting data in different ways, the Subaru discussion, working on assignments, and data interpretation. They also found the in-class activities and studio time helpful."
In this lecture students were intereted in the studio time they had to work on assignments. Students were interested in working on A06. Students were also interested in MATLAB. They were also interesting in having discussions with their peers to come up with solutions to problems they were working on. Students were intersting in working on the in class activity. Students were interested in learning about the various functions.,"Students found various aspects interesting, including using element by element functions, logical functions, matrices, and new MATLAB functions. Many liked having studio time to work on assignments and appreciated practical coding knowledge."
There seems to be no confusion related to the material covered in class. Students enjoyed working with prototypes. They also enjoyed studio time and the extra credit opportunity that was given.,"Students found various aspects of the class interesting, including extra credit opportunities, criteria and metrics, creative testing ideas, Minecraft modeling, data analysis, prototype testing and evaluation, and reviewing other students' examples."
Students enjoyed the quiz and also liked the idea of being able to use notes and the internet during the quiz. A few of the students liked finding out about the new project. There still seems to be a little confusion related to constraints vs criteria so I would suggest going over that at the beginning of next lecture.,The quiz and the new project topic on hydroelectricity were the most interesting parts of the class according to the students. One student also found it helpful to be allowed to use notes and the internet during the quiz.
Few of the students had no confusion related to the material covered in class. Few of the students were confused about Taum Sauk and also the Laminar Approach. I would suggest going over these topics at the beginning of next lecture to clear any doubts among the students.,"Some students had no confusion, while others found the Taum Sauk Project, mathematical models, and the laminar approach measuring system a bit confusing. One student needed clarification on which sections were due for class."
Students seem to be enjoying working with Pivot Tables and Histograms. They also enjoyed working in groups with their classmates. Students would like more clarity over the difference between constraint and criteria. I would suggest quickly going over this at the beginning of next lecture.,"Students found the concepts of constraints and criteria interesting, as well as pivot tables and histograms. Some also appreciated the opportunity to work with new people."
There seems to be no confusion related to the material covered in class. Students enjoyed watching other groups' videos and were also impressed with other groups' ideas. A few students enjoyed going through the design process and understanding its purpose.,The students found peer review and other teams' ideas interesting in today's class. They also noted the similarity in design solutions and were curious about the thought process of their peers.
"In this lecture students were confused with mean, median, and mode. Students were also confused on the details of assignment 3. Students also were confused by what variance was. Students found significant figures confusing and how many decimal places too include. Students also found the in class activity confusing.","Most students did not find anything confusing in today's class. However, some had questions about the A05 assignment, opening scripts, applying significant figures, and understanding variance. One student was confused about a question related to mean, median, and mode."
"In this lecture, students found it interesting to work with their teams on the project. Students find the solar project an interesting assingment. They found the discussion surrounding the planning and dividing up the work amongst teammates interesting. They also like the economic and environmental calculation for project. Students also found working with excel to be interesting. Students found the constraints vs criterion Outlook very interesting, as it helped them understand what was needed in an assignment. Students were also intersted in working on the in class activity.","The in-class activities, learning about payback analysis, working on the solar project, and team collaboration were the most interesting aspects of today's class, as per the students' responses."
"In this lecture, students found it interesting to work with excel. They thought it was interesting to use functions in excel. Students were interested in working on the in class acitivity/assignment. Students were interested in learning about descriptive statistics like mean, median, and mode. Students were interested in working on assignment 3.",Students found the in-class activity and learning about Excel functions to be the most interesting part of today's class. They enjoyed the shortcuts and ability to efficiently perform calculations. Some also found the integration of statistical formulas and locking cells with different functions to be interesting.
In this lecture students were confused on where to find there practice quiz. They were also confused by what type of graphs to use. Students also would want some more clarification on their assignment. Students were confused by A04 submissions. Students were also confused by excel especially formatting a table on excel and making boxes bigger. Students seemed worried about quiz 1.,"Some students had difficulty with Assignment A05 and the quiz instructions, while others found no confusion in today's class. Formatting graphs and tables caused confusion for a few students."
In this lecture students were most interested in the quiz they took. Students also were interested in going over the assignments they completed. Students also found making the table on the quiz interesting. Students also were interested by their project and the discussions they had with their teams.,"Most students found the quiz interesting and beneficial, while others did not find anything particularly interesting in today's class. There were some questions related to opening scripts and confusion regarding Assignment A05 and the In-Class Assignment."
In this lecture students were confused by assignment 3 and its requirements. Students wanted more explanation and details regarding assignment 3. Students were unclear on accessing CATME. Students were also confused on navigating brightspace. Students were also confused by absolute cell functions.,"Most students found the class clear and easy to understand. Some struggled with accessing CATME, navigating Brightspace, and the Excel functions in Assignment A03. One student suggested a brief review of the main ideas at the beginning of class. Overall, there were no major confusion or issues reported."
In this lecture students were not very interested in anything specific. Students found the entire class interesting. Students found it intersting to have some more time to study for their quiz. They also found it intersting to use charts for their solar project.,"Few students found today's class interesting as there was no class or nothing interesting. However, one student found using charts in solar projects interesting and another student found studying for the upcoming quiz valuable."
In this lecture students were confused with the in class activity. They thought they ICA was challenging. Students also were confused with A03 and wanted to review it. Students found the process for assignment 5 confusing. Students found filling out the template with their teams confusing. Students were confused by the examples of trade offs.,"The majority of students didn't find anything confusing in today's class. Some had questions related to Assignment A05, opening scripts, and the in-class assignment. Others found the activities challenging. One student requested more detail on formulas."
"There doesn't seem to be much confusion among students related to the material covered in class. Few of the students were confused with how to operate on excelt and also how to work with MatLab. Along with that, a few students would also like clarity related to the In-Class Activity.","Some students found the in-class activity and accessing Excel confusing. Others had difficulty with linear regression, SST, and implementing equations in Excel. Few had no confusion. More explanations were requested for activities and topics covered in class."
Students enjoyed working with MatLab. They liked learning about the different functionalities of MatLab such as how plots work. Along with that students also enjoyed learning about the Assignment 6 and working with Data Problems. ,"Students found the readmatrix function, plotting multiple figures in one plot, and customizing plots in Matlab interesting. A06 and reading data into Matlab were also noted as interesting. One student commented on the absence of the GTA."
There seems to be no confusion related to the material covered in class. Students enjoyed learning and working with loops. They also enjoyed working on the In-Class Activity. Along with that they also enjoyed learning about runtime speeds.,"The students found various topics interesting, such as nested loops, compile speeds, and the in-class activity. They enjoyed learning about commands and lines of code that summarize for loops and found it thought-provoking to compare the time intervals for different code versions."
Some of the students had no confusion related to the material covered in class. There was confusion related to A11 Part 3. Along with that there were a few students who were confused with the idea of nested loops. I would suggest going over A11 Part 3 briefly at the beginning of next lecture.,Some students had confusion with the A11 part 3 assignment and nested for loops in Matlab. Others had no confusion or found the class enjoyable. One student wanted more context on why certain actions were taken.
There are questions related to A11 and how to approach some of the questions in the assignment. Along with that there is confusion related to the different types of loops covered in class. I would suggest going over A11 and the different types of loops briefly at the beginning of next lecture.,Students found Assignment A11 and the conversion from loops to vectors confusing. Some were unsure how to start and apply complex functions on a larger scale. The assignment instructions were also considered vague.
Students enjoyed learning about nonlinear regression. Along with that students liked knowing about their final project and what they need to for it. Students were surprised to find out that they were allowed to go work outside the classroom with their groups. ,"The students found various aspects of today's class interesting, including the enzyme industry, nonlinear regressions, and the team project. They also appreciated the opportunity to work in different environments and were excited to start working on the final project."
"Students enjoyed learning about matrices, arrays, and array indexing. Some students enjoyed debugging their code and working on Assignment 5. There seems to be no confusion about the material covered in lecture among the students.","The students found a variety of topics interesting in today's class, including array indexing, using the mean function, and debugging. Some also enjoyed the in-class assignment and learning about scripts. Few students reported confusion related to Assignment A05 and opening scripts."
"Most students were interested in learning more about user defined functions and factoring portions of their code into relevant user defined sub functions that are used in main function. A lot of students were also interested about learning about the main function. Other students were interested about calculating volume of a 3d shape, teamwork and leaving class 20 minutes early.",The students found user-defined functions (UDFs) and the main function interesting in today's class. They also had concerns about the time-consuming concept quiz and confusion related to the A05 assignment and opening scripts.
Most students were interested about loop structures and using nested loops as well as the distinction between for and while loops. Some students were interested about the in class activity. Others were interested about working in teams and reviewing questions for exam and quiz prep. One student also found having hot chocolate in class interesting.,"Students found the in-class activity, for loops, and team dynamics interesting. Some discussed exam preparation and the differences between disp and display commands. A few appreciated the opportunity to review questions in person."
"Most students were confused about assignment 10 logistics and content as well as the concept of nesting two or more functions. Some students were also confused about importing other students' scripts into their own and using their functions, the 'any' command and how to decide what should go in a single user defined function.","Some students found the class today to be clear and helpful with ample time to work on assignments, while others had confusion related to nested functions, command usage, and assignment instructions."
Most students were confused about assignment 10 logistics and content as well as user defined functions. Some students were also confused about the program scope and how functions should be declared and imported correctly to use outside of its script. A few students were also confused about the shape of the pool in the assignment and the quiz logistics.,"Students had confusion about various topics, including separating user defined functions, calling quizzes, using multiple function templates, and A10 assignment. Some also wanted more examples and details on running main functions with sub functions."
"Most students were confused about while loops and loop counters. Some students were confused about the logistics of the in class assignment. Some students were confused about the usage of builtin MATLAB functions in the demonstrations in the video, ordering and assignment 8.","Some students were confused about using while loops, accessing class activities, and grading requirements. However, most found the video format helpful and appreciated the flexibility it provided. Some struggled with unfamiliar Matlab functions and the application of while loops."
