generation,oracle
"Excel stuff was confusing and the problem statement
Excel practice at the end was confusing because we didn't have much time
Some of the instructions for the in class activities were a little unclear.
I was a little confused today when we where downloading the file from online and making it available to use on excel.  I think we could have slowed down there a little bit to make sure all of the students are on the same page and are able to open up the spreadsheet without any errors.
I found it confusing when I tried to download the data sheet to excel. I also was kicked from the zoom call and had trouble getting back in to the call.","I was confused about entering the complex calculations into excel. I haven't used excel in a long time so I think I just need practice. 
 The problem statement outline was not very helpful and the problem we were asked to find seem very vague. 
How to access the excel file.
I was a little confused on how to properly fill out Assignment 03 as it was not discussed. I was still also confused by the end of class what exactly was due when.
 The only thing I found confusing today was the formula input for the gravitational forces calculation"
"Pivot tables were sort of rushed through and their uses weren't fully explained which left my breakout group confused on what to do.
The amount of time spent during class explaining the different data types could use some lengthening.
Maybe more about the team project? And the bike project too.
I was confused about the in-class assignment and what needed to be submitted on the excel document.
I think what we were supposed to do with the excel document was a little bit confusing.  The directions weren't super specific and I thank the assignment should have been clarified a little better.","If you could put the slides on brightspace before the video call itwould be helpful, because then we could have it open and look at them ifwe get lost during a call
I was confused on what the task is for assignment 5 and how we need to use the bike share data to complete the assignment.
I think it was a little confusing for some people when doing theexcelassignment since some people are still getting used to it and youwent alittle fast. 
The instructions for the descriptive statistics activity weren't very clear and I wasn't sure how to present what I found.
How to use pivot tables and making graphs from them."
"I thought the quiz was interesting
Learning about the different types of idea generation methods
I liked how we did the quiz in class rather than outside of class because I have a lot of other assignments to do for my other classes.
I enjoyed brainstorming with my team because it was informative and helpful to get our ideas down on paper.
I think that the idea generation strategies are cool and biomimicry was fascinating.","I liked how we did the quiz in class rather than outside of classbecause I have a lot of other assignments to do for my other classes.
I found the multiple types of inspiration on idea generation to be the most interesting part of today's class.
I found it interesting how our group has to take pictures of our think process and use it for the end product.
I found the ironclad beetle biomimicry segment to be most interesting as I love getting ideas from nature.
the beetle video was really cool"
"There was no in class activity so that was confusing because no one mentioned it. The exam instructions were also a bit confusing.
We have talked about the quiz and test, everything is clear.
Nothing was confusing
the flow rate chart was confusing
I did not find anything confusing in today's class.","I found that during the studio time, I was confused as to whether use a constant pressure head or using a changing one that changes based on the height of the upper reservoir.
 We could have used some more information about how to prepare for the exam. In other classes I know there are previous exams that we can use to study.
This class was not confusing, but you could have gone over expectations for A12 some more
How the excel will work for the in class quiz
 Basically everything made sense today, i never really had any questions but the ones i did were answered when we went into breakout rooms. It would have been nice if we could have done some review on the quiz"
"nothing
how to use Citrix receiver, we figured it out, but it took some time
Ways to test online prototypes
How to set up cad
How to do the testing of the prototype","How to do the testing of the prototype 
The weighted design matrix was a little confusing
How to set up cad 
The most confusing part was when different assignments are due
 the consistency between the powerpoints and the doc is bad sometimes"
"I feel like today's class could've used a more in depth explanation of how power is produced, we discussed methods of producing power but not actually how the power was produced.
The details for the next assignment
I found nothing to be confusing or unclear in today's class. Everything was explained well and made clear prior to the given work time. Making sure to explain what was needed and expected for the project helped me gain a better understanding before going into it.
A13 assignment needs clarification
Requirements for A13 are very confusing. Do we need to even use natural gas data/will the library still be heated by natural gas while powered by solar panels? Should we assume that solar panels have 0 carbon emissions, or do we need to take into account the carbon emissions caused by the manufacturing process of those panels?","I feel like today's class could've used a more in depth explanation of how power is produced, we discussed methods of producing power but not actually how the power was produced.
 I was confused on A13 even after reading the instruction on part 4, it included calculations that I didn't understand where we could get the information from.
 thought it was confusing when we were trying to figure out what exact calculations we needed to do to do an environmental and economic evaluation 
There's no excel file and the memo is rough with info.
 I would have liked some more information on the emissions of Solar Panels and the systems currently used in powering the Indianapolis Library."
"How was the data on people age gathered from Excel? I thought that many of the birth dates where redundant.
We needed more details about what we were using the class' skittle data for. There is already a PDF of skittle data for Assignment 08 so what was our data for?
Assignment 5 because we did not go over it.
How to decide how similar distribution s are to the normal distribution and when to use the z-score.
","I have already done a good amount of assignment A08 and it's a bit confusing about what is my x, mean, and standard deviations have to use
 Something I found unclear about today's lecture was how the z number was used in the calculus equation for area under the curve.
I found some of the instructions for the histogram rule of thumb confusing, as I couldn't figure out to what extent we need to abide by it (do we always need to have exactly the square root of the count in bins?)
Discussing the calculus formula for finding the area was a bit confusing.
I didn't find anything too particularly confusing, however, during the skittles assignment my group struggled to understand what the objective was, so I had to explain it myself for a while"
"I was confused about whether we were supposed to find the distinct time intervals using how the graph looked.
I do not think anything in today's class was particularly confusing
We had a bit of trouble getting our graph of flow rate to be formatted correctly.
I found nothing confusing about today's class
Personally, I did not have any issues with the material in class today. There was not much new information and mostly group work.","The turning in of assignment a10, but this was resolved by the end of class well enough
Assignment A12 was introduced during class today, and I found it a little confusing what was expected of us for the assignment.
How to find the intervals for time. Should we make a rough estimate based on the graph?
How to calculate the power generator 
 Finding the instantaneous flow rate is somewhat confusing on excel."
"I thought that the research was the most difficult since it required me to evaluate sources based on their merit.
I am not sure about if we should us the line of best fit for modeling the volume at the top of the dam. the linear model diverges from the data at the top where accuracy would be most important for calculating the safety. I was considering using a nonlinear model with the Excell regression tools.
Nothing was really confusing besides trying to get all the reasons why the dam failed.
The only confusing part about today's class was figuring out exactly why the Upper Reservoir collapsed, but after some research I figured it out.
Something that needed more details was the ways to calculate flow rate in the excel sheet through the two methods.","There wasn't anything confusing in this class, I was just confused bythedate if the exam which is entirely my fault I came to class preparedtotake it today and was relieved when it on Friday 
 I was considering using a nonlinear model with the Excellregression tools.
What we needed to turn in for the in class assignment.
The only confusing part about today's class was figuring out exactly whythe Upper Reservoir collapsed, but after some research I figured itout.
I still struggle with determining volumetric flow rate."
"I was somewhat confused by some of the problems in assignment 10, but I worked through it with my group by the end of the class. For example, we were struggling to get the slope demonstrated in the slides.
The assignments are very vague. The individual assignments are pretty straightforward but the team ones are super confusing sometimes.
Nothing was confusing today, we had a lot of good work time during class
I am still slightly confused on the purpose of finding the overall slope of the data. I know this can help find trends but am confused how this will help with scattered data. Overall, I get the process of it but found the purpose of it confusing.
The overall approach to the reservoir's laminar approach was confusing, especially with the example of the graph and trendline. It was a bit vague.","Simple linear regression needed more details, especially as it relates to what the r squared value does.
Assignment 11 needed more explanation. Specifically, I struggled with the wording of particular questions. If the problems were more descriptive I would have understood the questions much easier.
Proper was to calculate the surface area to find volume
We could have gone over the laminar approach more because the regression line information seemed pretty easy to understand based on the module videos.
What will be covered in Exam 1"
"Finding ways to develop a prototype for our idea
How detailed we need to be in our prototypes.
Today's class was little confusing and I didn't need any extra details.
Prototyping
Nothing was confusing in today's class","We as a team found it difficult to find out not only how we would build a prototype, and how to test it. Unless we make them individually, physical prototypes aren't really feasible due to ourseparation.
How we should develop a testing protocol is unclear. I don't remember going over it in the video modules and it isn't explained in the technical brief or assignment 17 instructions. I think going through an example of a testing protocol for the smart recycling bins would have been beneficial to the teams' understanding of what a testing protocol is and how to develop an effective one. 
The team was confused on what CAD software to use and some of the other elements of the assignment.
I am unsure of when A18 is due because bright space still has it down for next Friday. But it was said that we will work on it next Friday in class as well.
Thinking of prototypes while most of our ideas had to do with the road was confusing"
"The biotechnology was a little confusing and could be explained a little more in the context of a17.
Something confusing in today's class was the instructions for the new A17 assignment, because we were unsure of what to work on.
I think we should have spent more time on how to create a functional decomposition chart
Nothing. The assignment made sense and what the goals of different perspectives and ideas play into finding a solution
I was confused about how to apply bio mimicry to this project.","I thought that the emphasis on biomimicry was interesting, but I did not understand how it can be applied to our project. We are dealing with roads and traffic, so there is little I can see that the natural world can offer.
Something confusing in today's class was the instructions for the newA17 assignment, because we were unsure of what to work on. 
 I think we should have spent more time on how to create a functional decomposition chart
More information about the brainstorming process would be helpful to aid our team
 Figuring out which parts of the overarching design project are due when was disorienting as it was not ever explained and only obscurely mentioned once on Brightspace."
"How was the data on people age gathered from Excel? I thought that many of the birth dates where redundant.
We needed more details about what we were using the class' skittle data for. There is already a PDF of skittle data for Assignment 08 so what was our data for?
Assignment 5 because we did not go over it.
How to decide how similar distribution s are to the normal distribution and when to use the z-score.
","I have already done a good amount of assignment A08 and it's a bit confusing about what is my x, mean, and standard deviations have to use
 Something I found unclear about today's lecture was how the z number was used in the calculus equation for area under the curve.
I found some of the instructions for the histogram rule of thumb confusing
Discussing the calculus formula for finding the area was a bit confusing.
I didn't find anything too particularly confusing, however, during the skittles assignment my group struggled to understand what the objective was, so I had to explain it myself for a while"
"Entropy
Lzw compression
Nothing
I don't understand Weissman scores or how we should evaluate compression algorithms
Performance of graphs","lzw
Entropy and calculating it
Types of graphs and the main differences between them
I don't understand Weissman scores or how we should evaluate compression algorithms
The minimum and maximum number of edges and how that is determined"
"Lossy vs lossless compression.
huffman
How compression can make such a big impact
how jpeg and mp3 files compress data!
Huffman Compression","Lossless compression in general
lossy examples
building the huffman compression tree (and that a collection of trees is called a forest)
how jpeg and mp3 files compress data!
The creation of a forest and how it is all connected"
"dfs bfs
wrapper function for DFS/BFS
DFS and BFS
The purpose of articulation and will it be essential for the project 3?
DFS preordert traversal","dfs bfs
wrapper function for DFS/BFS
prim's algorithms. wrapper function and connected components
The purpose of articulation and will it be essential for the project 3?
prim's algorithms. wrapper function and connected components"
"It was really interesting to see the various graphs demonstrating the variety of runtime complexities. It helped to visualize how some of them are faster and slower than others.
Candy
The big O concept because I havnt ever heard of it before
The most interesting part of this lecture was discussing the different methods of comparing algorithm performance. I have learned about this in past courses, but I felt the discussion in class was very comprehensive and well-explained.
Big O","Candies
It was interesting to consider the many kinds of resource usage (time, space, bandwidth, etc.). The tent talk was also interesting!
The most interesting part of this lecture was discussing the different methods of comparing algorithm performance. I have learned about this in past courses, but I felt the discussion in class was very comprehensive and well-explained.
It was really interesting to see the various graphs demonstrating the variety of runtime complexities. It helped to visualize how some of them are faster and slower than others.
The existence of various members of the big o family."
"three order
Iterative tree traversal
Converting reclusive functions to iterative functions and the introduction of a new ADT
The use of a stack for the iterative traversals was cool. It makes sense why they can be done this way, because it is imitating a callstack.
the iterative versions of the traversals","Pseudo code run through of all traversal
The difference between recursion and iteration on the same method was interesting to see
The use of a stack for the iterative traversals was cool. It makes sense why they can be done this way, because it is imitating a callstack.
The algorithms and how they work with pushing and popping
Iteration and recursion have same asymptotic runtime"
"Theta(log n) for the RB BST operations
bst
Rotate left and rotate right code
adding and deleting Red-Black BSTs
Learning about Binary search Trees","Learning about Binary search Trees
Rotate left and rotate right code
Theta(log n) for the RB BST operations
How the operations on BST work and look like before and after
How the 3 RB BST insertion states transition between each other until we have corrected the tree"
"I may need clarification on how hydroelectric power plants function.
Exact aspects of information literacy.
The data table from which we had to find a calculation error was a bit confusing.
Nothing
Everything made sense","Exact aspects of information literacy.
I may need clarification on how hydroelectric power plants function.
The difference between constraints and criteria.
The data table from which we had to find a calculation error was a bit confusing.
Determining the bins of histograms (number of bins and bin width)"
"Some of the questions regarding numerical or categorical were sort of confusing; for example, if zip codes are categorical or numerical data. I searched it up online and understood it a bit more, but it would be nice if you could explain it in class.
I was slightly confused about why the example problem in class today was a scatter plot, not a line graph. However, after speaking with my peers, the confusion was cleared up.
Occasionally, especially at the end, the presentation moved too quickly and became confusing.  I found myself having to re read large portions of it afterwards because it was too fast paced and difficult to follow.
I really like working with excel so I have found these really interesting
Maybe some more specifics into the uses of excel for assignment 3 or general engineering, but in general the lecture was quite robust and the slides were very informative.","Everything was pretty clear. But, I would like to review more on the different types of charts.
One thing that was a little confusing was the typing of certain symbols and formulas into Excel. For example, it was difficult for me to remember how to lock certain numbers as absolute values. Once I refreshed my memory I was able to get it because I did have experience with it while watching the pre-class videos, but it was a lot for me to remember. Also, I never figured out how to type the symbol for degrees with my keyboard into Excel. It was not a big deal, but I am guessing that learning that information will save me some time and energy in the future.
I was slightly confused about why the example problem in class today was a scatter plot, not a line graph. However, after speaking with my peers, the confusion was cleared up.
Some of the questions regarding numerical or categorical were sort of confusing; for example, if zip codes are categorical or numerical data. I searched it up online and understood it a bit more, but it would be nice if you could explain it in class.
Maybe some more specifics into the uses of excel for assignment 3 or general engineering, but in general the lecture was quite robust and the slides were very informative."
"I found some of the instructions on the next assignment a bit confusing
Nothing
Nothing
Whether or not I needed to use upper and/or lower bounds on the quiz.
The procedure for managing outliers","I found some of the instructions on the next assignment a bit confusing
Whether or not I needed to use upper and/or lower bounds on the quiz.
I was confused where to find the information to study for the quiz
The procedure for managing outliers
Some part of quiz was confusing, specifically on choosing two bin-width values."
"I found it in class activity interesting
Working with my team
Final Design Project
nothing","Final Design Project
I found it in class activity interesting
Working with my team
nothing"
"I found the wdm confusing for the Monday class
The quiz was difficult
Weighted decision matrix
Nothing
Prototype usage","I found the wdm confusing for the Monday class
The quiz was difficult
Successfully demonstrating use of microcontrollers
Using the 3D printing software
The questions about idea generation on the quiz seemed redundant."
"Final Design Project
I did not find anything confusing
Some questions on quiz 6 were unclear
The 15A in class activity
Quiz","Final Design Project
The 15A in class activity
Quiz
Some questions on quiz 6 were unclear
I was confused about how to weight the second category in the wdm."
"It was confusing to see how to linearize the data in a simple way. Velocity max and Km can be retrieved in unique ways.
how to do km and vmax
Nothing was confusing. We discussed linearization and different models. I was able to understand what we needed to do and finish the in class video assignment easily.
How to write the pseudo code for the user defined functions that we had to write for this project
The most confusing part of todays lecture was knowing the next steps after M2. I wish it was more clear what we are going to do in the next steps so that we can work ahead during class time.","What was somewhat confusing was the difference between the linearization approaches taught
I was confused on how to manipulate the data we are given to be able to calculate the initial velocity.
The only confusing part about this class was that we were getting mixed feedback from different TAs.
I think topics that will be covered in Concept Quiz 3 needed more details, as well as going over practice problems related to CQ3.
I thought the way that M2 is set up is a little vague but I was able to figure it out"
"Nothing was confusing. We discussed concept quiz 3 and explained what we needed to do for the in class video assignment (individual).
Coding milestone 2
The thing that was confusing in todays class was what matlab functions we can use to complete m2. Are we able to use new matlab functions we have not discussed in class?
it was confusing when trying to figure out how to write the algorithm
Using pseudocode to outline coding plans","I would have loved a more in-depth description of what is expected of us for milestone 2. I asked questions during class time, but I am still a bit confused on how much coding we need to complete for M2
I was a little confused on how to ensure that the noise is taken care of for the graphs of data we will create.
How to actually go about writing the seudo code for the in class activity as in how close to actually code it should be
A little more information on the concept quiz would be nice
It was confusing when linear regression was asked to find initial velocity. The project makes more sense now, though."
"Different approaches in milestone 1
Everything in class today made sense
how to rewrite the approaches
I found confusing the approaches to find v max and km
One thing that was confusing was some of the answers for the teamwork modeling and measurement quiz.","The most confusing part was finding a way to calculate the v max and v0 from the milestone assignment
Coming up with a new method for reaching the final value for V max
It was slightly confusing knowing which CATME characteristic was sought after during our class today.
One thing that was confusing was some of the answers for the teamwork modeling and measurement quiz.
I would have loved more clarification regarding the third concept quiz and the topics it will be covering"
"Teamwork quiz
indexing in loops
A08
Working with team
Trying to get to 100% on the assignment, only could get to 90%","The surplus of studio time today was very helpful! A8 and A9 are very daunting and it was nice to get some time to work on those while being able to ask relevant questions to instructors. A9 seems like a very challenging task
I found the group quiz teamwork dimensions the most interesting.
Working with my teammates more was excited. Also, I enjoyed getting help with A08 and learning that it has been extended
I found MATLAB interesting because it can be really useful for other classes.
I loved actually working with my group and getting a feel for how everyone works"
"Most interesting was actually utilizing the matrixes in matlab for the first time
Editing matrices
Learning how to replace values in matrices

Learning we missed your birthday :(","Debugging
All of the array and linear indexing was very neat. I think I am starting to get the hang of it as well.
The A05 assignment
I liked the ICA
I found it interesting to start using MATLAB for more complicated problems. I really liked seeing how much I could do on my own from what I remembered in the videos and what I needed to look back for my notes for."
"Nothing was confusing today.
The in class activity was confusing to me
Teaming context problems
How much are we doing as a group vs individually for the rest of the semester
What was confusing was selection structures that require identification of which line will not be used.","How much are we doing as a group vs individually for the rest of the semester
asking user for input in matlab
The time given for the in class activity was a little short. More time to work would be better
The plan for group work moving forward. Which projects and assignments are individual or group oriented.
What was confusing was selection structures that require identification of which line will not be used."
"Not much was interesting as it was just syllabus day.
I found it interesting starting to learn how to use Matlab
n/a
The Matlab ramp was very exciting. I wish we had more studio time to work on it. There was not enough time to finish it
Cougar story?","Cougar story?
The Matlab ramp was very exciting. I wish we had more studio time to work on it. There was not enough time to finish it
Meeting the teaching team
I was interested in learning about what we are doing for the rest of the semester. I was also interested in seeing the new technologies we are going to use.
I found that the layout of the class was interesting. Last semester we were setup in tables so we could talk with our teams."
