Lecture #,Reflection Text,native speaker,age,ethnicity,gender,course_anonyID,semester
17,Trying to figure out the limits for bio savart-law problems,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,Trying to figure out the limits for bio savart-law problems,,,,,phys_0,semester_2
17,I really only don’t understand the direction of the cross products sometimes. I just don’t see how we get certain directions sometimes,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,i found it difficult to determine how to begin the problems that require the integration and cross product.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,When and where to draw Amperian Loops,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,I was confused how to apply the biot-savart law on my own.,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,"I think the most confusing thing for me was trying to find the force between 2 antiparallel lines like on the concept quiz. For example, why did the magnetic field from wire 2 affect wire 1 but wire 1’s magnetic field didn’t effect wire 2?",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,"In awkward shaped objects with fields going in and out, why do we only multiply the current by the mewnaught value and disregard the area?",Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,More explanation of concepts would be helpful and how to set up problems,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,I found it confusing what the units are and how the magnetic field relates to biot svarts law.,Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
17,I found the Ampere’s law problems the most interesting part of class from today because I could work through them a lot easier than I thought,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,i really like how the right hand rule shows how the force acts,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,How constants are created in conjunction with the units they represent,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,was interested in how how we end up using the right hand rule (for x products) because the electrons would reserve direction but so does the concept of current so we just end with using the right hand tile instead of flipping liek usual.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,I found the similarities between this and other things interesting.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,What a toroid is and how you can solve problems with it,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,What a toroid is and how you can solve problems with it,,,,,phys_0,semester_2
17,I thought ampere’s law was njce and interesting especially because it felt so similar to gauss’ law,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,The relationship between magnetic fields and electric fields.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,The Biot-Savart Law and all its variations,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,I think it is interesting how the laws are different when using different types of wires,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,I think Ampere’s law was the easiest to understand because it is a lot like Gauss’ law like needed symmetry and how to make the math do-able,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,It’s interesting how we are revisiting the topic of Gaussian surfaces but in disguise.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
17,Similarities of ampere's law to gauss' law,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
17,I found it interesting how as the magnetic field amperes law with magnetic field relates to gauss law with electric field.,Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
18,The real world examples and applications were limited,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,I was wondering why we are allowed to use right hand rule for lenz’s law when faradays is a dot product not a cross product.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,The relationship between induced emf and electric fields didn't seem clear on a conceptual basis. I just couldn't tell how they were really related.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,Faradays law was very confusing.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,Trying to figure out the direction of the induced current in a figure,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
18,Trying to figure out the direction of the induced current in a figure,,,,,phys_0,semester_2
18,I was a bit confused during the discussion of eddy currents at a molecular level and how adding cross sectional slits to a loop reduces mechanical energy dissipation.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,I had a hard time grasping the concept of which direction the induced B field and current was.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,"So mechanical energy escaping a system in an eddy current is heat, so why don’t all wires produce heat when a current runs through them?",Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,"Problem 30.20 was confusing because I was unsure of how only flipping it halfway would fit into the calculation, and how you would know that the attached meter is in series with the coil of wire.",Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
18,Concept question 1: how do we use the poles to find the direction of magnetic field,Yes,18 - 22 years,Asian American,Female,phys_0,semester_2
18,I did not fine anything confusing today to be honest,,,,,phys_0,semester_2
18,I found it confusing defining what a induced emf is and how it causes an induced current.,Yes,18 - 22 years,Prefer not to disclose,Male,phys_0,semester_2
18,The breakout room question was really good and I felt like I had the building blocks to complete it.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,I though it was cool that being how intimidating faradays law looks it became quite simple to compute in elective and was quite straight forward,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,The ability of a moving magnetic field to so greatly affect current and electric fields.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,I found how magnets work to be interesting.,Yes,18 - 22 years,White or European American,Male,phys_0,semester_2
18,How power can relate to the examples we have done,Yes,18 - 22 years,White or European American,Female,phys_0,semester_2
18,How power can relate to the examples we have done,,,,,phys_0,semester_2
